"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2016","58","PM2.5","Sebastopol","06-097-0004","AQS","8","31","19","58","29"
"01/02/2016","36","PM2.5","Sebastopol","06-097-0004","AQS","8","26","21","36","9"
"01/03/2016","52","PM2.5","Sebastopol","06-097-0004","AQS","7","19","21","52","12"
"01/04/2016","50","PM2.5","Sebastopol","06-097-0004","AQS","7","26","15","50","11"
"01/05/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","31","9","15","17"
"01/06/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","32","8","15","10"
"01/07/2016","28","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","28","10","22","16"
"01/08/2016","24","PM2.5","Sebastopol","06-097-0004","AQS","8","19","13","24","8"
"01/09/2016","28","PM2.5","Sebastopol","06-097-0004","AQS","6","24","13","28","13"
"01/10/2016","27","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","27","10","16","9"
"01/11/2016","33","PM2.5","Sebastopol","06-097-0004","AQS","6","22","13","33","12"
"01/12/2016","48","PM2.5","Sebastopol","06-097-0004","AQS","6","28","16","48","17"
"01/13/2016","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","37","14","23","24"
"01/14/2016","34","Ozone","Sebastopol","06-097-0004","AQS","7","34","11","21","14"
"01/15/2016","26","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","26","8","12","16"
"01/16/2016","22","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","22","9","11","7"
"01/17/2016","29","Ozone","Sebastopol","06-097-0004","AQS","5","29","5","13","7"
"01/18/2016","25","Ozone","Sebastopol","06-097-0004","AQS","5","25","8","13","11"
"01/19/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","32","8","22","13"
"01/20/2016","19","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS",".","19","9",".","18"
"01/21/2016","25","Ozone","Sebastopol","06-097-0004","AQS","9","25","14",".","10"
"01/22/2016","37","Ozone","Sebastopol","06-097-0004","AQS","6","37","5","1","11"
"01/23/2016","37","Ozone","Sebastopol","06-097-0004","AQS","5","37","13","17","10"
"01/24/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","32","12","18","12"
"01/25/2016","26","Ozone","Sebastopol","06-097-0004","AQS","7","26","7","18","18"
"01/26/2016","28","PM2.5","Sebastopol","06-097-0004","AQS","9","15","8","28","15"
"01/27/2016","26","PM2.5","Sebastopol","06-097-0004","AQS","9","25","8","26","19"
"01/28/2016","31","PM2.5","Sebastopol","06-097-0004","AQS","8","14","11","31","17"
"01/29/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","8","32","6","14","15"
"01/30/2016","35","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","35","10","10","12"
"01/31/2016","33","Ozone","Sebastopol","06-097-0004","AQS","7","33","10","4","10"
"02/01/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","32","11","2","13"
"02/02/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","31","11","17","14"
"02/03/2016","41","PM2.5","Sebastopol","06-097-0004","AQS","8","25","14","41","11"
"02/04/2016","38","PM2.5","Sebastopol","06-097-0004","AQS","11","31","10","38","22"
"02/05/2016","33","PM2.5","Sebastopol","06-097-0004","AQS","11","24","12","33","22"
"02/06/2016","34","PM2.5","Sebastopol","06-097-0004","AQS","10","22","15","34","16"
"02/07/2016","29","PM2.5","Sebastopol","06-097-0004","AQS","9","24","15","29","13"
"02/08/2016","31","PM2.5","Sebastopol","06-097-0004","AQS","9","29","16","31","19"
"02/09/2016","38","PM2.5","Sebastopol","06-097-0004","AQS","10","27","16","38","28"
"02/10/2016","39","PM2.5","Sebastopol","06-097-0004","AQS","10","26","17","39","21"
"02/11/2016","34","PM2.5","Sebastopol","06-097-0004","AQS","9","34","19","34","18"
"02/12/2016","29","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","8","29","17","26","12"
"02/13/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","8","31","15","21","15"
"02/14/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","8","31","18","13","10"
"02/15/2016","25","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","8","25","16","16","17"
"02/16/2016","31","PM2.5","Sebastopol","06-097-0004","AQS","5","30","13","31","18"
"02/17/2016","38","Ozone","Sebastopol","06-097-0004","AQS","5","38","19","36","10"
"02/18/2016","37","Ozone","Sebastopol","06-097-0004","AQS","5","37","15","30","9"
"02/19/2016","37","Ozone","Sebastopol","06-097-0004","AQS","5","37","12","19","14"
"02/20/2016","32","Ozone","Sebastopol","06-097-0004","AQS","5","32","10","19","23"
"02/21/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","33","12","20","13"
"02/22/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","32","12","15","15"
"02/23/2016","36","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","36","12","17","22"
"02/24/2016","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","39","16","36","21"
"02/25/2016","38","Ozone","Sebastopol","06-097-0004","AQS","6","38","19","35","15"
"02/26/2016","28","Ozone","Sebastopol","06-097-0004","AQS","5","28","12","18","11"
"02/27/2016","30","Ozone","Sebastopol","06-097-0004","AQS","5","30","14","12","10"
"02/28/2016","22","Ozone","Sebastopol","06-097-0004","AQS","5","22","11","18","7"
"02/29/2016","25","Ozone","Sebastopol","06-097-0004","AQS",".","25","9","14","11"
"03/01/2016","25","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","25","8","10","9"
"03/02/2016","25","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","25","6","0","4"
"03/03/2016","25","Ozone","Sebastopol","06-097-0004","AQS","3","25","6","3","5"
"03/04/2016","24","Ozone","Sebastopol","06-097-0004","AQS","3","24","5","5","5"
"03/05/2016","37","Ozone","Sebastopol","06-097-0004","AQS","3","37","6","5","3"
"03/06/2016","38","Ozone","Sebastopol","06-097-0004","AQS","3","38","12","23","6"
"03/07/2016","34","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","34","8","19","8"
"03/08/2016","31","Ozone","Sebastopol","06-097-0004","AQS","5","31","10","18","19"
"03/09/2016","24","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","24","8","16","11"
"03/10/2016","30","Ozone","Sebastopol","06-097-0004","AQS","6","30","7","4","9"
"03/11/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","38","8","12","6"
"03/12/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","38","13","15","7"
"03/13/2016","39","Ozone","Sebastopol","06-097-0004","AQS","5","39","13","17","3"
"03/14/2016","41","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","41","12","16","16"
"03/15/2016","42","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","42","16","19","16"
"03/16/2016","28","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","28","11","14","12"
"03/17/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","33","10","13","10"
"03/18/2016","28","Ozone","Sebastopol","06-097-0004","AQS","5","28","11","11","8"
"03/19/2016","28","Ozone","Sebastopol","06-097-0004","AQS","5","28","9","8","8"
"03/20/2016","30","Ozone","Sebastopol","06-097-0004","AQS","6","30","7","12","11"
"03/21/2016","42","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","42","14","19","8"
"03/22/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","33","8","10","8"
"03/23/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","12","18","12"
"03/24/2016","29","Ozone","Sebastopol","06-097-0004","AQS","6","29","12","16","10"
"03/25/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","38","11","11","12"
"03/26/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","32","12","7","9"
"03/27/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","38","8","6","3"
"03/28/2016","37","Ozone","Sebastopol","06-097-0004","AQS","6","37","10","8","22"
"03/29/2016","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","37","11","7","13"
"03/30/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","32","19","22","6"
"03/31/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","38","18","25","7"
"04/01/2016","35","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","35","15","23","11"
"04/02/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","33","13","23","4"
"04/03/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","11","11","5"
"04/04/2016","31","Ozone","Sebastopol","06-097-0004","AQS","6","31","14","15","9"
"04/05/2016","41","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","41","15","17","14"
"04/06/2016","61","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","61","15","15","18"
"04/07/2016","40","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","40","20","36","19"
"04/08/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","15","30","6"
"04/09/2016","25","Ozone","Sebastopol","06-097-0004","AQS","6","25","6","5","4"
"04/10/2016","26","Ozone","Sebastopol","06-097-0004","AQS","5","26","10","9","3"
"04/11/2016","32","Ozone","Sebastopol","06-097-0004","AQS","6","32","15","26","9"
"04/12/2016","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","39","12","23","8"
"04/13/2016","44","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","44","16","23","17"
"04/14/2016","44","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","44","14","16","14"
"04/15/2016","41","Ozone","Sebastopol","06-097-0004","AQS","3","41","13","8","22"
"04/16/2016","44","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","44","17","14","7"
"04/17/2016","51","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","51","15","26","12"
"04/18/2016","51","Ozone","Sebastopol","06-097-0004","AQS","3","51","16","33","12"
"04/19/2016","51","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","51","14","28","10"
"04/20/2016","43","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","43","13","25","12"
"04/21/2016","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","37","8","10","5"
"04/22/2016","44","Ozone","Sebastopol","06-097-0004","AQS","3","44","9","12","6"
"04/23/2016","40","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","40","9","10","5"
"04/24/2016","42","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","42","11","14","6"
"04/25/2016","38","Ozone","Sebastopol","06-097-0004","AQS","3","38","11","17","6"
"04/26/2016","45","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","45","12","25","14"
"04/27/2016","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","39","11","18","11"
"04/28/2016","36","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","36","14","25","10"
"04/29/2016","40","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","40","15","31","8"
"04/30/2016","41","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","41","16","18","7"
"05/01/2016","42","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","42","13","34","6"
"05/02/2016","42","PM2.5","Sebastopol","06-097-0004","AQS","5","39","21","42","4"
"05/03/2016","29","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","29","16","16","4"
"05/04/2016","34","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","34","19","24","4"
"05/05/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","33","13","19","8"
"05/06/2016","25","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","25","15","18","3"
"05/07/2016","27","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","27","11","4","6"
"05/08/2016","32","Ozone","Sebastopol","06-097-0004","AQS","5","32","8","0","2"
"05/09/2016","31","Ozone","Sebastopol","06-097-0004","AQS","5","31","13","19","3"
"05/10/2016","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","32","17","17","4"
"05/11/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","16","18","3"
"05/12/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","13","8","3"
"05/13/2016","35","Ozone","Sebastopol","06-097-0004","AQS","5","35","15","10","9"
"05/14/2016","30","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","30","14","5","8"
"05/15/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","9","0","6"
"05/16/2016","29","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","29","16","10","9"
"05/17/2016","43","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","43","17","18","10"
"05/18/2016","39","PM2.5","Sebastopol","06-097-0004","AQS","6","35","28","39","7"
"05/19/2016","36","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","36","21","17","7"
"05/20/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","33","14","6","4"
"05/21/2016","31","Ozone","Sebastopol","06-097-0004","AQS","2","31","13","5","6"
"05/22/2016","26","Ozone","Sebastopol","06-097-0004","AQS","2","26","8","0","4"
"05/23/2016","26","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","26","10","0","5"
"05/24/2016","22","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","22","13","5","7"
"05/25/2016","25","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","25","17","13","4"
"05/26/2016","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","31","24","23","6"
"05/27/2016","46","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","46","31","36","6"
"05/28/2016","49","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","49","35","36","9"
"05/29/2016","40","PM10","Guerneville-Church and 1st","06-097-3002","AQS","2","35","40","37","4"
"05/30/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","38","21","19","4"
"05/31/2016","40","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","40","22","16","5"
"06/01/2016","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","37","23","21","4"
"06/02/2016","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","39","21","18","4"
"06/03/2016","48","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","48","20","20","6"
"06/04/2016","44","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","44","19","12","6"
"06/05/2016","34","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","1","34","9","0","2"
"06/06/2016","27","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","1","27","10","0","2"
"06/07/2016","27","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","27","7","0","3"
"06/08/2016","23","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","1","23","9","7","2"
"06/09/2016","29","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","1","29","15","8","3"
"06/10/2016","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","38","18","11","6"
"06/11/2016","43","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","2","43","30","17","7"
"06/12/2016","39","PM2.5","Sebastopol","06-097-0004","AQS","1","33","39","39","4"
"06/13/2016","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","1","33","19","10","4"
"06/14/2016","31","Ozone","Sebastopol","06-097-0004","AQS","1","31","12","10","8"
