"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2016","86","PM2.5","Merced-M Street","06-047-2510","AQS","22","29","86","15"
"01/02/2016","94","PM2.5","Merced-Coffee","06-047-0003","AQS","16",".","94","21"
"01/03/2016","119","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","119","16"
"01/04/2016","96","PM2.5","Merced-M Street","06-047-2510","AQS","19",".","96","16"
"01/05/2016","28","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","28","8"
"01/06/2016","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".","5","4"
"01/07/2016","32","Ozone","Merced-Coffee","06-047-0003","AQS","32","9","23","13"
"01/08/2016","44","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","44","12"
"01/09/2016","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","30","7"
"01/10/2016","56","PM2.5","Merced-M Street","06-047-2510","AQS","30",".","56","14"
"01/11/2016","47","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","47","12"
"01/12/2016","64","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","64","13"
"01/13/2016","41","PM2.5","Merced-Coffee","06-047-0003","AQS","34","12","41","5"
"01/14/2016","45","PM2.5","Merced-Coffee","06-047-0003","AQS","18",".","45","13"
"01/15/2016","38","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","38","24"
"01/16/2016","43","PM2.5","Merced-M Street","06-047-2510","AQS","32",".","43","23"
"01/17/2016","39","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","39","7"
"01/18/2016","27","Ozone","Merced-Coffee","06-047-0003","AQS","27",".","16","8"
"01/19/2016","31","Ozone","Merced-Coffee","06-047-0003","AQS","31","5","11","6"
"01/20/2016","38","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","38","11"
"01/21/2016","53","PM2.5","Merced-Coffee","06-047-0003","AQS","11",".","53","12"
"01/22/2016","26","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","26","9"
"01/23/2016","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","14","8"
"01/24/2016","44","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","44","22"
"01/25/2016","53","PM2.5","Merced-M Street","06-047-2510","AQS","23","17","53","18"
"01/26/2016","43","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","43","13"
"01/27/2016","52","PM2.5","Merced-Coffee","06-047-0003","AQS","16",".","52","21"
"01/28/2016","76","PM2.5","Merced-M Street","06-047-2510","AQS","19",".","76","8"
"01/29/2016","119","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","119","14"
"01/30/2016","48","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","48","9"
"01/31/2016","31","Ozone","Merced-Coffee","06-047-0003","AQS","31","6","17","11"
"02/01/2016","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","12","19"
"02/02/2016","26","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","26","14"
"02/03/2016","65","PM2.5","Merced-M Street","06-047-2510","AQS","25",".","65","15"
"02/04/2016","53","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","53","22"
"02/05/2016","62","PM2.5","Merced-Coffee","06-047-0003","AQS","24",".","62","25"
"02/06/2016","87","PM2.5","Merced-M Street","06-047-2510","AQS","22","32","87","14"
"02/07/2016","75","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","75","18"
"02/08/2016","76","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","76","21"
"02/09/2016","65","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","65","28"
"02/10/2016","66","PM2.5","Merced-Coffee","06-047-0003","AQS","28",".","66","21"
"02/11/2016","74","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","74","16"
"02/12/2016","85","PM2.5","Merced-M Street","06-047-2510","AQS","30","39","85","20"
"02/13/2016","63","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","63","15"
"02/14/2016","60","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","60","9"
"02/15/2016","95","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","95","13"
"02/16/2016","99","PM2.5","Merced-Coffee","06-047-0003","AQS","40",".","99","17"
"02/17/2016","55","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","55","8"
"02/18/2016","16","PM2.5","Merced-M Street","06-047-2510","AQS",".","7","16","."
"02/19/2016","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","15","."
"02/20/2016","42","PM2.5","Merced-Coffee","06-047-0003","AQS","25",".","42","."
"02/21/2016","56","PM2.5","Merced-M Street","06-047-2510","AQS","34",".","56","."
"02/22/2016","37","PM2.5","Merced-Coffee","06-047-0003","AQS","30",".","37","."
"02/23/2016","39","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","39","."
"02/24/2016","75","PM2.5","Merced-M Street","06-047-2510","AQS",".","32","75","."
"02/25/2016","69","PM2.5","Merced-Coffee","06-047-0003","AQS","37",".","69","23"
"02/26/2016","56","PM2.5","Merced-Coffee","06-047-0003","AQS","45",".","56","11"
"02/27/2016","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".","14","7"
"02/28/2016","31","PM2.5","Merced-Coffee","06-047-0003","AQS","30",".","31","17"
"02/29/2016","40","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","40","24"
"03/01/2016","56","PM2.5","Merced-Coffee","06-047-0003","AQS","44","23","56","13"
"03/02/2016","41","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","41","11"
"03/03/2016","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","22","9"
"03/04/2016","27","PM2.5","Merced-M Street","06-047-2510","AQS","25",".","27","10"
"03/05/2016","25","Ozone","Merced-Coffee","06-047-0003","AQS","25",".","22","4"
"03/06/2016","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","9","6"
"03/07/2016","33","Ozone","Merced-Coffee","06-047-0003","AQS","33","6","12","11"
"03/08/2016","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".",".","11"
"03/09/2016","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".",".","11"
"03/10/2016","53","PM2.5","Merced-M Street","06-047-2510","AQS","29",".","53","13"
"03/11/2016","30","Ozone","Merced-Coffee","06-047-0003","AQS","30",".","25","8"
"03/12/2016","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","4","3"
"03/13/2016","26","Ozone","Merced-Coffee","06-047-0003","AQS","26","6","16","2"
"03/14/2016","40","Ozone","Merced-Coffee","06-047-0003","AQS","40",".","9","5"
"03/15/2016","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","23","."
"03/16/2016","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","34","."
"03/17/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","39","."
"03/18/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","39","11"
"03/19/2016","38","Ozone","Merced-Coffee","06-047-0003","AQS","38","14","34","12"
"03/20/2016","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","12","7"
"03/21/2016","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","11","8"
"03/22/2016","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","18","13"
"03/23/2016","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".","14","15"
"03/24/2016","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","24","12"
"03/25/2016","37","Ozone","Merced-Coffee","06-047-0003","AQS","37","14","23","10"
"03/26/2016","40","Ozone","Merced-Coffee","06-047-0003","AQS","40",".","22","10"
"03/27/2016","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","15","13"
"03/28/2016","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".","18","11"
"03/29/2016","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","6","8"
"03/30/2016","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".","18","13"
"03/31/2016","43","Ozone","Merced-Coffee","06-047-0003","AQS","43","24","33","18"
"04/01/2016","44","Ozone","Merced-Coffee","06-047-0003","AQS","44",".",".","15"
"04/02/2016","46","Ozone","Merced-Coffee","06-047-0003","AQS","46",".",".","12"
"04/03/2016","44","Ozone","Merced-Coffee","06-047-0003","AQS","44",".","33","13"
"04/04/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".",".","6"
"04/05/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","33","27"
"04/06/2016","54","Ozone","Merced-Coffee","06-047-0003","AQS","54","28","52","19"
"04/07/2016","52","PM2.5","Merced-Coffee","06-047-0003","AQS","45",".","52","14"
"04/08/2016","52","PM2.5","Merced-Coffee","06-047-0003","AQS","40",".","52","8"
"04/09/2016","25","Ozone","Merced-Coffee","06-047-0003","AQS","25",".","18","3"
"04/10/2016","26","Ozone","Merced-Coffee","06-047-0003","AQS","26",".","20","4"
"04/11/2016","32","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","32","7"
"04/12/2016","37","PM2.5","Merced-Coffee","06-047-0003","AQS","35","14","37","7"
"04/13/2016","46","Ozone","Merced-Coffee","06-047-0003","AQS","46",".","36","11"
"04/14/2016","42","Ozone","Merced-Coffee","06-047-0003","AQS","42",".","31","7"
"04/15/2016","40","Ozone","Merced-Coffee","06-047-0003","AQS","40",".","14","6"
"04/16/2016","47","Ozone","Merced-Coffee","06-047-0003","AQS","47",".","33","11"
"04/17/2016","71","Ozone","Merced-Coffee","06-047-0003","AQS","71",".","46","21"
"04/18/2016","64","Ozone","Merced-Coffee","06-047-0003","AQS","64","23","42","19"
"04/19/2016","67","Ozone","Merced-Coffee","06-047-0003","AQS","67",".","38","19"
"04/20/2016","54","Ozone","Merced-Coffee","06-047-0003","AQS","54",".","29","13"
"04/21/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","22","12"
"04/22/2016","39","Ozone","Merced-Coffee","06-047-0003","AQS","39",".","15","11"
"04/23/2016","46","Ozone","Merced-Coffee","06-047-0003","AQS","46",".","23","8"
"04/24/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41","9","19","5"
"04/25/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","20","12"
"04/26/2016","43","Ozone","Merced-Coffee","06-047-0003","AQS","43",".","23","18"
"04/27/2016","43","Ozone","Merced-Coffee","06-047-0003","AQS","43",".","25","16"
"04/28/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","34","15"
"04/29/2016","45","Ozone","Merced-Coffee","06-047-0003","AQS","45",".","40","10"
"04/30/2016","39","Ozone","Merced-Coffee","06-047-0003","AQS","39","19","17","8"
"05/01/2016","46","Ozone","Merced-Coffee","06-047-0003","AQS","46",".","39","9"
"05/02/2016","51","Ozone","Merced-Coffee","06-047-0003","AQS","51",".","33","19"
"05/03/2016","64","Ozone","Merced-Coffee","06-047-0003","AQS","64",".","56","13"
"05/04/2016","48","Ozone","Merced-Coffee","06-047-0003","AQS","48",".","40","8"
"05/05/2016","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","34","5"
"05/06/2016","32","Ozone","Merced-Coffee","06-047-0003","AQS","32","8","28","8"
"05/07/2016","52","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","52","9"
"05/08/2016","42","Ozone","Merced-Coffee","06-047-0003","AQS","42",".","40","6"
"05/09/2016","44","Ozone","Merced-Coffee","06-047-0003","AQS","44",".","40","9"
"05/10/2016","74","Ozone","Merced-Coffee","06-047-0003","AQS","74",".","50","13"
"05/11/2016","61","Ozone","Merced-Coffee","06-047-0003","AQS","61",".","49","14"
"05/12/2016","84","Ozone","Merced-Coffee","06-047-0003","AQS","84","29","54","10"
"05/13/2016","61","Ozone","Merced-Coffee","06-047-0003","AQS","61",".","54","5"
"05/14/2016","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","21","3"
"05/15/2016","39","Ozone","Merced-Coffee","06-047-0003","AQS","39",".","23","6"
"05/16/2016","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".","25","8"
"05/17/2016","47","Ozone","Merced-Coffee","06-047-0003","AQS","47",".","26","11"
"05/18/2016","54","Ozone","Merced-Coffee","06-047-0003","AQS","54","27","29","23"
"05/19/2016","48","Ozone","Merced-Coffee","06-047-0003","AQS","48",".","46","8"
"05/20/2016","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","18","3"
"05/21/2016","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","19","11"
"05/22/2016","39","Ozone","Merced-Coffee","06-047-0003","AQS","39",".","21","5"
"05/23/2016","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","20","5"
"05/24/2016","30","Ozone","Merced-Coffee","06-047-0003","AQS","30","12","18","7"
"05/25/2016","39","Ozone","Merced-Coffee","06-047-0003","AQS","39",".","28","5"
"05/26/2016","46","Ozone","Merced-Coffee","06-047-0003","AQS","46",".","40","12"
"05/27/2016","58","Ozone","Merced-Coffee","06-047-0003","AQS","58",".","47","16"
"05/28/2016","61","Ozone","Merced-Coffee","06-047-0003","AQS","61",".","48","9"
"05/29/2016","74","Ozone","Merced-Coffee","06-047-0003","AQS","74",".","49","8"
"05/30/2016","71","Ozone","Merced-Coffee","06-047-0003","AQS","71","28","52","9"
"05/31/2016","84","Ozone","Merced-Coffee","06-047-0003","AQS","84",".","48","16"
"06/01/2016","47","Ozone","Merced-Coffee","06-047-0003","AQS","47",".","36","21"
"06/02/2016","90","Ozone","Merced-Coffee","06-047-0003","AQS","90",".","44","17"
"06/03/2016","87","Ozone","Merced-Coffee","06-047-0003","AQS","87",".","51","25"
"06/04/2016","105","Ozone","Merced-Coffee","06-047-0003","AQS","105",".","55","21"
"06/05/2016","93","Ozone","Merced-Coffee","06-047-0003","AQS","93",".","38","12"
"06/06/2016","101","Ozone","Merced-Coffee","06-047-0003","AQS","101","27","43","10"
"06/07/2016","50","Ozone","Merced-Coffee","06-047-0003","AQS","50",".","45","10"
"06/08/2016","48","Ozone","Merced-Coffee","06-047-0003","AQS","48",".","41","6"
"06/09/2016","61","Ozone","Merced-Coffee","06-047-0003","AQS","61",".","29","5"
"06/10/2016","45","Ozone","Merced-Coffee","06-047-0003","AQS","45",".","25","6"
"06/11/2016","49","Ozone","Merced-Coffee","06-047-0003","AQS","49","28","31","5"
