"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2016","66","PM2.5","Chico-East Avenue","06-007-0008","AQS","10","36","19","66","25"
"01/02/2016","61","PM2.5","Chico-East Avenue","06-007-0008","AQS","15","36","17","61","20"
"01/03/2016","73","PM2.5","Chico-East Avenue","06-007-0008","AQS","7","34","21","73","15"
"01/04/2016","88","PM2.5","Chico-East Avenue","06-007-0008","AQS","16","33","29","88","19"
"01/05/2016","35","Ozone","Paradise - Airport","06-007-0007","AQS","5","35","8","33","12"
"01/06/2016","37","Ozone","Paradise - Airport","06-007-0007","AQS","2","37","6","24","7"
"01/07/2016","35","Ozone","Paradise - Airport","06-007-0007","AQS","5","35","8","27","21"
"01/08/2016","43","PM2.5","Chico-East Avenue","06-007-0008","AQS","8","30","14","43","14"
"01/09/2016","38","PM2.5","Chico-East Avenue","06-007-0008","AQS","5","33","8","38","16"
"01/10/2016","62","PM2.5","Paradise - Theater","06-007-2002","AQS","5","30","7","62","21"
"01/11/2016","52","PM2.5","Paradise - Theater","06-007-2002","AQS","5","29","13","52","11"
"01/12/2016","53","PM2.5","Chico-East Avenue","06-007-0008","AQS","7","34","15","53","11"
"01/13/2016","37","PM2.5","Paradise - Theater","06-007-2002","AQS","3","33","7","37","23"
"01/14/2016","38","Ozone","Paradise - Airport","06-007-0007","AQS","6","38","11","31","17"
"01/15/2016","39","PM2.5","Chico-East Avenue","06-007-0008","AQS","5","30","11","39","16"
"01/16/2016","35","PM2.5","Chico-East Avenue","06-007-0008","AQS","6","34","7","35","12"
"01/17/2016","46","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","3","32","6","46","8"
"01/18/2016","33","Ozone","Paradise - Airport","06-007-0007","AQS","2","33","5","27","12"
"01/19/2016","34","Ozone","Paradise - Airport","06-007-0007","AQS","2","34","4","28","4"
"01/20/2016","44","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","26","18","44","13"
"01/21/2016","51","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","7","29","17","51","15"
"01/22/2016","37","Ozone","Paradise - Airport","06-007-0007","AQS","3","37","5","36","4"
"01/23/2016","38","Ozone","Paradise - Airport","06-007-0007","AQS","3","38","7","30","9"
"01/24/2016","43","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","33","12","43","17"
"01/25/2016","36","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","6","33","9","36","16"
"01/26/2016","55","PM2.5","Chico-East Avenue","06-007-0008","AQS","8","31","19","55","23"
"01/27/2016","60","PM2.5","Chico-East Avenue","06-007-0008","AQS","8","27","21","60","22"
"01/28/2016","58","PM2.5","Chico-East Avenue","06-007-0008","AQS","9","26","19","58","15"
"01/29/2016","58","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","3","37","11","58","16"
"01/30/2016","37","Ozone","Paradise - Airport","06-007-0007","AQS","3","37","6","21","18"
"01/31/2016","35","Ozone","Paradise - Airport","06-007-0007","AQS","3","35","4","10","4"
"02/01/2016","36","Ozone","Paradise - Airport","06-007-0007","AQS","5","36","6","14","24"
"02/02/2016","32","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","31","7","32","13"
"02/03/2016","55","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","7","33","14","55","16"
"02/04/2016","32","PM2.5","Chico-East Avenue","06-007-0008","AQS","6","32","11","32","17"
"02/05/2016","67","PM2.5","Chico-East Avenue","06-007-0008","AQS","11","31","24","67","19"
"02/06/2016","65","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","8","36","19","65","15"
"02/07/2016","40","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","7","38","11","40","17"
"02/08/2016","44","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","3","37","13","44","19"
"02/09/2016","61","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","34","17","61","23"
"02/10/2016","57","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","31","20","57","24"
"02/11/2016","56","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","6","33","23","56","24"
"02/12/2016","58","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","35","25","58","23"
"02/13/2016","53","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","34","12","53","16"
"02/14/2016","34","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","3","32","9","34","8"
"02/15/2016","30","Ozone","Paradise - Airport","06-007-0007","AQS","2","30","10","18","8"
"02/16/2016","53","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","33","26","53","19"
"02/17/2016","60","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","40","22","60","12"
"02/18/2016","38","Ozone","Paradise - Airport","06-007-0007","AQS","2","38","7","20","6"
