"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2016","43","Ozone","El Capitan","06-083-0008","AQS","8","43","1","16","35","31"
"01/02/2016","42","Ozone","VAFB South Base","06-083-4003","AQS","9","42","1","15","40","28"
"01/03/2016","45","Ozone","El Capitan","06-083-0008","AQS","7","45","1","25","27","10"
"01/04/2016","40","Ozone","VAFB South Base","06-083-4003","AQS","7","40","1","31","29","31"
"01/05/2016","40","Ozone","El Capitan","06-083-0008","AQS","5","40","1","23","24","22"
"01/06/2016","41","Ozone","Nojoqui","06-083-1018","AQS","5","41","1","30","24","24"
"01/07/2016","41","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","41","1","31","20","21"
"01/08/2016","37","Ozone","El Capitan","06-083-0008","AQS","7","37","1","25","28","25"
"01/09/2016","37","Ozone","El Capitan","06-083-0008","AQS","7","37","1","15","23","21"
"01/10/2016","35","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","35","1","13","32","19"
"01/11/2016","34","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","34","1","32","27","18"
"01/12/2016","41","Ozone","Lompoc HSP","06-083-1013","AQS","9","41","1","31","26","29"
"01/13/2016","37","Ozone","El Capitan","06-083-0008","AQS","7","37","1","28","25","27"
"01/14/2016","40","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","40","1","30","38","25"
"01/15/2016","40","Ozone","El Capitan","06-083-0008","AQS","6","40","1","13","21","20"
"01/16/2016","32","Ozone","El Capitan","06-083-0008","AQS","6","32","1","20","28","16"
"01/17/2016","30","PM2.5","Goleta","06-083-2011","AQS","5","30","1","29","30","18"
"01/18/2016","31","Ozone","VAFB South Base","06-083-4003","AQS","5","31","1","12","23","15"
"01/19/2016","31","Ozone","VAFB South Base","06-083-4003","AQS","5","31","3","18","16","10"
"01/20/2016","31","Ozone","VAFB South Base","06-083-4003","AQS","5","31","1","19","18","15"
"01/21/2016","35","Ozone","Paradise Road","06-083-1014","AQS","6","35","1","20","25","25"
"01/22/2016","38","Ozone","El Capitan","06-083-0008","AQS","7","38","1","28","37","19"
"01/23/2016","38","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","38","1","31","33","14"
"01/24/2016","36","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","36","1","29","21","16"
"01/25/2016","38","Ozone","El Capitan","06-083-0008","AQS","5","38","1","16","18","25"
"01/26/2016","40","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","40","1","14","22","27"
"01/27/2016","38","Ozone","Los Flores Canyon #1","06-083-1025","AQS","9","38","1","31","29","32"
"01/28/2016","41","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","41","3","32","31","29"
"01/29/2016","41","PM2.5","Santa Maria","06-083-1008","AQS","6","39","1","34","41","26"
"01/30/2016","40","Ozone","VAFB South Base","06-083-4003","AQS","3","40","3","19","23","16"
"01/31/2016","45","Ozone","VAFB South Base","06-083-4003","AQS","3","45","3","20","22","4"
"02/01/2016","36","Ozone","Santa Barbara","06-083-0011","AQS","3","36","3","31","29","20"
"02/02/2016","38","Ozone","El Capitan","06-083-0008","AQS","7","38","4","15","20","30"
"02/03/2016","41","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","41","4","11","16","28"
"02/04/2016","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","44","3","21","30","28"
"02/05/2016","52","PM10","VAFB South Base","06-083-4003","AQS","7","44","4","52","32","30"
"02/06/2016","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","44","3","32","21","25"
"02/07/2016","44","Ozone","El Capitan","06-083-0008","AQS","6","44","3","27","23","25"
"02/08/2016","44","Ozone","El Capitan","06-083-0008","AQS","8","44","3","19","17","39"
"02/09/2016","45","Ozone","Los Flores Canyon #1","06-083-1025","AQS","8","45","4","23","18","39"
"02/10/2016","45","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","45","3","26","25","34"
"02/11/2016","50","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","50","3","29","22","26"
"02/12/2016","49","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","49","3","44","38","33"
"02/13/2016","51","PM2.5","Santa Maria","06-083-1008","AQS","6","44","3","39","51","22"
"02/14/2016","42","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","42","3","34","24","17"
"02/15/2016","43","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","43","3","33","24","25"
"02/16/2016","67","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","67","3","21","16","30"
"02/17/2016","42","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","42","3","17","21","23"
"02/18/2016","43","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","43","3","25","25","17"
"02/19/2016","41","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","41","3","26","22","17"
"02/20/2016","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","44","1","29","28","19"
"02/21/2016","42","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","42","1","19","33","16"
"02/22/2016","47","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","47","1","30","26","23"
"02/23/2016","50","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","50","1","19","20","30"
"02/24/2016","51","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","51","1","29","20","30"
"02/25/2016","64","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","64","1","37","33","29"
"02/26/2016","48","PM2.5","Goleta","06-083-2011","AQS","5","46","1","28","48","22"
"02/27/2016","43","PM2.5","Santa Maria","06-083-1008","AQS","5","43","1","29","43","16"
"02/28/2016","49","PM2.5","Goleta","06-083-2011","AQS","5","43","1","32","49","13"
"02/29/2016","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","44","1","32","27","24"
"03/01/2016","60","PM2.5","Goleta","06-083-2011","AQS","5","45","1","34","60","18"
"03/02/2016","47","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","47","1","23","41","14"
"03/03/2016","38","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","38","1","18","25","15"
"03/04/2016","37","Ozone","El Capitan","06-083-0008","AQS","3","37","1","24","31","15"
"03/05/2016","39","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","39","1","23","20","12"
"03/06/2016","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","2","44","1","30","26","13"
"03/07/2016","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","44","1","31","18","11"
"03/08/2016","38","PM10","VAFB South Base","06-083-4003","AQS","3","38","1","38","30","16"
"03/09/2016","37","Ozone","Goleta","06-083-2011","AQS","5","37","1","19","24","21"
"03/10/2016","34","Ozone","VAFB South Base","06-083-4003","AQS","5","34","1","27","21","12"
"03/11/2016","42","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","42","1","21","23","22"
