"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/08/2016","47","PM2.5","Laney College","06-001-0012","AQS","10","35",".","47","39"
"11/09/2016","52","PM2.5","Laney College","06-001-0012","AQS","10","37",".","52","40"
"11/10/2016","58","PM2.5","Laney College","06-001-0012","AQS","11","43","7","58","35"
"11/11/2016","57","PM2.5","Oakland","06-001-0009","AQS","13","40","6","57","34"
"11/12/2016","37","PM2.5","Livermore","06-001-0007","AQS","8","33","0","37","30"
"11/13/2016","48","PM2.5","Laney College","06-001-0012","AQS","10","40","3","48","27"
"11/14/2016","60","PM2.5","Laney College","06-001-0012","AQS","10","44","3","60","35"
"11/15/2016","35","NO2","Berkeley Aquatic Park","06-001-0013","AQS","10","32","1","26","35"
"11/16/2016","37","Ozone","Patterson Pass","06-001-2005","AQS","7","37","0","22","32"
"11/17/2016","33","Ozone","Patterson Pass","06-001-2005","AQS","14","33","4","30","33"
"11/18/2016","56","PM2.5","Oakland West","06-001-0011","AQS","18","44","3","56","38"
"11/19/2016","43","Ozone","Patterson Pass","06-001-2005","AQS","6","43","0","28","21"
"11/20/2016","32","Ozone","Patterson Pass","06-001-2005","AQS","9","32","0","28","26"
"11/21/2016","42","PM2.5","Oakland West","06-001-0011","AQS","14","31","1","42","31"
"11/22/2016","39","PM2.5","Oakland West","06-001-0011","AQS","11","31","1","39","30"
"11/23/2016","36","Ozone","Patterson Pass","06-001-2005","AQS","8","36","1","32","30"
"11/24/2016","50","PM2.5","Oakland West","06-001-0011","AQS","11","32","3","50","25"
"11/25/2016","60","PM2.5","Livermore","06-001-0007","AQS","15","37","1","60","31"
"11/26/2016","38","Ozone","Patterson Pass","06-001-2005","AQS","7","38","0","25","19"
"11/27/2016","37","Ozone","Patterson Pass","06-001-2005","AQS","8","37","0","28","28"
"11/28/2016","31","Ozone","Patterson Pass","06-001-2005","AQS","8","31","0","25","28"
"11/29/2016","32","PM2.5","Oakland West","06-001-0011","AQS","11","32",".","32","31"
"11/30/2016","52","PM2.5","Oakland West","06-001-0011","AQS","17","30","1","52","37"
"12/01/2016","43","PM2.5","Livermore","06-001-0007","AQS","11","32","1","43","31"
"12/02/2016","35","NO2","Oakland West","06-001-0011","AQS","10","34","1","28","35"
"12/03/2016","71","PM2.5","Oakland West","06-001-0011","AQS","19","33","3","71","34"
"12/04/2016","66","PM2.5","Oakland West","06-001-0011","AQS","25","33","4","66","25"
"12/05/2016","48","PM2.5","Oakland West","06-001-0011","AQS","9","26","1","48","30"
"12/06/2016","34","PM2.5","Livermore","06-001-0007","AQS","9","34","1","34","33"
"12/07/2016","41","PM2.5","Oakland West","06-001-0011","AQS","10","22","1","41","35"
"12/08/2016","30","NO2","Laney College","06-001-0012","AQS","8","26","0","29","30"
"12/09/2016","30","Ozone","Patterson Pass","06-001-2005","AQS","8","30","0","28","30"
"12/10/2016","30","Ozone","Patterson Pass","06-001-2005","AQS","8","30","0","17","24"
"12/11/2016","36","PM2.5","Oakland West","06-001-0011","AQS","11","29","1","36","24"
"12/12/2016","35","PM2.5","Livermore","06-001-0007","AQS","8","26","0","35","30"
"12/13/2016","60","PM2.5","Oakland West","06-001-0011","AQS","11","27","1","60","34"
"12/14/2016","35","PM2.5","Oakland West","06-001-0011","AQS","9","24","0","35","27"
"12/15/2016","35","Ozone","Patterson Pass","06-001-2005","AQS","7","35","0","13","21"
"12/16/2016","35","Ozone","Patterson Pass","06-001-2005","AQS","6","35","0","23","29"
"12/17/2016","48","PM2.5","Oakland West","06-001-0011","AQS","16","34","1","48","32"
"12/18/2016","55","PM2.5","Oakland West","06-001-0011","AQS","22","35","3","55","36"
"12/19/2016","57","PM2.5","Oakland West","06-001-0011","AQS","19","32","3","57","40"
"12/20/2016","61","PM2.5","Oakland West","06-001-0011","AQS","18","32","14","61","43"
"12/21/2016","61","PM2.5","Oakland West","06-001-0011","AQS","14","32","3","61","42"
"12/22/2016","63","PM2.5","Oakland West","06-001-0011","AQS","16","35","10","63","39"
"12/23/2016","39","PM2.5","Oakland West","06-001-0011","AQS","13","35",".","39","31"
"12/24/2016","40","PM2.5","Livermore","06-001-0007","AQS","7","34",".","40","25"
"12/25/2016","44","PM2.5","Livermore","06-001-0007","AQS","8","29",".","44","23"
"12/26/2016","35","Ozone","Patterson Pass","06-001-2005","AQS","5","35",".","29","25"
"12/27/2016","49","PM2.5","Livermore","06-001-0007","AQS","11","37",".","49","37"
"12/28/2016","59","PM2.5","Oakland West","06-001-0011","AQS","23","39","7","59","41"
"12/29/2016","72","PM2.5","Oakland West","06-001-0011","AQS","14","31","37","72","37"
"12/30/2016","76","PM2.5","Oakland West","06-001-0011","AQS","19","32","6","76","40"
"12/31/2016","54","PM2.5","Oakland West","06-001-0011","AQS","13","32","1","54","31"
