"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2016","33","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","31","16","33","17"
"01/02/2016","27","Ozone","Davis-UCD Campus","06-113-0004","AQS","27",".","17","4"
"01/03/2016","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","35","6"
"01/04/2016","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","56","15"
"01/05/2016","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","45","8"
"01/06/2016","31","Ozone","Woodland-Gibson Road","06-113-1003","AQS","31","4","30","7"
"01/07/2016","28","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","28",".","28","10"
"01/08/2016","23","Ozone","Woodland-Gibson Road","06-113-1003","AQS","23","6","21","9"
"01/09/2016","51","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29","14","51","8"
"01/10/2016","27","Ozone","Woodland-Gibson Road","06-113-1003","AQS","27",".","18","19"
"01/11/2016","29","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","29","13"
"01/12/2016","57","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23",".","57","11"
"01/13/2016","57","PM2.5","Davis-UCD Campus","06-113-0004","AQS","32","12","57","8"
"01/14/2016","30","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","30","14"
"01/15/2016","32","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","32","6"
"01/16/2016","51","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29",".","51","10"
"01/17/2016","57","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","57","5"
"01/18/2016","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","40","12"
"01/19/2016","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30","6","45","."
"01/20/2016","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","38","."
"01/21/2016","55","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","55","."
"01/22/2016","55","PM2.5","Davis-UCD Campus","06-113-0004","AQS","34","7","55","."
"01/23/2016","35","Ozone","Woodland-Gibson Road","06-113-1003","AQS","35",".","28","."
"01/24/2016","27","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","27","."
"01/25/2016","32","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31","7","32","."
"01/26/2016","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","35","."
"01/27/2016","24","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","24","."
"01/28/2016","69","PM2.5","Davis-UCD Campus","06-113-0004","AQS","16","18","69","."
"01/29/2016","78","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29",".","78","."
"01/30/2016","32","Ozone","Woodland-Gibson Road","06-113-1003","AQS","32",".","7","."
"01/31/2016","34","Ozone","Woodland-Gibson Road","06-113-1003","AQS","34","3","8","."
"02/01/2016","33","Ozone","Woodland-Gibson Road","06-113-1003","AQS","33",".","13","22"
"02/02/2016","32","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23",".","32","8"
"02/03/2016","33","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","33","11"
"02/04/2016","30","Ozone","Woodland-Gibson Road","06-113-1003","AQS","30",".","18","8"
"02/05/2016","26","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","26","12"
"02/06/2016","29","Ozone","Davis-UCD Campus","06-113-0004","AQS","29","13","27","6"
"02/07/2016","47","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","47","24"
"02/08/2016","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","40","22"
"02/09/2016","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","45","23"
"02/10/2016","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","38","9"
"02/11/2016","62","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","62","30"
"02/12/2016","55","PM2.5","Davis-UCD Campus","06-113-0004","AQS","33","25","55","17"
"02/13/2016","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32",".","29","9"
"02/14/2016","28","Ozone","Woodland-Gibson Road","06-113-1003","AQS","28",".","8","3"
"02/15/2016","23","Ozone","Woodland-Gibson Road","06-113-1003","AQS","23",".","16","15"
"02/16/2016","60","PM2.5","Davis-UCD Campus","06-113-0004","AQS","34",".","60","24"
"02/17/2016","57","PM2.5","Davis-UCD Campus","06-113-0004","AQS","36",".","57","9"
"02/18/2016","37","Ozone","Davis-UCD Campus","06-113-0004","AQS","37","8","19","9"
"02/19/2016","34","Ozone","Woodland-Gibson Road","06-113-1003","AQS","34",".","17","9"
"02/20/2016","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","13","8"
"02/21/2016","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32",".","12","11"
"02/22/2016","34","Ozone","Davis-UCD Campus","06-113-0004","AQS","34",".","13","7"
"02/23/2016","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","11","16"
"02/24/2016","50","PM2.5","Davis-UCD Campus","06-113-0004","AQS","40","19","50","10"
"02/25/2016","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","38",".","38","23"
"02/26/2016","35","Ozone","Woodland-Gibson Road","06-113-1003","AQS","35",".","32","12"
"02/27/2016","29","Ozone","Woodland-Gibson Road","06-113-1003","AQS","29",".","9","9"
"02/28/2016","27","Ozone","Davis-UCD Campus","06-113-0004","AQS","27",".","17","10"
"02/29/2016","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","17","15"
"03/01/2016","31","Ozone","Woodland-Gibson Road","06-113-1003","AQS","31","14","30","13"
"03/02/2016","30","Ozone","Woodland-Gibson Road","06-113-1003","AQS","30",".","19","8"
"03/03/2016","23","Ozone","Woodland-Gibson Road","06-113-1003","AQS","23",".","16","7"
"03/04/2016","23","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23",".","23","5"
"03/05/2016","38","Ozone","Davis-UCD Campus","06-113-0004","AQS","38",".","32","2"
"03/06/2016","38","Ozone","Davis-UCD Campus","06-113-0004","AQS","38",".","13","1"
"03/07/2016","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35","3","6","11"
"03/08/2016","30","Ozone","Davis-UCD Campus","06-113-0004","AQS","30",".","13","13"
"03/09/2016","27","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27","15","27","."
"03/10/2016","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","56","."
"03/11/2016","34","Ozone","Davis-UCD Campus","06-113-0004","AQS","34",".","20","."
"03/12/2016","32","Ozone","Woodland-Gibson Road","06-113-1003","AQS","32",".","14","."
