"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/01/2016","56","PM2.5","Portola","06-063-1010","AQS","56"
"01/02/2016","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"01/03/2016","81","PM2.5","Quincy-N Church Street","06-063-1006","AQS","81"
"01/04/2016","122","PM2.5","Portola","06-063-1010","AQS","122"
"01/05/2016","69","PM2.5","Quincy-N Church Street","06-063-1006","AQS","69"
"01/06/2016","70","PM2.5","Quincy-N Church Street","06-063-1006","AQS","70"
"01/07/2016","72","PM2.5","Portola","06-063-1010","AQS","72"
"01/08/2016","44","PM2.5","Quincy-N Church Street","06-063-1006","AQS","44"
"01/09/2016","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"01/10/2016","83","PM2.5","Portola","06-063-1010","AQS","83"
"01/11/2016","63","PM2.5","Quincy-N Church Street","06-063-1006","AQS","63"
"01/12/2016","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"01/13/2016","56","PM2.5","Portola","06-063-1010","AQS","56"
"01/14/2016","42","PM2.5","Quincy-N Church Street","06-063-1006","AQS","42"
"01/15/2016","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"01/16/2016","130","PM2.5","Portola","06-063-1010","AQS","130"
"01/18/2016","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"01/19/2016","92","PM2.5","Portola","06-063-1010","AQS","92"
"01/20/2016","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"01/21/2016","49","PM2.5","Quincy-N Church Street","06-063-1006","AQS","49"
"01/22/2016","59","PM2.5","Portola","06-063-1010","AQS","59"
"01/23/2016","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"01/24/2016","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"01/25/2016","58","PM2.5","Portola","06-063-1010","AQS","58"
"01/26/2016","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"01/27/2016","57","PM2.5","Quincy-N Church Street","06-063-1006","AQS","57"
"01/28/2016","117","PM2.5","Portola","06-063-1010","AQS","117"
"01/29/2016","64","PM2.5","Portola","06-063-1010","AQS","64"
"01/30/2016","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"01/31/2016","30","PM2.5","Portola","06-063-1010","AQS","30"
"02/01/2016","60","PM2.5","Quincy-N Church Street","06-063-1006","AQS","60"
"02/02/2016","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"02/03/2016","73","PM2.5","Portola","06-063-1010","AQS","73"
"02/04/2016","60","PM2.5","Quincy-N Church Street","06-063-1006","AQS","60"
"02/05/2016","70","PM2.5","Quincy-N Church Street","06-063-1006","AQS","70"
"02/06/2016","126","PM2.5","Portola","06-063-1010","AQS","126"
"02/07/2016","66","PM2.5","Quincy-N Church Street","06-063-1006","AQS","66"
"02/08/2016","76","PM2.5","Quincy-N Church Street","06-063-1006","AQS","76"
"02/09/2016","87","PM2.5","Portola","06-063-1010","AQS","87"
"02/10/2016","64","PM2.5","Quincy-N Church Street","06-063-1006","AQS","64"
"02/11/2016","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
"02/12/2016","101","PM2.5","Portola","06-063-1010","AQS","101"
"02/13/2016","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"02/14/2016","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"02/15/2016","69","PM2.5","Portola","06-063-1010","AQS","69"
"02/16/2016","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"02/17/2016","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"02/18/2016","32","PM2.5","Portola","06-063-1010","AQS","32"
"02/19/2016","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"02/20/2016","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"02/21/2016","97","PM2.5","Portola","06-063-1010","AQS","97"
"02/22/2016","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"02/23/2016","51","PM2.5","Quincy-N Church Street","06-063-1006","AQS","51"
"02/24/2016","89","PM2.5","Portola","06-063-1010","AQS","89"
