"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2016","33","NO2","Vallejo","06-095-0004","AQS","9","31","1","7",".","33"
"01/02/2016","29","Ozone","Vacaville-Ulatis Drive","06-095-3003","AQS","6","29","0",".",".","7"
"01/03/2016","27","Ozone","Vacaville-Ulatis Drive","06-095-3003","AQS","5","27","0",".",".","8"
"01/04/2016","18","Ozone","Vallejo","06-095-0004","AQS","6","18","1",".",".","16"
"01/05/2016","29","NO2","Vallejo","06-095-0004","AQS","7","28","0",".",".","29"
"01/06/2016","30","Ozone","Vallejo","06-095-0004","AQS","7","30","3",".",".","18"
"01/07/2016","30","NO2","Vallejo","06-095-0004","AQS","10","26","1","9",".","30"
"01/08/2016","25","Ozone","Vallejo","06-095-0004","AQS","13","25","1",".",".","22"
"01/09/2016","22","Ozone","Vacaville-Ulatis Drive","06-095-3003","AQS","6","22","0",".",".","16"
"01/10/2016","28","Ozone","Vallejo","06-095-0004","AQS","6","28","0",".",".","11"
"01/11/2016","21","Ozone","Vallejo","06-095-0004","AQS","6","21","0",".",".","8"
"01/12/2016","68","PM2.5","Vallejo","06-095-0004","AQS","7","19","0",".","68","23"
"01/13/2016","52","PM2.5","Vallejo","06-095-0004","AQS","10","33","1","10","52","32"
"01/14/2016","47","PM2.5","Vallejo","06-095-0004","AQS","13","31","1",".","47","28"
"01/15/2016","34","PM2.5","Vallejo","06-095-0004","AQS","10","23","1",".","34","28"
"01/16/2016","45","PM2.5","Vallejo","06-095-0004","AQS","8","17","0",".","45","20"
"01/17/2016","54","PM2.5","Vallejo","06-095-0004","AQS","7","21","3",".","54","14"
"01/18/2016","45","PM2.5","Vallejo","06-095-0004","AQS","9","29","1",".","45","26"
"01/19/2016","47","PM2.5","Vallejo","06-095-0004","AQS","11","27","0","8","47","23"
"01/20/2016","41","PM2.5","Vallejo","06-095-0004","AQS","7","19","1",".","41","20"
"01/21/2016","50","PM2.5","Vallejo","06-095-0004","AQS","7","19","1",".","50","17"
"01/22/2016","35","Ozone","Vallejo","06-095-0004","AQS","7","35","1",".","31","23"
"01/23/2016","35","Ozone","Vallejo","06-095-0004","AQS","6","35","0",".","33","4"
"01/24/2016","31","Ozone","Vallejo","06-095-0004","AQS","6","31","0",".","24","15"
"01/25/2016","39","PM2.5","Vallejo","06-095-0004","AQS","13","24","1","5","39","26"
"01/26/2016","56","PM2.5","Vallejo","06-095-0004","AQS","15","20","1",".","56","25"
"01/27/2016","46","PM2.5","Vallejo","06-095-0004","AQS","10","24","1",".","46","27"
"01/28/2016","67","PM2.5","Vallejo","06-095-0004","AQS","14","13","1",".","67","25"
"01/29/2016","55","PM2.5","Vallejo","06-095-0004","AQS","10","32","1",".","55","20"
"01/30/2016","33","Ozone","Vallejo","06-095-0004","AQS","6","33","0",".","25","9"
"01/31/2016","36","Ozone","Vacaville-Ulatis Drive","06-095-3003","AQS","6","36","0","3","23","9"
"02/01/2016","34","Ozone","Vacaville-Ulatis Drive","06-095-3003","AQS","6","34","0",".","22","16"
"02/02/2016","39","PM2.5","Vallejo","06-095-0004","AQS","7","20","0",".","39","27"
"02/03/2016","43","PM2.5","Vallejo","06-095-0004","AQS","7","26","1",".","43","19"
"02/04/2016","49","PM2.5","Vallejo","06-095-0004","AQS","8","27","0",".","49","25"
"02/05/2016","60","PM2.5","Vallejo","06-095-0004","AQS","14","29","1",".","60","32"
"02/06/2016","64","PM2.5","Vallejo","06-095-0004","AQS","16","29","1","8","64","27"
"02/07/2016","62","PM2.5","Vallejo","06-095-0004","AQS","20","28","1",".","62","31"
"02/08/2016","51","PM2.5","Vallejo","06-095-0004","AQS","9","30","0",".","51","30"
"02/09/2016","64","PM2.5","Vallejo","06-095-0004","AQS","8","31","1",".","64","31"
"02/10/2016","62","PM2.5","Vallejo","06-095-0004","AQS","11","23","3",".","62","29"
"02/11/2016","70","PM2.5","Vallejo","06-095-0004","AQS","10","29","3",".","70","36"
"02/12/2016","53","PM2.5","Vallejo","06-095-0004","AQS","10","30","1","13","53","25"
"02/13/2016","36","PM2.5","Vallejo","06-095-0004","AQS","6","30","1",".","36","19"
"02/14/2016","36","PM2.5","Vallejo","06-095-0004","AQS","8","27","1",".","36","23"
"02/15/2016","35","PM2.5","Vallejo","06-095-0004","AQS","11","24","3",".","35","33"
"02/16/2016","55","PM2.5","Vallejo","06-095-0004","AQS","15","35","1",".","55","18"
