"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2016","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","40","40"
"01/02/2016","60","PM2.5","Truckee-Fire Station","06-057-1001","AQS","41","60"
"01/03/2016","60","PM2.5","Truckee-Fire Station","06-057-1001","AQS","40","60"
"01/04/2016","53","PM2.5","Truckee-Fire Station","06-057-1001","AQS","38","53"
"01/05/2016","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"01/06/2016","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/07/2016","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","4"
"01/08/2016","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"01/09/2016","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"01/10/2016","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","27"
"01/11/2016","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"01/12/2016","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/13/2016","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","9"
"01/14/2016","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/15/2016","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/16/2016","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","13"
"01/17/2016","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/18/2016","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/19/2016","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","14"
"01/20/2016","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/21/2016","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/22/2016","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","19"
"01/23/2016","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/24/2016","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
