"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2016","51","PM2.5","Pechanga","06-065-0009","AQS","5","42","0","20","51","30"
"01/02/2016","79","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","11","41","0","52","79","36"
"01/03/2016","93","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","16","43","0","53","93","35"
"01/04/2016","56","PM2.5","Pechanga","06-065-0009","AQS","7","39","0","26","56","32"
"01/05/2016","52","PM2.5","Banning Airport","06-065-0012","AQS","6","38","0","19","52","25"
"01/06/2016","40","Ozone","Morongo Air Monitoring Station","06-065-1016","AQS","9","40",".","11","32","25"
"01/07/2016","41","Ozone","Joshua Tree NP - Pinto Wells","06-065-1004","AQS","8","41","0","10","32","33"
"01/08/2016","60","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","10","40","1","30","60","31"
"01/09/2016","67","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","10","42","0","33","67","25"
"01/10/2016","59","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","5","39","0","26","59","18"
"01/11/2016","45","PM2.5","Pechanga","06-065-0009","AQS","5","41","0","18","45","31"
"01/12/2016","62","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","11","40","0","51","62","40"
"01/13/2016","78","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","11","38","1","52","78","45"
"01/14/2016","79","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","11","39","1","50","79","33"
"01/15/2016","84","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","7","42","0","65","84","31"
"01/16/2016","91","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","8","40","0","50","91","30"
"01/17/2016","130","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","11","40","0","61","130","37"
"01/18/2016","109","PM2.5","Rubidoux","06-065-8001","AQS","13","40","0","51","109","26"
"01/19/2016","79","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","8","39","0","36","79","29"
"01/20/2016","80","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","8","36","0","37","80","31"
"01/21/2016","60","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","8","42","0","36","60","41"
"01/22/2016","59","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","13","41","1","52","59","38"
"01/23/2016","76","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","15","39","0","44","76","36"
"01/24/2016","57","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","7","42","0","26","57","22"
"01/25/2016","43","PM2.5","Pechanga","06-065-0009","AQS","6","41","0","29","43","30"
"01/26/2016","45","Ozone","Temecula","06-065-0016","AQS","3","45","0","36","31","39"
"01/27/2016","46","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","10","42","1","44","46","42"
"01/28/2016","65","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","11","42","1","53","65","44"
"01/29/2016","84","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","13","44","1","58","84","40"
"01/30/2016","70","PM2.5","Rubidoux","06-065-8001","AQS","14","45","1","54","70","32"
"01/31/2016","82","PM10","Indio","06-065-2002","AQS","3","41","0","82","28","16"
"02/01/2016","51","PM10","Indio","06-065-2002","AQS","5","40","0","51","38","31"
"02/02/2016","40","PM2.5","Mira Loma (Van Buren)","06-065-8005","AQS","8","40","0","27","40","32"
"02/03/2016","43","Ozone","Temecula","06-065-0016","AQS","8","43","1","24","39","33"
