"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2016","116","PM2.5","Hanford-Irwin","06-031-1004","AQS","21","38","116","24"
"01/02/2016","120","PM2.5","Hanford-Irwin","06-031-1004","AQS","19","41","120","19"
"01/03/2016","118","PM2.5","Hanford-Irwin","06-031-1004","AQS","21","38","118","29"
"01/04/2016","104","PM2.5","Hanford-Irwin","06-031-1004","AQS","8","51","104","18"
"01/05/2016","52","PM2.5","Hanford-Irwin","06-031-1004","AQS","28","23","52","14"
"01/06/2016","32","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","32","6","19","8"
"01/07/2016","32","Ozone","Hanford-Irwin","06-031-1004","AQS","32","8","27","12"
"01/08/2016","55","PM2.5","Hanford-Irwin","06-031-1004","AQS","22","14","55","12"
"01/09/2016","52","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","15","52","12"
"01/10/2016","53","PM2.5","Hanford-Irwin","06-031-1004","AQS","32","18","53","25"
"01/11/2016","67","PM2.5","Hanford-Irwin","06-031-1004","AQS","21","23","67","24"
"01/12/2016","73","PM2.5","Hanford-Irwin","06-031-1004","AQS","17","18","73","16"
"01/13/2016","66","PM2.5","Corcoran-Patterson","06-031-0004","AQS","26","28","66","25"
"01/14/2016","55","PM2.5","Hanford-Irwin","06-031-1004","AQS","23","18","55","12"
"01/15/2016","60","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","27","60","27"
"01/16/2016","65","PM2.5","Hanford-Irwin","06-031-1004","AQS","30","23","65","20"
"01/17/2016","67","PM2.5","Hanford-Irwin","06-031-1004","AQS","23","21","67","16"
"01/18/2016","51","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","14","51","20"
"01/19/2016","28","PM2.5","Corcoran-Patterson","06-031-0004","AQS","21","15","28","14"
"01/20/2016","45","PM2.5","Hanford-Irwin","06-031-1004","AQS","18","18","45","18"
"01/21/2016","53","PM2.5","Hanford-Irwin","06-031-1004","AQS","14","23","53","12"
"01/22/2016","56","PM2.5","Corcoran-Patterson","06-031-0004","AQS","19","27","56","14"
"01/23/2016","34","Ozone","Hanford-Irwin","06-031-1004","AQS","34","15","23","10"
"01/24/2016","31","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","31","16","28","17"
"01/25/2016","56","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","22","56","25"
"01/26/2016","62","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","36","62","26"
"01/27/2016","84","PM2.5","Hanford-Irwin","06-031-1004","AQS","22","45","84","23"
"01/28/2016","105","PM2.5","Hanford-Irwin","06-031-1004","AQS","19","52","105","20"
"01/29/2016","113","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","57","113","26"
"01/30/2016","68","PM2.5","Hanford-Irwin","06-031-1004","AQS","27","38","68","19"
"01/31/2016","31","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","31","8","14","."
"02/01/2016","31","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","31","24","28","."
"02/02/2016","50","PM2.5","Hanford-Irwin","06-031-1004","AQS","25","22","50","."
"02/03/2016","69","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","28","69","."
"02/04/2016","82","PM2.5","Hanford-Irwin","06-031-1004","AQS","32","35","82","."
"02/05/2016","91","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","31","91","27"
"02/06/2016","95","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","37","95","24"
