"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2016","33","Ozone","Yreka","06-093-2001","AQS","33","13"
"01/02/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"01/03/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"01/04/2016","25","Ozone","Yreka","06-093-2001","AQS","25","6"
"01/05/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"01/06/2016","29","Ozone","Yreka","06-093-2001","AQS","29","."
"01/07/2016","33","PM2.5","Yreka","06-093-2001","AQS","23","33"
"01/08/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"01/09/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"01/10/2016","25","Ozone","Yreka","06-093-2001","AQS","25","1"
"01/11/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"01/12/2016","32","Ozone","Yreka","06-093-2001","AQS","32","."
"01/13/2016","27","Ozone","Yreka","06-093-2001","AQS","27","15"
"01/14/2016","14","Ozone","Yreka","06-093-2001","AQS","14","."
"01/15/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"01/16/2016","26","Ozone","Yreka","06-093-2001","AQS","26","0"
"01/17/2016","12","Ozone","Yreka","06-093-2001","AQS","12","."
"01/18/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"01/19/2016","33","Ozone","Yreka","06-093-2001","AQS","33","18"
"01/20/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
"01/21/2016","30","Ozone","Yreka","06-093-2001","AQS","30","."
"01/22/2016","27","Ozone","Yreka","06-093-2001","AQS","27","0"
"01/23/2016","34","Ozone","Yreka","06-093-2001","AQS","34","."
"01/24/2016","24","Ozone","Yreka","06-093-2001","AQS","24","."
"01/25/2016","25","PM2.5","Yreka","06-093-2001","AQS","21","25"
"01/26/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
"01/27/2016","15","Ozone","Yreka","06-093-2001","AQS","15","."
"01/28/2016","13","Ozone","Yreka","06-093-2001","AQS","13","2"
"01/29/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"01/30/2016","34","Ozone","Yreka","06-093-2001","AQS","34","."
"01/31/2016","34","Ozone","Yreka","06-093-2001","AQS","34","17"
"02/01/2016","33","Ozone","Yreka","06-093-2001","AQS","33","."
"02/02/2016","30","Ozone","Yreka","06-093-2001","AQS","30","."
"02/03/2016","19","Ozone","Yreka","06-093-2001","AQS","19","2"
"02/04/2016","24","Ozone","Yreka","06-093-2001","AQS","24","."
"02/05/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
"02/06/2016","34","PM2.5","Yreka","06-093-2001","AQS","22","34"
"02/07/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"02/08/2016","23","Ozone","Yreka","06-093-2001","AQS","23","."
"02/09/2016","22","Ozone","Yreka","06-093-2001","AQS","22","4"
"02/10/2016","12","Ozone","Yreka","06-093-2001","AQS","12","."
"02/11/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"02/12/2016","30","Ozone","Yreka","06-093-2001","AQS","30","5"
"02/13/2016","29","Ozone","Yreka","06-093-2001","AQS","29","."
"02/14/2016","24","Ozone","Yreka","06-093-2001","AQS","24","."
"02/15/2016","38","PM2.5","Yreka","06-093-2001","AQS","11","38"
"02/16/2016","7","Ozone","Yreka","06-093-2001","AQS","7","."
"02/17/2016","34","Ozone","Yreka","06-093-2001","AQS","34","."
"02/18/2016","37","Ozone","Yreka","06-093-2001","AQS","37","12"
"02/19/2016","37","Ozone","Yreka","06-093-2001","AQS","37","."
"02/20/2016","32","Ozone","Yreka","06-093-2001","AQS","32","."
"02/21/2016","25","Ozone","Yreka","06-093-2001","AQS","25","3"
"02/22/2016","32","Ozone","Yreka","06-093-2001","AQS","32","."
"02/23/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"02/24/2016","32","Ozone","Yreka","06-093-2001","AQS","32","27"
"02/25/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"02/26/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"02/27/2016","31","Ozone","Yreka","06-093-2001","AQS","31","1"
"02/28/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"02/29/2016","28","Ozone","Yreka","06-093-2001","AQS","28","."
"03/01/2016","28","Ozone","Yreka","06-093-2001","AQS","28","11"
"03/02/2016","27","Ozone","Yreka","06-093-2001","AQS","27","."
"03/03/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"03/04/2016","30","Ozone","Yreka","06-093-2001","AQS","30","3"
"03/05/2016","29","Ozone","Yreka","06-093-2001","AQS","29","."
"03/06/2016","36","Ozone","Yreka","06-093-2001","AQS","36","."
"03/07/2016","34","Ozone","Yreka","06-093-2001","AQS","34","15"
"03/08/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"03/09/2016","31","Ozone","Yreka","06-093-2001","AQS","31","."
"03/10/2016","33","Ozone","Yreka","06-093-2001","AQS","33","0"
"03/11/2016","34","Ozone","Yreka","06-093-2001","AQS","34","."
"03/12/2016","33","Ozone","Yreka","06-093-2001","AQS","33","."
"03/13/2016","31","Ozone","Yreka","06-093-2001","AQS","31","4"
"03/14/2016","37","Ozone","Yreka","06-093-2001","AQS","37","."
"03/16/2016","4","PM2.5","Lava Beds National Monument","06-093-0005","AQS",".","4"
"03/19/2016","16","PM2.5","Yreka","06-093-2001","AQS",".","16"
"03/21/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"03/22/2016","16","Ozone","Yreka","06-093-2001","AQS","16","0"
"03/23/2016","15","Ozone","Yreka","06-093-2001","AQS","15","."
"03/24/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"03/25/2016","20","PM2.5","Yreka","06-093-2001","AQS","19","20"
"03/26/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"03/27/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
"03/28/2016","23","Ozone","Yreka","06-093-2001","AQS","23","3"
"03/29/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"03/30/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"03/31/2016","24","PM2.5","Yreka","06-093-2001","AQS","19","24"
"04/01/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"04/02/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"04/03/2016","20","Ozone","Yreka","06-093-2001","AQS","20","13"
"04/04/2016","24","Ozone","Yreka","06-093-2001","AQS","24","."
"04/05/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"04/06/2016","18","Ozone","Yreka","06-093-2001","AQS","18","17"
"04/07/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"04/08/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"04/09/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"04/10/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"04/11/2016","16","Ozone","Yreka","06-093-2001","AQS","16","."
"04/12/2016","22","Ozone","Yreka","06-093-2001","AQS","22","10"
"04/13/2016","30","Ozone","Yreka","06-093-2001","AQS","30","."
"04/14/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
"04/15/2016","22","Ozone","Yreka","06-093-2001","AQS","22","3"
"04/16/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"04/17/2016","24","Ozone","Yreka","06-093-2001","AQS","24","."
"04/18/2016","24","Ozone","Yreka","06-093-2001","AQS","24","18"
"04/19/2016","26","Ozone","Yreka","06-093-2001","AQS","26","."
"04/20/2016","30","Ozone","Yreka","06-093-2001","AQS","30","."
"04/21/2016","25","Ozone","Yreka","06-093-2001","AQS","25","12"
"04/22/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"04/23/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"04/24/2016","23","Ozone","Yreka","06-093-2001","AQS","23","5"
"04/25/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"04/26/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"04/27/2016","23","Ozone","Yreka","06-093-2001","AQS","23","10"
"04/28/2016","26","Ozone","Yreka","06-093-2001","AQS","26","."
"04/29/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"04/30/2016","23","Ozone","Yreka","06-093-2001","AQS","23","7"
"05/01/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"05/02/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"05/03/2016","19","Ozone","Yreka","06-093-2001","AQS","19","15"
"05/04/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"05/05/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"05/06/2016","18","Ozone","Yreka","06-093-2001","AQS","18","12"
"05/07/2016","23","Ozone","Yreka","06-093-2001","AQS","23","."
"05/08/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"05/09/2016","29","Ozone","Yreka","06-093-2001","AQS","29","8"
"05/10/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"05/11/2016","26","Ozone","Yreka","06-093-2001","AQS","26","."
"05/12/2016","31","Ozone","Yreka","06-093-2001","AQS","31","18"
"05/13/2016","30","Ozone","Yreka","06-093-2001","AQS","30","."
"05/14/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"05/15/2016","18","Ozone","Yreka","06-093-2001","AQS","18","3"
"05/16/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"05/17/2016","24","Ozone","Yreka","06-093-2001","AQS","24","."
"05/18/2016","21","Ozone","Yreka","06-093-2001","AQS","21","15"
"05/19/2016","23","Ozone","Yreka","06-093-2001","AQS","23","."
"05/20/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"05/21/2016","16","Ozone","Yreka","06-093-2001","AQS","16","2"
"05/22/2016","15","Ozone","Yreka","06-093-2001","AQS","15","."
"05/23/2016","13","Ozone","Yreka","06-093-2001","AQS","13","."
"05/24/2016","14","Ozone","Yreka","06-093-2001","AQS","14","4"
"05/25/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"05/26/2016","28","Ozone","Yreka","06-093-2001","AQS","28","."
"05/27/2016","31","Ozone","Yreka","06-093-2001","AQS","31","20"
"05/28/2016","21","Ozone","Yreka","06-093-2001","AQS","21","."
"05/29/2016","25","Ozone","Yreka","06-093-2001","AQS","25","."
"05/30/2016","23","Ozone","Yreka","06-093-2001","AQS","23","21"
"05/31/2016","23","Ozone","Yreka","06-093-2001","AQS","23","."
"06/01/2016","23","Ozone","Yreka","06-093-2001","AQS","23","."
"06/02/2016","23","Ozone","Yreka","06-093-2001","AQS","23","9"
"06/03/2016","18","Ozone","Yreka","06-093-2001","AQS","18","."
"06/04/2016","19","Ozone","Yreka","06-093-2001","AQS","19","."
"06/05/2016","22","PM2.5","Yreka","06-093-2001","AQS","22","22"
"06/06/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"06/07/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
"06/08/2016","28","Ozone","Yreka","06-093-2001","AQS","28","18"
"06/09/2016","20","Ozone","Yreka","06-093-2001","AQS","20","."
"06/10/2016","22","Ozone","Yreka","06-093-2001","AQS","22","."
