"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"04/25/2016","40","PM2.5","Redwood City","06-081-1001","AQS","3","39","40","15"
"04/26/2016","44","PM2.5","Redwood City","06-081-1001","AQS","6","38","44","16"
"04/27/2016","42","PM2.5","Redwood City","06-081-1001","AQS","5","41","42","19"
"04/28/2016","46","PM2.5","Redwood City","06-081-1001","AQS","6","35","46","18"
"04/29/2016","42","PM2.5","Redwood City","06-081-1001","AQS","5","37","42","19"
"04/30/2016","39","Ozone","Redwood City","06-081-1001","AQS","5","39","33","19"
"05/01/2016","42","PM2.5","Redwood City","06-081-1001","AQS","5","42","42","13"
"05/02/2016","53","PM2.5","Redwood City","06-081-1001","AQS","5","35","53","15"
"05/03/2016","48","PM2.5","Redwood City","06-081-1001","AQS","5","30","48","13"
"05/04/2016","39","PM2.5","Redwood City","06-081-1001","AQS","5","34","39","12"
"05/05/2016","32","PM2.5","Redwood City","06-081-1001","AQS","5","31","32","."
"05/06/2016","30","PM2.5","Redwood City","06-081-1001","AQS","5","25","30","16"
"05/07/2016","28","PM2.5","Redwood City","06-081-1001","AQS","6","27","28","10"
"05/08/2016","31","Ozone","Redwood City","06-081-1001","AQS","5","31","30","8"
"05/09/2016","36","PM2.5","Redwood City","06-081-1001","AQS","5","31","36","8"
"05/10/2016","51","PM2.5","Redwood City","06-081-1001","AQS","5","30","51","9"
"05/11/2016","48","PM2.5","Redwood City","06-081-1001","AQS","5","29","48","11"
"05/12/2016","52","PM2.5","Redwood City","06-081-1001","AQS","3","31","52","10"
"05/13/2016","39","PM2.5","Redwood City","06-081-1001","AQS","3","35","39","7"
"05/14/2016","30","PM2.5","Redwood City","06-081-1001","AQS","3","30","30","7"
"05/15/2016","29","Ozone","Redwood City","06-081-1001","AQS","3","29","24","5"
"05/16/2016","40","PM2.5","Redwood City","06-081-1001","AQS","5","27","40","11"
"05/17/2016","43","PM2.5","Redwood City","06-081-1001","AQS","6","42","43","19"
"05/18/2016","64","PM2.5","Redwood City","06-081-1001","AQS","6","31","64","20"
"05/19/2016","52","PM2.5","Redwood City","06-081-1001","AQS",".",".","52","."
"05/20/2016","35","PM2.5","Redwood City","06-081-1001","AQS","3","33","35","4"
"05/21/2016","33","Ozone","Redwood City","06-081-1001","AQS","2","33","31","8"
"05/22/2016","28","PM2.5","Redwood City","06-081-1001","AQS","2","28","28","8"
"05/23/2016","27","PM2.5","Redwood City","06-081-1001","AQS","3","20","27","16"
"05/24/2016","25","Ozone","Redwood City","06-081-1001","AQS","2","25","21","7"
"05/25/2016","29","PM2.5","Redwood City","06-081-1001","AQS","2","28","29","8"
"05/26/2016","41","PM2.5","Redwood City","06-081-1001","AQS","3","31","41","."
"05/27/2016","56","PM2.5","Redwood City","06-081-1001","AQS","3","39","56","16"
"05/28/2016","60","PM2.5","Redwood City","06-081-1001","AQS","5","54","60","13"
"05/29/2016","61","PM2.5","Redwood City","06-081-1001","AQS","3","38","61","8"
"05/30/2016","56","PM2.5","Redwood City","06-081-1001","AQS","3","34","56","9"
"05/31/2016","56","PM2.5","Redwood City","06-081-1001","AQS","5","32","56","14"
"06/01/2016","48","PM2.5","Redwood City","06-081-1001","AQS","5","32","48","13"
"06/02/2016","54","PM2.5","Redwood City","06-081-1001","AQS","5","31","54","23"
"06/03/2016","52","PM2.5","Redwood City","06-081-1001","AQS","6","38","52","17"
"06/04/2016","52","PM2.5","Redwood City","06-081-1001","AQS","5","30","52","21"
"06/05/2016","44","PM2.5","Redwood City","06-081-1001","AQS","3","33","44","9"
"06/06/2016","37","PM2.5","Redwood City","06-081-1001","AQS","3","22","37","12"
"06/07/2016","32","PM2.5","Redwood City","06-081-1001","AQS","3","25","32","7"
"06/08/2016","29","PM2.5","Redwood City","06-081-1001","AQS","3","27","29","6"
"06/09/2016","29","PM2.5","Redwood City","06-081-1001","AQS","3","26","29","7"
"06/10/2016","35","PM2.5","Redwood City","06-081-1001","AQS","3","33","35","13"
"06/11/2016","44","Ozone","Redwood City","06-081-1001","AQS","3","44","43","8"
"06/12/2016","59","PM2.5","Redwood City","06-081-1001","AQS","3","31","59","8"
"06/13/2016","47","PM2.5","Redwood City","06-081-1001","AQS","3","33","47","11"
"06/14/2016","43","PM2.5","Redwood City","06-081-1001","AQS","2","32","43","5"
"06/15/2016","38","PM2.5","Redwood City","06-081-1001","AQS","2","29","38","5"
"06/16/2016","33","PM2.5","Redwood City","06-081-1001","AQS","3","30","33","12"
"06/17/2016","31","PM2.5","Redwood City","06-081-1001","AQS","3","26","31","11"
"06/18/2016","36","Ozone","Redwood City","06-081-1001","AQS","3","36","32","17"
"06/19/2016","43","Ozone","Redwood City","06-081-1001","AQS","5","43","42","11"
"06/20/2016","52","PM2.5","Redwood City","06-081-1001","AQS","5","30","52","19"
"06/21/2016","59","PM2.5","Redwood City","06-081-1001","AQS","5","28","59","16"
"06/22/2016","54","PM2.5","Redwood City","06-081-1001","AQS","3","29","54","11"
"06/23/2016","47","PM2.5","Redwood City","06-081-1001","AQS","3","25","47","11"
"06/24/2016","41","PM2.5","Redwood City","06-081-1001","AQS","3","26","41","17"
"06/25/2016","61","PM2.5","Redwood City","06-081-1001","AQS","6","31","61","27"
"06/26/2016","58","PM2.5","Redwood City","06-081-1001","AQS","3","26","58","17"
"06/27/2016","56","PM2.5","Redwood City","06-081-1001","AQS","5","22","56","15"
"06/28/2016","59","PM2.5","Redwood City","06-081-1001","AQS","3","19","59","17"
"06/29/2016","54","PM2.5","Redwood City","06-081-1001","AQS","5","20","54","12"
"06/30/2016","67","PM2.5","Redwood City","06-081-1001","AQS","3","23","67","15"
"07/01/2016","62","PM2.5","Redwood City","06-081-1001","AQS","3","23","62","11"
"07/02/2016","42","PM2.5","Redwood City","06-081-1001","AQS","3","24","42","6"
"07/03/2016","36","PM2.5","Redwood City","06-081-1001","AQS","3","28","36","4"
"07/04/2016","36","PM2.5","Redwood City","06-081-1001","AQS","5","23","36","4"
"07/05/2016","42","PM2.5","Redwood City","06-081-1001","AQS","5","22","42","8"
"07/06/2016","42","PM2.5","Redwood City","06-081-1001","AQS","3","23","42","10"
"07/07/2016","30","PM2.5","Redwood City","06-081-1001","AQS","3","16","30","11"
"07/08/2016","26","PM2.5","Redwood City","06-081-1001","AQS","3","17","26","7"
"07/09/2016","30","PM2.5","Redwood City","06-081-1001","AQS","3","24","30","4"
"07/10/2016","39","PM2.5","Redwood City","06-081-1001","AQS","3","24","39","8"
"07/11/2016","50","PM2.5","Redwood City","06-081-1001","AQS","6","22","50","12"
"07/12/2016","47","PM2.5","Redwood City","06-081-1001","AQS","3","21","47","8"
"07/13/2016","48","PM2.5","Redwood City","06-081-1001","AQS","5","22","48","13"
"07/14/2016","60","PM2.5","Redwood City","06-081-1001","AQS","6","24","60","23"
"07/15/2016","51","PM2.5","Redwood City","06-081-1001","AQS","5","27","51","13"
"07/16/2016","47","PM2.5","Redwood City","06-081-1001","AQS","5","23","47","8"
"07/17/2016","36","PM2.5","Redwood City","06-081-1001","AQS","5","21","36","3"
"07/18/2016","30","PM2.5","Redwood City","06-081-1001","AQS","3","19","30","7"
"07/19/2016","31","PM2.5","Redwood City","06-081-1001","AQS","3","24","31","7"
"07/20/2016","38","PM2.5","Redwood City","06-081-1001","AQS","5","22","38","16"
"07/21/2016","34","PM2.5","Redwood City","06-081-1001","AQS","2","24","34","7"
"07/22/2016","51","PM2.5","Redwood City","06-081-1001","AQS","5","20","51","15"
"07/23/2016","60","PM2.5","Redwood City","06-081-1001","AQS","3","25","60","13"
"07/24/2016","60","PM2.5","Redwood City","06-081-1001","AQS","3","26","60","8"
"07/25/2016","55","PM2.5","Redwood City","06-081-1001","AQS","3","25","55","19"
"07/26/2016","45","PM2.5","Redwood City","06-081-1001","AQS","6","34","45","16"
"07/27/2016","44","PM2.5","Redwood City","06-081-1001","AQS","5","22","44","20"
"07/28/2016","32","PM2.5","Redwood City","06-081-1001","AQS","3","20","32","10"
"07/29/2016","36","PM2.5","Redwood City","06-081-1001","AQS","3","19","36","16"
"07/30/2016","35","PM2.5","Redwood City","06-081-1001","AQS","3","22","35","18"
"07/31/2016","39","PM2.5","Redwood City","06-081-1001","AQS","2","26","39","5"
"08/01/2016","44","PM2.5","Redwood City","06-081-1001","AQS","3","30","44","6"
"08/02/2016","46","PM2.5","Redwood City","06-081-1001","AQS","3","24","46","16"
"08/03/2016","56","PM2.5","Redwood City","06-081-1001","AQS","3","23","56","13"
"08/04/2016","40","PM2.5","Redwood City","06-081-1001","AQS","3","20","40","8"
"08/05/2016","28","PM2.5","Redwood City","06-081-1001","AQS","3","22","28","6"
"08/06/2016","53","PM2.5","Redwood City","06-081-1001","AQS","3","22","53","7"
"08/07/2016","51","PM2.5","Redwood City","06-081-1001","AQS","3","24","51","8"
"08/08/2016","44","PM2.5","Redwood City","06-081-1001","AQS","3","23","44","10"
"08/09/2016","43","PM2.5","Redwood City","06-081-1001","AQS",".","28","43","10"
"08/10/2016","42","PM2.5","Redwood City","06-081-1001","AQS","3","22","42","9"
"08/11/2016","52","PM2.5","Redwood City","06-081-1001","AQS","3","22","52","11"
"08/12/2016","51","PM2.5","Redwood City","06-081-1001","AQS","3","20","51","12"
"08/13/2016","40","PM2.5","Redwood City","06-081-1001","AQS","3","21","40","20"
"08/14/2016","40","PM2.5","Redwood City","06-081-1001","AQS","3","19","40","13"
"08/15/2016","32","PM2.5","Redwood City","06-081-1001","AQS","3","19","32","13"
"08/16/2016","49","PM2.5","Redwood City","06-081-1001","AQS","3","20","49","14"
"08/17/2016","46","PM2.5","Redwood City","06-081-1001","AQS","3","22","46","11"
"08/18/2016","40","PM2.5","Redwood City","06-081-1001","AQS","3","23","40","8"
"08/19/2016","58","PM2.5","Redwood City","06-081-1001","AQS","5","31","58","11"
"08/20/2016","54","PM2.5","Redwood City","06-081-1001","AQS","3","27","54","10"
"08/21/2016","46","PM2.5","Redwood City","06-081-1001","AQS","3","28","46","7"
"08/22/2016","47","PM2.5","Redwood City","06-081-1001","AQS","3","26","47","10"
"08/23/2016","52","PM2.5","Redwood City","06-081-1001","AQS","3","28","52","9"
"08/24/2016","52","PM2.5","Redwood City","06-081-1001","AQS","3","23","52","11"
"08/25/2016","50","PM2.5","Redwood City","06-081-1001","AQS","5","25","50","12"
"08/26/2016","38","PM2.5","Redwood City","06-081-1001","AQS","3","26","38","8"
"08/27/2016","48","PM2.5","Redwood City","06-081-1001","AQS","3","29","48","4"
"08/28/2016","53","PM2.5","Redwood City","06-081-1001","AQS","3","33","53","5"
"08/29/2016","42","PM2.5","Redwood City","06-081-1001","AQS","3","27","42","8"
"08/30/2016","38","PM2.5","Redwood City","06-081-1001","AQS","5","19","38","11"
"08/31/2016","38","PM2.5","Redwood City","06-081-1001","AQS",".","20","38","11"
"09/01/2016","38","PM2.5","Redwood City","06-081-1001","AQS","5","19","38","10"
"09/02/2016","48","PM2.5","Redwood City","06-081-1001","AQS","5","22","48","10"
"09/03/2016","45","PM2.5","Redwood City","06-081-1001","AQS","5","24","45","11"
"09/04/2016","52","PM2.5","Redwood City","06-081-1001","AQS","3","24","52","8"
"09/05/2016","55","PM2.5","Redwood City","06-081-1001","AQS","3","28","55","9"
"09/06/2016","60","PM2.5","Redwood City","06-081-1001","AQS","6","31","60","19"
"09/07/2016","64","PM2.5","Redwood City","06-081-1001","AQS","6","48","64","15"
"09/08/2016","37","Ozone","Redwood City","06-081-1001","AQS","5","37",".","14"
"09/09/2016","32","Ozone","Redwood City","06-081-1001","AQS","5","32",".","14"
"09/10/2016","29","Ozone","Redwood City","06-081-1001","AQS","5","29",".","8"
"09/11/2016","28","Ozone","Redwood City","06-081-1001","AQS","3","28",".","8"
"09/12/2016","27","Ozone","Redwood City","06-081-1001","AQS","5","27",".","16"
"09/13/2016","31","Ozone","Redwood City","06-081-1001","AQS","5","31",".","21"
"09/14/2016","39","PM2.5","Redwood City","06-081-1001","AQS","6","30","39","21"
"09/15/2016","40","PM2.5","Redwood City","06-081-1001","AQS","6","26","40","22"
"09/16/2016","47","PM2.5","Redwood City","06-081-1001","AQS","5","28","47","17"
"09/17/2016","42","PM2.5","Redwood City","06-081-1001","AQS","5","30","42","17"
"09/18/2016","39","PM2.5","Redwood City","06-081-1001","AQS","6","30","39","21"
"09/19/2016","53","PM2.5","Redwood City","06-081-1001","AQS","8","29","53","21"
"09/20/2016","45","PM2.5","Redwood City","06-081-1001","AQS","6","29","45","17"
"09/21/2016","31","PM2.5","Redwood City","06-081-1001","AQS","6","29","31","20"
"09/22/2016","30","PM2.5","Redwood City","06-081-1001","AQS","3","27","30","10"
"09/23/2016","28","PM2.5","Redwood City","06-081-1001","AQS","7","26","28","16"
"09/24/2016","29","Ozone","Redwood City","06-081-1001","AQS","6","29","28","18"
"09/25/2016","54","Ozone","Redwood City","06-081-1001","AQS","6","54","25","25"
"09/26/2016","61","Ozone","Redwood City","06-081-1001","AQS","8","61","40","37"
"09/27/2016","37","NO2","Redwood City","06-081-1001","AQS","9","30","32","37"
"09/28/2016","28","PM2.5","Redwood City","06-081-1001","AQS","7","22","28","16"
"09/29/2016","41","PM2.5","Redwood City","06-081-1001","AQS","5","25","41","11"
"09/30/2016","34","PM2.5","Redwood City","06-081-1001","AQS","5","32","34","9"
"10/01/2016","34","Ozone","Redwood City","06-081-1001","AQS","6","34","21","13"
"10/02/2016","34","Ozone","Redwood City","06-081-1001","AQS","3","34","18","10"
"10/03/2016","30","Ozone","Redwood City","06-081-1001","AQS","6","30","17","19"
"10/04/2016","32","Ozone","Redwood City","06-081-1001","AQS","6","32","20","22"
"10/05/2016","30","Ozone","Redwood City","06-081-1001","AQS","6","30","28","25"
"10/06/2016","31","PM2.5","Redwood City","06-081-1001","AQS","6","31","31","23"
"10/07/2016","36","NO2","Redwood City","06-081-1001","AQS","7","34","32","36"
"10/08/2016","48","Ozone","Redwood City","06-081-1001","AQS","6","48","29","34"
"10/09/2016","39","Ozone","Redwood City","06-081-1001","AQS","5","39","27","20"
"10/10/2016","34","Ozone","Redwood City","06-081-1001","AQS","6","34","29","19"
"10/11/2016","35","Ozone","Redwood City","06-081-1001","AQS","2","35","28","11"
"10/12/2016","36","PM2.5","Redwood City","06-081-1001","AQS","3","26","36","19"
"10/13/2016","24","NO2","Redwood City","06-081-1001","AQS","6","21","23","24"
"10/14/2016","19","PM2.5","Redwood City","06-081-1001","AQS","3","17","19","10"
"10/15/2016","28","Ozone","Redwood City","06-081-1001","AQS","5","28","21","14"
"10/16/2016","32","Ozone","Redwood City","06-081-1001","AQS","2","32","8","6"
"10/17/2016","33","Ozone","Redwood City","06-081-1001","AQS","5","33","29","19"
"10/18/2016","29","Ozone","Redwood City","06-081-1001","AQS","5","29","28","17"
"10/19/2016","30","NO2","Redwood City","06-081-1001","AQS","7","28","27","30"
"10/20/2016","40","PM2.5","Redwood City","06-081-1001","AQS","10","22","40","34"
"10/21/2016","28","PM2.5","Redwood City","06-081-1001","AQS","9","17","28","25"
"10/22/2016","30","PM2.5","Redwood City","06-081-1001","AQS","5","24","30","21"
"10/23/2016","38","Ozone","Redwood City","06-081-1001","AQS","5","38","27","14"
"10/24/2016","32","Ozone","Redwood City","06-081-1001","AQS","2","32","24","10"
"10/25/2016","24","Ozone","Redwood City","06-081-1001","AQS","3","24","15","12"
"10/26/2016","25","PM2.5","Redwood City","06-081-1001","AQS","6","19","25","17"
"10/27/2016","27","PM2.5","Redwood City","06-081-1001","AQS","6","12","27","20"
"10/28/2016","26","Ozone","Redwood City","06-081-1001","AQS","5","26","11","14"
"10/29/2016","27","Ozone","Redwood City","06-081-1001","AQS","5","27","11","12"
"10/30/2016","33","Ozone","Redwood City","06-081-1001","AQS","3","33","10","7"
"10/31/2016","30","Ozone","Redwood City","06-081-1001","AQS","7","30","17","18"
"11/01/2016","33","Ozone","Redwood City","06-081-1001","AQS","6","33","20","27"
"11/02/2016","29","Ozone","Redwood City","06-081-1001","AQS","9","29","23","17"
"11/03/2016","32","PM2.5","Redwood City","06-081-1001","AQS","8","23","32","25"
"11/04/2016","45","PM2.5","Redwood City","06-081-1001","AQS","8","24","45","33"
"11/05/2016","44","PM2.5","Redwood City","06-081-1001","AQS","8","20","44","19"
"11/06/2016","24","PM2.5","Redwood City","06-081-1001","AQS","6","19","24","18"
"11/07/2016","47","PM2.5","Redwood City","06-081-1001","AQS","8","15","47","31"
"11/08/2016","40","PM2.5","Redwood City","06-081-1001","AQS","8","25","40","30"
"11/09/2016","46","PM2.5","Redwood City","06-081-1001","AQS",".",".","46","."
"11/10/2016","63","PM2.5","Redwood City","06-081-1001","AQS","11","16","63","37"
"11/11/2016","58","PM2.5","Redwood City","06-081-1001","AQS","11","20","58","24"
"11/12/2016","36","PM2.5","Redwood City","06-081-1001","AQS","6","28","36","22"
"11/13/2016","45","PM2.5","Redwood City","06-081-1001","AQS","8","21","45","25"
"11/14/2016","56","PM2.5","Redwood City","06-081-1001","AQS","8","11","56","24"
"11/15/2016","31","Ozone","Redwood City","06-081-1001","AQS","9","31","25","17"
"11/16/2016","33","Ozone","Redwood City","06-081-1001","AQS","3","33","17","21"
"11/17/2016","28","NO2","Redwood City","06-081-1001","AQS","7","23","25","28"
"11/18/2016","39","Ozone","Redwood City","06-081-1001","AQS","8","39","29","25"
"11/19/2016","35","Ozone","Redwood City","06-081-1001","AQS","3","35","12","9"
"11/20/2016","22","Ozone","Redwood City","06-081-1001","AQS","5","22","13","17"
"11/21/2016","29","Ozone","Redwood City","06-081-1001","AQS","7","29","15","20"
"11/22/2016","27","Ozone","Redwood City","06-081-1001","AQS","7","27","16","17"
"11/23/2016","29","Ozone","Redwood City","06-081-1001","AQS","7","29","19","25"
"11/24/2016","33","PM2.5","Redwood City","06-081-1001","AQS","6","24","33","23"
"11/25/2016","34","PM2.5","Redwood City","06-081-1001","AQS","7","30","34","30"
"11/26/2016","32","Ozone","Redwood City","06-081-1001","AQS","6","32","8","16"
"11/27/2016","34","Ozone","Redwood City","06-081-1001","AQS","5","34","8","15"
"11/28/2016","29","Ozone","Redwood City","06-081-1001","AQS","5","29","21","22"
"11/29/2016","27","NO2","Redwood City","06-081-1001","AQS","10","20","24","27"
