"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"10/29/2016","32","Ozone","Red Hills","06-079-8005","AQS","32","0","8","13","6"
"10/30/2016","35","Ozone","Red Hills","06-079-8005","AQS","35","0","12","15","6"
"10/31/2016","35","Ozone","San Luis Obispo","06-079-2006","AQS","35","0","27","20","9"
"11/01/2016","37","Ozone","Red Hills","06-079-8005","AQS","37","0","28","24","14"
"11/02/2016","42","Ozone","Red Hills","06-079-8005","AQS","42","0","25","28","12"
"11/03/2016","45","Ozone","Red Hills","06-079-8005","AQS","45","0","25","32","20"
"11/04/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","32","44","23"
"11/05/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","32","41","13"
"11/06/2016","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","29","28","22"
"11/07/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","24","28","11"
"11/08/2016","50","Ozone","Red Hills","06-079-8005","AQS","50","0","23","28","32"
"11/09/2016","51","Ozone","Red Hills","06-079-8005","AQS","51","0","44","48","30"
"11/10/2016","54","Ozone","Red Hills","06-079-8005","AQS","54","0","53","53","27"
"11/11/2016","49","Ozone","Red Hills","06-079-8005","AQS","49","0","41","36","27"
"11/12/2016","48","PM10","Arroyo Grande CDF","06-079-2007","AQS","47","0","48","38","22"
"11/13/2016","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","0","40","39","23"
"11/14/2016","71","Ozone","Red Hills","06-079-8005","AQS","71","0","19","32","23"
"11/15/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","20","29","23"
"11/16/2016","54","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","0","54","37","8"
"11/17/2016","39","PM2.5","Atascadero","06-079-8002","AQS","37","0","20","39","14"
"11/18/2016","42","Ozone","Red Hills","06-079-8005","AQS","42","0","35","40","28"
"11/19/2016","52","PM2.5","Atascadero","06-079-8002","AQS","42","0","26","52","17"
"11/20/2016","37","Ozone","Red Hills","06-079-8005","AQS","37","0","14","28","10"
"11/21/2016","34","Ozone","San Luis Obispo","06-079-2006","AQS","34","0","21","21","13"
"11/22/2016","34","Ozone","Red Hills","06-079-8005","AQS","34","0","18","25","15"
"11/23/2016","37","Ozone","San Luis Obispo","06-079-2006","AQS","37","0","11","28","8"
"11/24/2016","42","PM2.5","Atascadero","06-079-8002","AQS","38","0","26","42","12"
"11/25/2016","52","PM2.5","Atascadero","06-079-8002","AQS","40","0","30","52","16"
"11/26/2016","43","PM2.5","Atascadero","06-079-8002","AQS","41","0","12","43","15"
"11/27/2016","37","Ozone","San Luis Obispo","06-079-2006","AQS","37","0","22","20","14"
"11/28/2016","34","Ozone","Red Hills","06-079-8005","AQS","34","0","19","21","9"
"11/29/2016","31","Ozone","San Luis Obispo","06-079-2006","AQS","31","0","20","28","13"
"11/30/2016","53","PM2.5","Atascadero","06-079-8002","AQS","33","0","28","53","20"
"12/01/2016","46","PM2.5","Atascadero","06-079-8002","AQS","31","0","15","46","13"
"12/02/2016","33","PM2.5","Atascadero","06-079-8002","AQS","32","0","13","33","18"
"12/03/2016","55","PM2.5","Atascadero","06-079-8002","AQS","36","0","27","55","15"
"12/04/2016","57","PM2.5","Atascadero","06-079-8002","AQS","36","0","31","57","19"
"12/05/2016","53","PM10","Arroyo Grande CDF","06-079-2007","AQS","31","0","53","51","16"
"12/06/2016","55","PM2.5","Atascadero","06-079-8002","AQS","30","0","23","55","19"
"12/07/2016","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","32","0","22","53","18"
"12/08/2016","32","Ozone","Red Hills","06-079-8005","AQS","32","0","11","20","12"
"12/09/2016","27","Ozone","Red Hills","06-079-8005","AQS","27","0","15","14","8"
"12/10/2016","24","Ozone","San Luis Obispo","06-079-2006","AQS","24","0","6","6","7"
"12/11/2016","29","Ozone","Red Hills","06-079-8005","AQS","29","0","12","4","9"
"12/12/2016","30","Ozone","Red Hills","06-079-8005","AQS","30","0","12","15","13"
"12/13/2016","32","Ozone","Red Hills","06-079-8005","AQS","32","0","14","24","18"
"12/14/2016","28","Ozone","Red Hills","06-079-8005","AQS","28","0","10","15","8"
"12/15/2016","31","Ozone","San Luis Obispo","06-079-2006","AQS","31","0","8","6","8"
"12/16/2016","40","PM10","Arroyo Grande CDF","06-079-2007","AQS","39","0","40","29","12"
"12/17/2016","32","Ozone","San Luis Obispo","06-079-2006","AQS","32","0","11","25","13"
"12/18/2016","39","PM2.5","Atascadero","06-079-8002","AQS","32","0","12","39","9"
"12/19/2016","57","PM2.5","Atascadero","06-079-8002","AQS","35","0","23","57","13"
"12/20/2016","75","PM2.5","Atascadero","06-079-8002","AQS","36","0","28","75","24"
"12/21/2016","86","PM2.5","Atascadero","06-079-8002","AQS","36","0","35","86","23"
"12/22/2016","54","PM2.5","Atascadero","06-079-8002","AQS","34","0","23","54","24"
"12/23/2016","34","Ozone","San Luis Obispo","06-079-2006","AQS","34","0","13","26","11"
"12/24/2016","38","PM2.5","Atascadero","06-079-8002","AQS","36","0","20","38","11"
"12/25/2016","54","PM2.5","Atascadero","06-079-8002","AQS","33","0","19","54","12"
"12/26/2016","34","PM2.5","Atascadero","06-079-8002","AQS","32","0","10","34","9"
"12/27/2016","38","PM2.5","Atascadero","06-079-8002","AQS","35","0","22","38","13"
"12/28/2016","56","PM2.5","Atascadero","06-079-8002","AQS","33","0","23","56","16"
"12/29/2016","59","PM2.5","Atascadero","06-079-8002","AQS","34","0","43","59","25"
"12/30/2016","54","PM2.5","Atascadero","06-079-8002","AQS","32","0","19","54","12"
"12/31/2016","36","Ozone","San Luis Obispo","06-079-2006","AQS","36","0","19","25","8"
