"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2016","119","PM2.5","Visalia-Church","06-107-2002","AQS","29","40","119","37"
"01/02/2016","116","PM2.5","Visalia-Church","06-107-2002","AQS","23","47","116","16"
"01/03/2016","77","PM2.5","Visalia-Church","06-107-2002","AQS","31","32","77","24"
"01/04/2016","83","PM2.5","Visalia-Church","06-107-2002","AQS","27","36","83","17"
"01/05/2016","31","PM2.5","Visalia-Church","06-107-2002","AQS","31","11","31","14"
"01/06/2016","34","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","34","6","14","16"
"01/07/2016","39","Ozone","Porterville","06-107-2010","AQS","39","10","27","24"
"01/08/2016","58","PM2.5","Porterville","06-107-2010","AQS","27","17","58","19"
"01/09/2016","42","PM2.5","Porterville","06-107-2010","AQS","34","12","42","17"
"01/10/2016","55","PM2.5","Visalia-Church","06-107-2002","AQS","31","16","55","20"
"01/11/2016","54","PM2.5","Visalia-Church","06-107-2002","AQS","31","20","54","22"
"01/12/2016","66","PM2.5","Porterville","06-107-2010","AQS","30","27","66","25"
"01/13/2016","57","PM2.5","Visalia-Church","06-107-2002","AQS","35","20","57","23"
"01/14/2016","56","PM2.5","Visalia-Church","06-107-2002","AQS","29","19","56","12"
"01/15/2016","51","PM2.5","Visalia-Church","06-107-2002","AQS","34","22","51","29"
"01/16/2016","61","PM2.5","Visalia-Church","06-107-2002","AQS","34","20","61","24"
"01/17/2016","42","PM2.5","Visalia-Church","06-107-2002","AQS","29","15","42","16"
"01/18/2016","28","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","28","12","22","16"
"01/19/2016","25","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","25","6","18","20"
"01/20/2016","27","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","27","11","24","19"
"01/21/2016","44","PM2.5","Visalia-Church","06-107-2002","AQS","30","14","44","11"
"01/22/2016","37","PM2.5","Visalia-Church","06-107-2002","AQS","31","17","37","18"
"01/23/2016","32","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","32","10","30","18"
"01/24/2016","46","PM2.5","Visalia-Church","06-107-2002","AQS","26","16","46","15"
"01/25/2016","55","PM2.5","Visalia-Church","06-107-2002","AQS","28","19","55","19"
"01/26/2016","51","PM2.5","Visalia-Church","06-107-2002","AQS","29","23","51","25"
"01/27/2016","69","PM2.5","Visalia-Church","06-107-2002","AQS","24","33","69","21"
"01/28/2016","93","PM2.5","Visalia-Church","06-107-2002","AQS","26","39","93","25"
"01/29/2016","81","PM2.5","Visalia-Church","06-107-2002","AQS","31","36","81","28"
"01/30/2016","54","PM2.5","Visalia-Church","06-107-2002","AQS","22","19","54","18"
"01/31/2016","31","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","31","6","21","8"
"02/01/2016","30","Ozone","Porterville","06-107-2010","AQS","30","9","21","20"
"02/02/2016","38","PM2.5","Visalia-Church","06-107-2002","AQS","31","16","38","24"
"02/03/2016","44","PM2.5","Visalia-Church","06-107-2002","AQS","37","18","44","24"
"02/04/2016","64","PM2.5","Visalia-Church","06-107-2002","AQS","34","31","64","29"
"02/05/2016","68","PM2.5","Visalia-Church","06-107-2002","AQS","34","36","68","27"
"02/06/2016","92","PM2.5","Visalia-Church","06-107-2002","AQS","35","34","92","24"
"02/07/2016","86","PM2.5","Visalia-Church","06-107-2002","AQS","38","36","86","23"
"02/08/2016","78","PM2.5","Visalia-Church","06-107-2002","AQS","31","39","78","31"
"02/09/2016","53","PM2.5","Visalia-Church","06-107-2002","AQS","31","30","53","27"
"02/10/2016","71","PM2.5","Visalia-Church","06-107-2002","AQS","44","44","71","34"
"02/11/2016","83","PM2.5","Visalia-Church","06-107-2002","AQS","45","47","83","35"
"02/12/2016","92","PM2.5","Visalia-Church","06-107-2002","AQS","42","43","92","25"
"02/13/2016","114","PM2.5","Porterville","06-107-2010","AQS","43","47","114","18"
"02/14/2016","116","PM2.5","Visalia-Church","06-107-2002","AQS","40","49","116","15"
"02/15/2016","96","PM2.5","Visalia-Church","06-107-2002","AQS","44","44","96","33"
"02/16/2016","84","PM2.5","Visalia-Church","06-107-2002","AQS","44","44","84","27"
"02/17/2016","36","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","36","31","24","18"
"02/18/2016","40","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","40","13","21","25"
"02/19/2016","45","PM2.5","Visalia-Church","06-107-2002","AQS","41","20","45","18"
"02/20/2016","64","PM2.5","Visalia-Church","06-107-2002","AQS","37","25","64","13"
"02/21/2016","84","PM2.5","Visalia-Church","06-107-2002","AQS","37","29","84","16"
"02/22/2016","69","PM2.5","Porterville","06-107-2010","AQS","41","30","69","29"
"02/23/2016","76","PM2.5","Visalia-Church","06-107-2002","AQS","44","41","76","24"
"02/24/2016","68","PM2.5","Visalia-Church","06-107-2002","AQS","44","33","68","32"
"02/25/2016","63","PM2.5","Visalia-Church","06-107-2002","AQS","47","40","63","34"
"02/26/2016","61","PM2.5","Visalia-Church","06-107-2002","AQS","51","42","61","25"
"02/27/2016","68","PM2.5","Visalia-Church","06-107-2002","AQS","41","31","68","19"
"02/28/2016","62","PM2.5","Visalia-Church","06-107-2002","AQS","36","27","62","20"
"02/29/2016","61","PM2.5","Visalia-Church","06-107-2002","AQS","44","37","61","31"
"03/01/2016","69","PM2.5","Visalia-Church","06-107-2002","AQS","42","42","69","25"
"03/02/2016","66","PM2.5","Visalia-Church","06-107-2002","AQS","58","40","66","22"
"03/03/2016","59","PM2.5","Visalia-Church","06-107-2002","AQS","36","39","59","23"
"03/04/2016","79","PM2.5","Visalia-Church","06-107-2002","AQS","46","46","79","17"
"03/05/2016","31","PM2.5","Visalia-Church","06-107-2002","AQS","29","13","31","5"
"03/06/2016","44","Ozone","Porterville","06-107-2010","AQS","44","10","23","17"
"03/07/2016","39","Ozone","Porterville","06-107-2010","AQS","39","7","10","6"
"03/08/2016","39","Ozone","Porterville","06-107-2010","AQS","39","12","32","21"
"03/09/2016","56","PM2.5","Visalia-Church","06-107-2002","AQS","41","21","56","26"
"03/10/2016","38","Ozone","Porterville","06-107-2010","AQS","38","16","33","17"
"03/11/2016","40","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","40","13","18","12"
"03/12/2016","37","Ozone","Porterville","06-107-2010","AQS","37","10","23","18"
"03/13/2016","38","Ozone","Porterville","06-107-2010","AQS","38","9","22","7"
"03/14/2016","36","Ozone","Porterville","06-107-2010","AQS","36","12","10","10"
"03/15/2016","43","Ozone","Porterville","06-107-2010","AQS","43","17","35","14"
"03/16/2016","58","PM2.5","Porterville","06-107-2010","AQS","44","24","58","22"
"03/17/2016","66","PM2.5","Visalia-Church","06-107-2002","AQS","54","35","66","20"
"03/18/2016","80","Ozone","Porterville","06-107-2010","AQS","80","33","57","27"
"03/19/2016","59","PM2.5","Visalia-Church","06-107-2002","AQS","54","28","59","29"
"03/20/2016","57","PM2.5","Visalia-Church","06-107-2002","AQS","47","27","57","13"
"03/21/2016","31","Ozone","Visalia-Church","06-107-2002","AQS","31","17","17","8"
"03/22/2016","42","Ozone","Porterville","06-107-2010","AQS","42","19","22","8"
"03/23/2016","44","Ozone","Porterville","06-107-2010","AQS","44","19","34","13"
"03/24/2016","47","Ozone","Porterville","06-107-2010","AQS","47","21","42","9"
"03/25/2016","51","PM2.5","Visalia-Church","06-107-2002","AQS","43","22","51","10"
"03/26/2016","46","Ozone","Porterville","06-107-2010","AQS","46","23","40","15"
"03/27/2016","61","Ozone","Porterville","06-107-2010","AQS","61","20","41","11"
"03/28/2016","44","Ozone","Porterville","06-107-2010","AQS","44","23","18","5"
"03/29/2016","43","Ozone","Porterville","06-107-2010","AQS","43","17","20","12"
"03/30/2016","44","Ozone","Porterville","06-107-2010","AQS","44","25","25","17"
"03/31/2016","48","Ozone","Porterville","06-107-2010","AQS","48","30","41","14"
"04/01/2016","54","Ozone","Porterville","06-107-2010","AQS","54","38","53","14"
"04/02/2016","74","Ozone","Porterville","06-107-2010","AQS","74","32","54","12"
"04/03/2016","58","Ozone","Porterville","06-107-2010","AQS","58","31","56","12"
"04/04/2016","60","PM2.5","Porterville","06-107-2010","AQS","51","30","60","11"
"04/05/2016","66","PM2.5","Porterville","06-107-2010","AQS","61","42","66","15"
"04/06/2016","90","Ozone","Porterville","06-107-2010","AQS","90","54","88","17"
"04/07/2016","64","PM2.5","Visalia-Church","06-107-2002","AQS","64","52","64","14"
"04/08/2016","51","PM2.5","Porterville","06-107-2010","AQS","42","26","51","8"
"04/09/2016","33","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","33","6","19","4"
