"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/01/2016","63","PM10","Mammoth","06-051-0001","AQS","63","3"
"01/02/2016","24","PM10","Mammoth","06-051-0001","AQS","24","."
"01/03/2016","38","PM10","Mammoth","06-051-0001","AQS","38","."
"01/04/2016","23","PM10","Mammoth","06-051-0001","AQS","23","10"
"01/05/2016","6","PM10","Mammoth","06-051-0001","AQS","6","."
"01/06/2016","5","PM10","Mammoth","06-051-0001","AQS","5","."
"01/07/2016","19","PM10","Mammoth","06-051-0001","AQS","19","0"
"01/08/2016","22","PM10","Mammoth","06-051-0001","AQS","22","."
"01/09/2016","8","PM10","Mammoth","06-051-0001","AQS","8","."
"01/10/2016","24","PM10","Mammoth","06-051-0001","AQS","24","1"
"01/11/2016","56","PM10","Mammoth","06-051-0001","AQS","56","."
"01/12/2016","27","PM10","Mammoth","06-051-0001","AQS","27","."
"01/13/2016","748","PM10","Mono Shore","06-051-0011","AQS","748","2"
"01/14/2016","22","PM10","Mono Shore","06-051-0011","AQS","22","."
"01/15/2016","21","PM10","Mammoth","06-051-0001","AQS","21","."
"01/16/2016","12","PM10","Mammoth","06-051-0001","AQS","12","1"
"01/17/2016","35","PM10","Mammoth","06-051-0001","AQS","35","."
"01/18/2016","8","PM10","Mammoth","06-051-0001","AQS","8","."
"01/19/2016","6","PM10","Mammoth","06-051-0001","AQS","6","1"
"01/20/2016","12","PM10","Mammoth","06-051-0001","AQS","12","."
"01/21/2016","48","PM10","Mammoth","06-051-0001","AQS","48","."
"01/22/2016","57","PM10","Mono Shore","06-051-0011","AQS","57","2"
"01/23/2016","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"01/24/2016","12","PM10","Mammoth","06-051-0001","AQS","12","."
"01/25/2016","31","PM10","Mammoth","06-051-0001","AQS","31","1"
"01/26/2016","43","PM10","Mammoth","06-051-0001","AQS","43","."
"01/27/2016","52","PM10","Mammoth","06-051-0001","AQS","52","."
"01/28/2016","40","PM10","Mammoth","06-051-0001","AQS","40","2"
"01/29/2016","707","PM10","Mono Shore","06-051-0011","AQS","707","."
"01/30/2016","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"01/31/2016","4","PM10","Mammoth","06-051-0001","AQS","4","1"
"02/01/2016","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"02/02/2016","10","PM10","Mammoth","06-051-0001","AQS","10","."
"02/03/2016","42","PM10","Mammoth","06-051-0001","AQS","42","2"
"02/04/2016","51","PM10","Mammoth","06-051-0001","AQS","51","."
"02/05/2016","54","PM10","Mammoth","06-051-0001","AQS","54","."
"02/06/2016","60","PM10","Mammoth","06-051-0001","AQS","60","3"
"02/07/2016","38","PM10","Mammoth","06-051-0001","AQS","38","."
"02/08/2016","44","PM10","Mammoth","06-051-0001","AQS","44","."
"02/09/2016","62","PM10","Lee Vining","06-051-0005","AQS","62","3"
"02/10/2016","48","PM10","Mammoth","06-051-0001","AQS","48","."
"02/11/2016","45","PM10","Mammoth","06-051-0001","AQS","45","."
"02/12/2016","37","PM10","Mammoth","06-051-0001","AQS","37","2"
"02/13/2016","42","PM10","Mammoth","06-051-0001","AQS","42","."
"02/14/2016","40","PM10","Mammoth","06-051-0001","AQS","40","."
"02/15/2016","41","PM10","Mammoth","06-051-0001","AQS","41","2"
"02/16/2016","40","PM10","Mammoth","06-051-0001","AQS","40","."
"02/17/2016","22","PM10","Mammoth","06-051-0001","AQS","22","."
"02/18/2016","18","PM10","Mammoth","06-051-0001","AQS","18","2"
"02/19/2016","12","PM10","Mammoth","06-051-0001","AQS","12","."
"02/20/2016","13","PM10","Mammoth","06-051-0001","AQS","13","."
"02/21/2016","19","PM10","Mammoth","06-051-0001","AQS","19","5"
"02/22/2016","21","PM10","Mammoth","06-051-0001","AQS","21","."
"02/23/2016","43","PM10","Mammoth","06-051-0001","AQS","43","."
"02/24/2016","36","PM10","Mammoth","06-051-0001","AQS","36","5"
"02/25/2016","36","PM10","Mammoth","06-051-0001","AQS","36","."
"02/26/2016","23","PM10","Mammoth","06-051-0001","AQS","23","."
"02/27/2016","8","PM10","Mammoth","06-051-0001","AQS","8","2"
"02/28/2016","11","PM10","Mammoth","06-051-0001","AQS","11","."
"02/29/2016","11","PM10","Mammoth","06-051-0001","AQS","11","."
"03/01/2016","24","PM10","Lee Vining","06-051-0005","AQS","24","5"
"03/02/2016","6","PM10","Mammoth","06-051-0001","AQS","6","."
"03/03/2016","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"03/04/2016","9","PM10","Mammoth","06-051-0001","AQS","9","3"
"03/05/2016","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"03/06/2016","27","PM10","Mono Shore","06-051-0011","AQS","27","."
"03/07/2016","52","PM10","Mono Shore","06-051-0011","AQS","52","."
"03/08/2016","13","PM10","Mammoth","06-051-0001","AQS","13","."
"03/09/2016","15","PM10","Mono Shore","06-051-0011","AQS","15","."
"03/10/2016","104","PM10","Mono Shore","06-051-0011","AQS","104","2"
"03/11/2016","163","PM10","Mono Shore","06-051-0011","AQS","163","."
"03/12/2016","7","PM10","Mammoth","06-051-0001","AQS","7","."
"03/13/2016","2002","PM10","Mono Shore","06-051-0011","AQS","2002","2"
"03/14/2016","795","PM10","Mono Shore","06-051-0011","AQS","795","."
"03/15/2016","18","PM10","Mammoth","06-051-0001","AQS","18","."
"03/16/2016","24","PM10","Mammoth","06-051-0001","AQS","24","14"
"03/17/2016","21","PM10","Mammoth","06-051-0001","AQS","21","."
"03/18/2016","16","PM10","Mammoth","06-051-0001","AQS","16","."
"03/19/2016","9","PM10","Mammoth","06-051-0001","AQS","9","6"
"03/20/2016","794","PM10","Mono Shore","06-051-0011","AQS","794","."
"03/21/2016","1129","PM10","Mono Shore","06-051-0011","AQS","1129","."
"03/22/2016","65","PM10","Mono Shore","06-051-0011","AQS","65","3"
"03/23/2016","14","PM10","Mammoth","06-051-0001","AQS","14","."
"03/24/2016","48","PM10","Mono Shore","06-051-0011","AQS","48","."
"03/25/2016","21","PM10","Mono Shore","06-051-0011","AQS","21","4"
"03/26/2016","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"03/27/2016","17","PM10","Mono Shore","06-051-0011","AQS","17","."
"03/28/2016","751","PM10","Mono Shore","06-051-0011","AQS","751","3"
"03/29/2016","24","PM10","Mono Shore","06-051-0011","AQS","24","."
"03/30/2016","5","PM10","Mammoth","06-051-0001","AQS","5","."
"03/31/2016","19","PM10","Mammoth","06-051-0001","AQS","19","6"
"04/01/2016","19","PM10","Mammoth","06-051-0001","AQS","19","."
"04/02/2016","10","PM10","Mammoth","06-051-0001","AQS","10","."
"04/03/2016","11","PM10","Mammoth","06-051-0001","AQS","11","10"
"04/04/2016","7","PM10","Mammoth","06-051-0001","AQS","7","."
"04/05/2016","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/06/2016","14","PM10","Mammoth","06-051-0001","AQS","14","."
"04/07/2016","14","PM10","Mammoth","06-051-0001","AQS","14","."
"04/08/2016","13","PM10","Mammoth","06-051-0001","AQS","13","."
"04/09/2016","3","PM2.5","Hoover Wilderness","06-051-9000","AQS","3","3"
"04/10/2016","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"04/11/2016","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/12/2016","11","PM10","Lee Vining","06-051-0005","AQS","11","."
"04/13/2016","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"04/14/2016","196","PM10","Mono Shore","06-051-0011","AQS","196","."
"04/15/2016","23","PM10","Mono Shore","06-051-0011","AQS","23","7"
"04/16/2016","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"04/17/2016","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"04/18/2016","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","13"
"04/19/2016","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/20/2016","8","PM10","Mammoth","06-051-0001","AQS","8","."
"04/21/2016","24","PM10","Mono Shore","06-051-0011","AQS","24","7"
"04/22/2016","140","PM10","Mono Shore","06-051-0011","AQS","140","."
"04/23/2016","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/24/2016","14","PM10","Mono Shore","06-051-0011","AQS","14","9"
"04/25/2016","46","PM10","Mono Shore","06-051-0011","AQS","46","."
"04/26/2016","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"04/27/2016","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","10"
"04/28/2016","4","PM10","Mammoth","06-051-0001","AQS","4","."
"04/29/2016","27","PM10","Mono Shore","06-051-0011","AQS","27","."
"04/30/2016","12","PM10","Mono Shore","06-051-0011","AQS","12","3"
"05/01/2016","6","PM10","Mammoth","06-051-0001","AQS","6","."
"05/02/2016","7","PM10","Mammoth","06-051-0001","AQS","7","."
"05/03/2016","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","10"
"05/04/2016","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"05/05/2016","11","PM10","Mono Shore","06-051-0011","AQS","11","."
"05/06/2016","6","PM10","Mammoth","06-051-0001","AQS","6","5"
"05/07/2016","4","PM10","Mammoth","06-051-0001","AQS","4","."
"05/08/2016","7","PM10","Mammoth","06-051-0001","AQS","7","."
"05/09/2016","10","PM10","Mono Shore","06-051-0011","AQS","10","9"
"05/10/2016","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"05/11/2016","7","PM10","Mammoth","06-051-0001","AQS","7","."
"05/12/2016","13","PM10","Mammoth","06-051-0001","AQS","13","10"
"05/13/2016","17","PM10","Mammoth","06-051-0001","AQS","17","."
"05/14/2016","21","PM10","Mammoth","06-051-0001","AQS","21","."
"05/15/2016","8","PM10","Mammoth","06-051-0001","AQS","8","6"
"05/16/2016","40","PM10","Mono Shore","06-051-0011","AQS","40","."
"05/17/2016","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"05/18/2016","9","PM10","Mammoth","06-051-0001","AQS","9","6"
"05/19/2016","3950","PM10","Mono Shore","06-051-0011","AQS","3950","."
"05/20/2016","1080","PM10","Mono Shore","06-051-0011","AQS","1080","."
"05/21/2016","9","PM10","Lee Vining","06-051-0005","AQS","9","5"
"05/22/2016","0","PM10","Mono Shore","06-051-0011","AQS","0","."
"05/23/2016","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"05/24/2016","6","PM10","Mammoth","06-051-0001","AQS","6","5"
"05/25/2016","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"05/26/2016","5","PM10","Mammoth","06-051-0001","AQS","5","."
"05/27/2016","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","13"
"05/28/2016","51","PM10","Mono Shore","06-051-0011","AQS","51","."
"05/29/2016","23","PM10","Mono Shore","06-051-0011","AQS","23","."
"05/30/2016","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","18"
"05/31/2016","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/01/2016","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/02/2016","17","PM2.5","Hoover Wilderness","06-051-9000","AQS","12","17"
"06/03/2016","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/04/2016","17","PM10","Mammoth","06-051-0001","AQS","17","."
"06/05/2016","21","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","21"
"06/06/2016","29","PM10","Mono Shore","06-051-0011","AQS","29","."
"06/07/2016","15","PM10","Mammoth","06-051-0001","AQS","15","."
"06/08/2016","12","PM10","Mammoth","06-051-0001","AQS","12","6"
"06/09/2016","15","PM10","Mammoth","06-051-0001","AQS","15","."
"06/10/2016","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/11/2016","11","PM10","Mono Shore","06-051-0011","AQS","11","9"
"06/12/2016","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"06/13/2016","11","PM10","Mammoth","06-051-0001","AQS","11","."
"06/14/2016","20","PM10","Mono Shore","06-051-0011","AQS","20","6"
"06/15/2016","2056","PM10","Mono Shore","06-051-0011","AQS","2056","."
"06/16/2016","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/17/2016","25","PM10","Mono Shore","06-051-0011","AQS","25","6"
