"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2016","54","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","8","35","0","27","54","28"
"01/02/2016","48","PM10","Westmorland","06-025-4003","AQS","8","35","0","48","40","28"
"01/03/2016","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","33","0","43","46","30"
"01/04/2016","80","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","31","3","28","80","28"
"01/05/2016","68","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","37","0","24","68","29"
"01/06/2016","35","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","35","0","17","21","25"
"01/07/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","37","0","6","19","24"
"01/08/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","9","37","1","19","28","33"
"01/09/2016","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","34","0","22","54","36"
"01/10/2016","70","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","38","1","25","70","29"
"01/11/2016","32","Ozone","Calexico-Ethel Street","06-025-0005","AQS","8","32","0","18","31","31"
"01/12/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","11","37","1","18","26","35"
"01/13/2016","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","31","1","37","54","32"
"01/14/2016","129","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","31","3","42","129","72"
"01/15/2016","98","PM10","El Centro-9th Street","06-025-1003","AQS","23","35","3","98","86","35"
"01/16/2016","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","34","1","34","56","29"
"01/17/2016","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","39","0","37","63","32"
"01/18/2016","118","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","30","31","4","75","118","83"
"01/19/2016","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","28","1","59","75","41"
"01/20/2016","66","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","30","1","52","66","35"
"01/21/2016","52","PM10","Calexico-Ethel Street","06-025-0005","AQS","11","32","1","52","38","36"
"01/22/2016","56","PM10","Calexico-Ethel Street","06-025-0005","AQS","17","32","1","56","54","35"
"01/23/2016","53","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","32","1","40","53","30"
"01/24/2016","61","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","25","40","4","43","61","34"
