"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/02/2016","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"01/03/2016","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"01/04/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/05/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/06/2016","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"01/07/2016","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/08/2016","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/09/2016","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/10/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/11/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/12/2016","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"01/13/2016","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"01/14/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/15/2016","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/16/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/17/2016","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/18/2016","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"01/19/2016","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/20/2016","23","Ozone","Sonora-Barretta Street","06-109-0005","AQS","23","."
"01/21/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/22/2016","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"01/23/2016","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"01/24/2016","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/25/2016","20","Ozone","Sonora-Barretta Street","06-109-0005","AQS","20","."
"01/26/2016","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"01/27/2016","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/28/2016","23","Ozone","Sonora-Barretta Street","06-109-0005","AQS","23","."
"01/29/2016","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"01/30/2016","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"01/31/2016","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/01/2016","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/02/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/03/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/04/2016","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"02/05/2016","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/06/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/07/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/08/2016","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/09/2016","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/10/2016","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/11/2016","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/12/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/13/2016","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/14/2016","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/15/2016","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/16/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/17/2016","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"02/18/2016","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/19/2016","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"02/20/2016","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/21/2016","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/22/2016","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/23/2016","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/24/2016","47","Ozone","Sonora-Barretta Street","06-109-0005","AQS","47","."
"02/25/2016","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"02/26/2016","47","Ozone","Sonora-Barretta Street","06-109-0005","AQS","47","."
"02/27/2016","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/28/2016","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/29/2016","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"03/01/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/02/2016","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/03/2016","47","Ozone","Sonora-Barretta Street","06-109-0005","AQS","47","."
"03/04/2016","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/05/2016","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/06/2016","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"03/07/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/08/2016","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"03/09/2016","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"03/10/2016","23","Ozone","Sonora-Barretta Street","06-109-0005","AQS","23","."
"03/11/2016","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/12/2016","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"03/13/2016","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/14/2016","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"03/15/2016","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/16/2016","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/17/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/18/2016","47","Ozone","Sonora-Barretta Street","06-109-0005","AQS","47","."
"03/19/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/20/2016","58","Ozone","Sonora-Barretta Street","06-109-0005","AQS","58","."
"03/21/2016","49","Ozone","Sonora-Barretta Street","06-109-0005","AQS","49","."
"03/22/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/23/2016","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/24/2016","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"03/25/2016","47","Ozone","Sonora-Barretta Street","06-109-0005","AQS","47","."
"03/26/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/27/2016","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"03/28/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/29/2016","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/30/2016","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
