"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2016","42","PM2.5","Yuba City","06-101-0003","AQS",".","27","9","42","25"
"01/02/2016","52","PM2.5","Yuba City","06-101-0003","AQS","2","20","12","52","18"
"01/03/2016","55","PM2.5","Yuba City","06-101-0003","AQS","2","21","13","55","13"
"01/04/2016","68","PM2.5","Yuba City","06-101-0003","AQS","2","20","19","68","17"
"01/05/2016","47","PM2.5","Yuba City","06-101-0003","AQS","2","25","6","47","9"
"01/06/2016","30","PM2.5","Yuba City","06-101-0003","AQS","2","29","4","30","9"
"01/07/2016","53","PM2.5","Yuba City","06-101-0003","AQS","2","22","10","53","24"
"01/08/2016","62","PM2.5","Yuba City","06-101-0003","AQS","2","15","17","62","14"
"01/09/2016","61","PM2.5","Yuba City","06-101-0003","AQS","2","19","11","61","14"
"01/10/2016","43","PM2.5","Yuba City","06-101-0003","AQS","2","19","6","43","19"
"01/11/2016","51","PM2.5","Yuba City","06-101-0003","AQS","2","13","11","51","13"
"01/12/2016","58","PM2.5","Yuba City","06-101-0003","AQS","2","24","13","58","17"
"01/13/2016","45","PM2.5","Yuba City","06-101-0003","AQS","2","30","10","45","9"
"01/14/2016","44","PM2.5","Yuba City","06-101-0003","AQS","2","26","11","44","16"
"01/15/2016","50","PM2.5","Yuba City","06-101-0003","AQS","1","19","12","50","15"
"01/16/2016","54","PM2.5","Yuba City","06-101-0003","AQS","2","26","9","54","."
"01/17/2016","55","PM2.5","Yuba City","06-101-0003","AQS","2","25","10","55","."
"01/18/2016","31","PM2.5","Yuba City","06-101-0003","AQS","2","28","4","31","."
"01/19/2016","36","PM2.5","Yuba City","06-101-0003","AQS","2","26","4","36","."
"01/20/2016","49","PM2.5","Yuba City","06-101-0003","AQS","2","22","14","49","."
"01/21/2016","59","PM2.5","Yuba City","06-101-0003","AQS","2","17","17","59","."
"01/22/2016","40","PM2.5","Yuba City","06-101-0003","AQS","2","31","8","40","."
"01/23/2016","31","Ozone","Yuba City","06-101-0003","AQS","1","31","7","26","."
"01/24/2016","49","PM2.5","Yuba City","06-101-0003","AQS","1","22","11","49","."
"01/25/2016","36","PM2.5","Yuba City","06-101-0003","AQS","1","23","6","36","."
"01/26/2016","41","PM2.5","Yuba City","06-101-0003","AQS","2","18","13","41","."
"01/27/2016","49","PM2.5","Yuba City","06-101-0003","AQS","2","19","15","49","."
"01/28/2016","59","PM2.5","Yuba City","06-101-0003","AQS","2","11","17","59","."
"01/29/2016","57","PM2.5","Yuba City","06-101-0003","AQS","2","28","12","57","."
"01/30/2016","29","Ozone","Yuba City","06-101-0003","AQS","1","29","4","14","."
"01/31/2016","33","Ozone","Yuba City","06-101-0003","AQS","1","33","2","4","."
"02/01/2016","29","Ozone","Yuba City","06-101-0003","AQS","1","29","11","28","."
"02/02/2016","27","PM2.5","Yuba City","06-101-0003","AQS","2","24","7","27","15"
"02/03/2016","54","PM2.5","Yuba City","06-101-0003","AQS","2","17","13","54","21"
"02/04/2016","53","PM2.5","Yuba City","06-101-0003","AQS","2","25","14","53","26"
"02/05/2016","56","PM2.5","Yuba City","06-101-0003","AQS","2","21","18","56","28"
"02/06/2016","57","PM2.5","Yuba City","06-101-0003","AQS","2","21","15","57","23"
"02/07/2016","40","PM2.5","Yuba City","06-101-0003","AQS","1","23","9","40","19"
"02/08/2016","45","PM2.5","Yuba City","06-101-0003","AQS","2","23","17","45","19"
"02/09/2016","59","PM2.5","Yuba City","06-101-0003","AQS","2","24","22","59","33"
"02/10/2016","65","PM2.5","Yuba City","06-101-0003","AQS","1","20","21","65","25"
"02/11/2016","71","PM2.5","Yuba City","06-101-0003","AQS","2","26","27","71","35"
"02/12/2016","69","PM2.5","Yuba City","06-101-0003","AQS","2","26","28","69","38"
"02/13/2016","55","PM2.5","Yuba City","06-101-0003","AQS","2","24","16","55","28"
"02/14/2016","24","Ozone","Yuba City","06-101-0003","AQS","1","24","5","20","11"
"02/15/2016","30","PM2.5","Yuba City","06-101-0003","AQS","1","21","6","30","16"
"02/16/2016","61","PM2.5","Yuba City","06-101-0003","AQS","2","28","23","61","31"
"02/17/2016","64","PM2.5","Yuba City","06-101-0003","AQS","2","32","25","64","12"
"02/18/2016","48","PM2.5","Yuba City","06-101-0003","AQS","2","32","5","48","8"
"02/19/2016","33","PM2.5","Yuba City","06-101-0003","AQS","2","30","6","33","7"
"02/20/2016","48","PM2.5","Yuba City","06-101-0003","AQS","1","27","10","48","22"
"02/21/2016","54","PM2.5","Yuba City","06-101-0003","AQS",".","26","11","54","26"
"02/22/2016","39","PM2.5","Yuba City","06-101-0003","AQS",".","28","8","39","18"
"02/23/2016","56","PM2.5","Yuba City","06-101-0003","AQS",".","26","20","56","32"
"02/24/2016","62","PM2.5","Yuba City","06-101-0003","AQS",".","33","24","62","30"
