"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2016","39","Ozone","Mission Viejo","06-059-2022","AQS","16","39","1","14","31","38"
"01/02/2016","63","PM2.5","Anaheim","06-059-0007","AQS","19","31","1","27","63","42"
"01/03/2016","64","PM2.5","Anaheim","06-059-0007","AQS","19","42","0","23","64","34"
"01/04/2016","44","PM2.5","Anaheim","06-059-0007","AQS","16","38","0","18","44","39"
"01/05/2016","40","Ozone","Costa Mesa","06-059-1003","AQS","16","40","0","8","28","34"
"01/06/2016","36","PM2.5","Anaheim","06-059-0007","AQS","17","32",".","15","36","34"
"01/07/2016","40","Ozone","Costa Mesa","06-059-1003","AQS","8","40","0","9","28","37"
"01/08/2016","60","PM2.5","Anaheim","06-059-0007","AQS","11","33","0","23","60","42"
"01/09/2016","53","PM2.5","Anaheim","06-059-0007","AQS","11","40","0","19","53","30"
"01/10/2016","52","PM2.5","Anaheim","06-059-0007","AQS","11","38","1","14","52","32"
"01/11/2016","64","PM2.5","Anaheim","06-059-0007","AQS","14","28","0","24","64","43"
"01/12/2016","48","NO2","Anaheim Near-Road","06-059-0008","AQS","17","29",".","23","45","48"
"01/13/2016","59","PM2.5","Anaheim","06-059-0007","AQS","16","23","1","31","59","46"
"01/14/2016","73","PM2.5","Anaheim","06-059-0007","AQS","11","35","0","32","73","37"
"01/15/2016","61","PM2.5","Anaheim","06-059-0007","AQS","11","34","0","26","61","32"
"01/16/2016","70","PM2.5","Anaheim","06-059-0007","AQS","10","37","0","30","70","28"
"01/17/2016","108","PM2.5","Anaheim","06-059-0007","AQS","13","43","0","46","108","39"
"01/18/2016","66","PM2.5","Anaheim","06-059-0007","AQS","13","27","0","22","66","25"
"01/19/2016","56","PM2.5","Anaheim","06-059-0007","AQS","11","29","0","18","56","31"
"01/20/2016","38","PM2.5","Anaheim","06-059-0007","AQS","13","29","0",".","38","33"
"01/21/2016","64","PM2.5","Anaheim","06-059-0007","AQS","15","31","0","26","64","46"
