"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2009","7","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","7","."
"01/07/2009","22","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","22","."
"01/13/2009","14","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","14","."
"01/19/2009","20","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","20","."
"01/25/2009","8","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","8","."
"01/31/2009","14","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","14","."
"02/06/2009","9","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","9","."
"02/12/2009","7","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","7","."
"02/18/2009","7","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","7","."
"02/24/2009","10","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","10","."
"03/02/2009","6","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","6","."
"03/08/2009","10","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","10","."
"03/14/2009","17","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","17","."
"03/20/2009","19","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","19","."
"04/02/2009","15","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","15","."
"04/07/2009","25","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","25","."
"04/13/2009","6","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","6","."
"04/19/2009","16","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","16","."
"04/25/2009","21","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS",".","21","."
"05/01/2009","45","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","45","12","."
"05/02/2009","42","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","42",".","."
"05/03/2009","41","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","41",".","."
"05/04/2009","43","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","43",".","."
"05/05/2009","35","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","35",".","."
"05/06/2009","40","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","40",".","."
"05/07/2009","45","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","45","7","."
"05/08/2009","43","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","43",".","."
"05/09/2009","49","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","49",".","."
"05/10/2009","58","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","58",".","."
"05/11/2009","64","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","64",".","."
"05/12/2009","58","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","58",".","."
"05/13/2009","37","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","37","7","."
"05/14/2009","27","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","27",".","."
"05/15/2009","48","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","48",".","."
