"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2009","54","PM2.5","Hollister","06-069-0002","AQS","29","15","54"
"01/02/2009","32","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","32",".","."
"01/03/2009","31","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","31",".","."
"01/04/2009","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36",".","12"
"01/05/2009","32","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","32",".","."
"01/06/2009","30","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","30",".","."
"01/07/2009","33","PM2.5","Hollister","06-069-0002","AQS","24","9","33"
"01/08/2009","23","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","23",".","."
"01/09/2009","37","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","37",".","."
"01/10/2009","35","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","35",".","12"
"01/11/2009","43","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","43",".","."
"01/12/2009","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39",".","."
"01/13/2009","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","7","13"
"01/14/2009","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36",".","."
"01/15/2009","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39",".","."
"01/16/2009","37","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","37",".","9"
"01/17/2009","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39",".","."
"01/18/2009","40","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","40",".","."
"01/19/2009","52","PM2.5","Hollister","06-069-0002","AQS","39","24","52"
"01/20/2009","43","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","43",".","."
"01/21/2009","28","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","28",".","."
"01/22/2009","28","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","28",".","19"
"01/23/2009","21","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","21",".","."
"01/24/2009","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33",".","."
"01/25/2009","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38","8","15"
"01/26/2009","32","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","32",".","."
"01/27/2009","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38",".","."
"01/28/2009","40","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","40",".","11"
"01/29/2009","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36",".","."
"01/30/2009","29","Ozone","Hollister","06-069-0002","AQS","29",".","."
"01/31/2009","48","PM2.5","Hollister","06-069-0002","AQS","27","18","48"
"02/01/2009","34","Ozone","Hollister","06-069-0002","AQS","34",".","."
"02/02/2009","32","Ozone","Hollister","06-069-0002","AQS","32",".","."
"02/03/2009","36","Ozone","Hollister","06-069-0002","AQS","36",".","13"
"02/04/2009","32","Ozone","Hollister","06-069-0002","AQS","32",".","."
"02/05/2009","37","Ozone","Hollister","06-069-0002","AQS","37",".","."
"02/06/2009","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38","5","11"
"02/07/2009","34","Ozone","Hollister","06-069-0002","AQS","34",".","."
"02/08/2009","37","Ozone","Hollister","06-069-0002","AQS","37",".","."
