"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2009","80","PM2.5","Merced-M Street","06-047-2510","AQS","15","19","80","8"
"01/02/2009","13","Ozone","Merced-Coffee","06-047-0003","AQS","13",".",".","13"
"01/03/2009","16","Ozone","Merced-Coffee","06-047-0003","AQS","16",".",".","14"
"01/04/2009","61","PM2.5","Merced-M Street","06-047-2510","AQS","19",".","61","20"
"01/05/2009","14","Ozone","Merced-Coffee","06-047-0003","AQS","14",".",".","12"
"01/06/2009","21","NO2","Merced-Coffee","06-047-0003","AQS","19",".",".","21"
"01/07/2009","83","PM2.5","Merced-M Street","06-047-2510","AQS","10",".","83","17"
"01/08/2009","12","NO2","Merced-Coffee","06-047-0003","AQS","11",".",".","12"
"01/09/2009","12","Ozone","Merced-Coffee","06-047-0003","AQS","12",".",".","11"
"01/10/2009","101","PM2.5","Merced-M Street","06-047-2510","AQS","13",".","101","18"
"01/11/2009","25","NO2","Merced-Coffee","06-047-0003","AQS","17",".",".","25"
"01/12/2009","31","NO2","Merced-Coffee","06-047-0003","AQS","19",".",".","31"
"01/13/2009","107","PM2.5","Merced-M Street","06-047-2510","AQS","21","40","107","35"
"01/14/2009","37","NO2","Merced-Coffee","06-047-0003","AQS","26",".",".","37"
"01/15/2009","38","NO2","Merced-Coffee","06-047-0003","AQS","19",".",".","38"
"01/16/2009","145","PM2.5","Merced-M Street","06-047-2510","AQS","21",".","145","41"
"01/17/2009","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".",".","26"
"01/18/2009","33","NO2","Merced-Coffee","06-047-0003","AQS","24",".",".","33"
"01/19/2009","87","PM2.5","Merced-M Street","06-047-2510","AQS","23","32","87","30"
"01/20/2009","36","NO2","Merced-Coffee","06-047-0003","AQS","18",".",".","36"
"01/21/2009","31","PM10","Merced-M Street","06-047-2510","AQS","5","31",".","25"
"01/22/2009","92","PM2.5","Merced-M Street","06-047-2510","AQS","7",".","92","20"
"01/23/2009","17","NO2","Merced-Coffee","06-047-0003","AQS","3",".",".","17"
"01/24/2009","24","Ozone","Merced-Coffee","06-047-0003","AQS","24",".",".","9"
"01/25/2009","31","Ozone","Merced-Coffee","06-047-0003","AQS","31","7","25","13"
"01/26/2009","23","Ozone","Merced-Coffee","06-047-0003","AQS","23",".",".","18"
"01/27/2009","28","NO2","Merced-Coffee","06-047-0003","AQS","20",".",".","28"
"01/28/2009","91","PM2.5","Merced-M Street","06-047-2510","AQS","19",".","91","23"
"01/29/2009","34","NO2","Merced-Coffee","06-047-0003","AQS","24",".",".","34"
"01/30/2009","32","NO2","Merced-Coffee","06-047-0003","AQS","19",".",".","32"
"01/31/2009","125","PM2.5","Merced-M Street","06-047-2510","AQS","20","41","125","20"
"02/01/2009","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".",".","22"
"02/02/2009","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".",".","32"
"02/03/2009","93","PM2.5","Merced-M Street","06-047-2510","AQS","21",".","93","28"
"02/04/2009","30","NO2","Merced-Coffee","06-047-0003","AQS","21",".",".","30"
"02/05/2009","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".",".","16"
"02/06/2009","30","Ozone","Merced-Coffee","06-047-0003","AQS","30","6","23","22"
"02/07/2009","28","Ozone","Merced-Coffee","06-047-0003","AQS","28",".",".","22"
"02/08/2009","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".",".","9"
"02/09/2009","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".","25","18"
"02/10/2009","29","Ozone","Merced-Coffee","06-047-0003","AQS","29",".",".","25"
"02/11/2009","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".",".","16"
"02/12/2009","35","Ozone","Merced-Coffee","06-047-0003","AQS","35","7","26","24"
"02/13/2009","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".",".","10"
"02/14/2009","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".",".","9"
"02/15/2009","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","16","4"
"02/16/2009","34","Ozone","Merced-Coffee","06-047-0003","AQS","34",".",".","7"
"02/17/2009","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".",".","8"
"02/18/2009","38","PM2.5","Merced-M Street","06-047-2510","AQS","29","14","38","23"
"02/19/2009","27","Ozone","Merced-Coffee","06-047-0003","AQS","27",".",".","24"
"02/20/2009","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".",".","22"
"02/21/2009","81","PM2.5","Merced-M Street","06-047-2510","AQS","20",".","81","23"
"02/22/2009","29","Ozone","Merced-Coffee","06-047-0003","AQS","29",".",".","6"
"02/24/2009","26","PM2.5","Merced-M Street","06-047-2510","AQS",".","10","26","."
"02/27/2009","27","PM2.5","Merced-M Street","06-047-2510","AQS",".",".","27","."
"03/01/2009","28","Ozone","Merced-Coffee","06-047-0003","AQS","28",".",".","."
"03/02/2009","28","Ozone","Merced-Coffee","06-047-0003","AQS","28","7","1","."
"03/03/2009","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".",".","."
"03/04/2009","40","Ozone","Merced-Coffee","06-047-0003","AQS","40",".",".","."
"03/05/2009","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".",".","."
"03/06/2009","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".",".","."
"03/07/2009","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".",".","."
"03/08/2009","43","Ozone","Merced-Coffee","06-047-0003","AQS","43","10",".","."
"03/09/2009","42","Ozone","Merced-Coffee","06-047-0003","AQS","42",".",".","."
"03/10/2009","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".",".","."
"03/11/2009","67","PM2.5","Merced-M Street","06-047-2510","AQS","42",".","67","."
"03/12/2009","58","PM2.5","Merced-M Street","06-047-2510","AQS","41",".","58","."
"03/13/2009","59","PM2.5","Merced-M Street","06-047-2510","AQS","43",".","59","."
"03/14/2009","43","PM2.5","Merced-M Street","06-047-2510","AQS","42","6","43","."
"03/15/2009","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".",".","."
"03/16/2009","34","Ozone","Merced-Coffee","06-047-0003","AQS","34",".",".","."
"03/17/2009","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".",".","."
"03/18/2009","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".",".","."
"03/19/2009","41","Ozone","Merced-Coffee","06-047-0003","AQS","41",".",".","."
