"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2009","35","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","5","12","10","35","12"
"01/02/2009","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31",".",".","19"
"01/03/2009","35","NO2","Santa Rosa - 5th St","06-097-0003","AQS","8","28",".",".","35"
"01/04/2009","55","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","8","21",".","55","26"
"01/05/2009","25","NO2","Santa Rosa - 5th St","06-097-0003","AQS","7","19",".",".","25"
"01/06/2009","20","NO2","Santa Rosa - 5th St","06-097-0003","AQS","9","10",".",".","20"
"01/07/2009","16","NO2","Santa Rosa - 5th St","06-097-0003","AQS","9","9","10",".","16"
"01/08/2009","58","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","8","23",".","58","17"
"01/09/2009","28","NO2","Santa Rosa - 5th St","06-097-0003","AQS","11","24",".",".","28"
"01/10/2009","72","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","15","17",".","72","25"
"01/11/2009","33","NO2","Santa Rosa - 5th St","06-097-0003","AQS","13","20",".",".","33"
"01/12/2009","28","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS",".","28",".",".","."
"01/13/2009","47","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","9","19","23","47","27"
"01/14/2009","29","NO2","Santa Rosa - 5th St","06-097-0003","AQS","9","14",".",".","29"
"01/15/2009","29","NO2","Santa Rosa - 5th St","06-097-0003","AQS","10","16",".",".","29"
"01/16/2009","60","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","13","16",".","60","33"
"01/17/2009","32","NO2","Santa Rosa - 5th St","06-097-0003","AQS","10","23",".",".","32"
"01/18/2009","26","NO2","Santa Rosa - 5th St","06-097-0003","AQS","9","23",".",".","26"
"01/19/2009","49","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","10","23","24","49","29"
"01/20/2009","29","NO2","Santa Rosa - 5th St","06-097-0003","AQS","10","21",".",".","29"
"01/21/2009","28","NO2","Santa Rosa - 5th St","06-097-0003","AQS","13","12",".",".","28"
"01/22/2009","74","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","10","14",".","74","25"
"01/23/2009","16","NO2","Santa Rosa - 5th St","06-097-0003","AQS","8","15",".",".","16"
"01/24/2009","28","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","28",".",".","21"
"01/25/2009","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","37","12","25","32"
"01/26/2009","31","NO2","Santa Rosa - 5th St","06-097-0003","AQS","7","28",".",".","31"
"01/27/2009","29","NO2","Santa Rosa - 5th St","06-097-0003","AQS","8","25",".",".","29"
"01/28/2009","47","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","10","28",".","47","27"
"01/29/2009","29","NO2","Santa Rosa - 5th St","06-097-0003","AQS","10","25",".",".","29"
"01/30/2009","27","NO2","Santa Rosa - 5th St","06-097-0003","AQS","10","23",".",".","27"
"01/31/2009","53","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","10","24","19","53","24"
"02/01/2009","26","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","11","26",".",".","23"
"02/02/2009","36","NO2","Santa Rosa - 5th St","06-097-0003","AQS","10","28",".",".","36"
"02/03/2009","32","NO2","Santa Rosa - 5th St","06-097-0003","AQS","11","30",".",".","32"
"02/04/2009","70","PM2.5","Santa Rosa - 5th St","06-097-0003","AQS","10","28",".","70","35"
"02/05/2009","30","Ozone","Santa Rosa - 5th St","06-097-0003","AQS","10","30",".",".","22"
"02/06/2009","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","9","31","10",".","27"
