"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2009","53","PM10","Coso Junction","06-027-1001","AQS","25","53","5"
"01/02/2009","29","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","29","13","."
"01/03/2009","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","17","."
"01/04/2009","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","28","3"
"01/05/2009","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","16","."
"01/06/2009","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","27","."
"01/07/2009","44","PM10","Coso Junction","06-027-1001","AQS","29","44","13"
"01/08/2009","53","PM10","Keeler","06-027-1003","AQS","35","53","."
"01/09/2009","59","PM10","Coso Junction","06-027-1001","AQS","37","59","."
"01/10/2009","58","PM10","Coso Junction","06-027-1001","AQS","36","58","8"
"01/11/2009","50","PM10","Coso Junction","06-027-1001","AQS","34","50","."
"01/12/2009","40","PM10","Coso Junction","06-027-1001","AQS","34","40","."
"01/13/2009","51","PM10","Coso Junction","06-027-1001","AQS","32","51","8"
"01/14/2009","46","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","31","46","."
"01/15/2009","43","PM10","Coso Junction","06-027-1001","AQS","32","43","."
"01/16/2009","37","PM10","Coso Junction","06-027-1001","AQS","34","37","8"
"01/17/2009","44","PM10","Coso Junction","06-027-1001","AQS","33","44","."
"01/18/2009","42","PM10","Coso Junction","06-027-1001","AQS","36","42","."
"01/19/2009","36","PM10","Coso Junction","06-027-1001","AQS","33","36","25"
"01/20/2009","38","PM10","Coso Junction","06-027-1001","AQS",".","38","."
"01/21/2009","36","PM10","Bishop Tribe EMO","06-027-1023","AQS",".","36","."
"01/22/2009","33","PM10","Bill Stanley","06-027-0026","AQS",".","33","13"
"01/23/2009","16","PM10","Coso Junction","06-027-1001","AQS",".","16","."
"01/24/2009","17","PM10","Bishop Tribe EMO","06-027-1023","AQS",".","17","."
"01/25/2009","13","PM10","Coso Junction","06-027-1001","AQS",".","13","8"
"01/26/2009","20","PM10","Keeler","06-027-1003","AQS",".","20","."
"01/27/2009","22","PM10","Coso Junction","06-027-1001","AQS",".","22","."
"01/28/2009","39","PM10","Coso Junction","06-027-1001","AQS","38","39","13"
"01/29/2009","56","PM10","Coso Junction","06-027-1001","AQS","40","56","."
