"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"02/06/2009","29","NO2","Redwood City","06-081-1001","AQS","7","26","22","29"
"02/07/2009","40","PM2.5","Redwood City","06-081-1001","AQS","11","24","40","25"
"02/08/2009","32","Ozone","Redwood City","06-081-1001","AQS","11","32","31","22"
"02/09/2009","35","NO2","Redwood City","06-081-1001","AQS","9","29","15","35"
"02/10/2009","31","Ozone","Redwood City","06-081-1001","AQS","14","31","20","29"
"02/11/2009","31","Ozone","Redwood City","06-081-1001","AQS","13","31","23","26"
"02/12/2009","34","NO2","Redwood City","06-081-1001","AQS","9","30","20","34"
"02/13/2009","32","Ozone","Redwood City","06-081-1001","AQS","6","32","16","30"
"02/14/2009","32","Ozone","Redwood City","06-081-1001","AQS","6","32","13","22"
"02/15/2009","31","Ozone","Redwood City","06-081-1001","AQS","6","31","19","23"
"02/16/2009","32","Ozone","Redwood City","06-081-1001","AQS","6","32","17","21"
"02/17/2009","32","Ozone","Redwood City","06-081-1001","AQS","7","32","26","25"
"02/18/2009","30","NO2","Redwood City","06-081-1001","AQS","13","21","26","30"
"02/19/2009","39","PM2.5","Redwood City","06-081-1001","AQS","14","28","39","36"
"02/20/2009","46","PM2.5","Redwood City","06-081-1001","AQS","15","20","46","41"
"02/21/2009","53","PM2.5","Redwood City","06-081-1001","AQS","13","30","53","33"
"02/22/2009","31","Ozone","Redwood City","06-081-1001","AQS","6","31","14","7"
"02/23/2009","30","Ozone","Redwood City","06-081-1001","AQS","6","30","8","15"
"02/24/2009","33","Ozone","Redwood City","06-081-1001","AQS","8","33","17","25"
"02/25/2009","32","Ozone","Redwood City","06-081-1001","AQS","7","32","13","26"
"02/26/2009","30","Ozone","Redwood City","06-081-1001","AQS","7","30","12","30"
"02/27/2009","38","NO2","Redwood City","06-081-1001","AQS","8","30","21","38"
"02/28/2009","51","PM2.5","Redwood City","06-081-1001","AQS","9","17","51","32"
"03/01/2009","43","PM2.5","Redwood City","06-081-1001","AQS","10","35","43","29"
"03/02/2009","39","Ozone","Redwood City","06-081-1001","AQS","7","39","15","22"
"03/03/2009","35","Ozone","Redwood City","06-081-1001","AQS","7","35","21","16"
"03/04/2009","17","PM2.5","Redwood City","06-081-1001","AQS",".",".","17","."
"03/05/2009","28","Ozone","Redwood City","06-081-1001","AQS","7","28","22","25"
"03/06/2009","34","Ozone","Redwood City","06-081-1001","AQS","7","34","20","29"
"03/07/2009","34","Ozone","Redwood City","06-081-1001","AQS","9","34","28","22"
"03/08/2009","40","Ozone","Redwood City","06-081-1001","AQS","8","40","27","22"
"03/09/2009","35","Ozone","Redwood City","06-081-1001","AQS","5","35","16","22"
"03/10/2009","30","Ozone","Redwood City","06-081-1001","AQS","15","30","23","28"
"03/11/2009","35","Ozone","Redwood City","06-081-1001","AQS","13","35","30","27"
"03/12/2009","47","PM2.5","Redwood City","06-081-1001","AQS","15","29","47","31"
"03/13/2009","46","PM2.5","Redwood City","06-081-1001","AQS","9","31","46","27"
"03/14/2009","40","Ozone","Redwood City","06-081-1001","AQS","6","40","26","8"
"03/15/2009","32","Ozone","Redwood City","06-081-1001","AQS","6","32","13","8"
"03/16/2009","29","Ozone","Redwood City","06-081-1001","AQS","7","29","19","28"
"03/17/2009","28","Ozone","Redwood City","06-081-1001","AQS","10","28","26","19"
"03/18/2009","54","PM2.5","Redwood City","06-081-1001","AQS","11","20","54","25"
"03/19/2009","43","PM2.5","Redwood City","06-081-1001","AQS","13","26","43","25"
"03/20/2009","35","PM2.5","Redwood City","06-081-1001","AQS",".","23","35","18"
"03/21/2009","43","Ozone","Redwood City","06-081-1001","AQS","7","43","13","17"
"03/22/2009","44","Ozone","Redwood City","06-081-1001","AQS","6","44","19","5"
"03/23/2009","35","Ozone","Redwood City","06-081-1001","AQS","10","35","22","33"
"03/24/2009","29","PM2.5","Redwood City","06-081-1001","AQS","10","27","29","25"
"03/25/2009","43","PM2.5","Redwood City","06-081-1001","AQS","11","30","43","28"
"03/26/2009","30","PM2.5","Redwood City","06-081-1001","AQS","8","24","30","21"
"03/27/2009","38","PM2.5","Redwood City","06-081-1001","AQS","9","38","38","29"
"03/28/2009","54","PM2.5","Redwood City","06-081-1001","AQS","8","30","54","21"
"03/29/2009","37","Ozone","Redwood City","06-081-1001","AQS","3","37","33","9"
"03/30/2009","41","Ozone","Redwood City","06-081-1001","AQS","5","41","23","23"
"03/31/2009","44","PM2.5","Redwood City","06-081-1001","AQS","8","39","44","34"
"04/01/2009","37","PM2.5","Redwood City","06-081-1001","AQS","5","33","37","19"
"04/02/2009","38","Ozone","Redwood City","06-081-1001","AQS","5","38","24","13"
"04/03/2009","43","PM2.5","Redwood City","06-081-1001","AQS","5","40","43","17"
"04/04/2009","48","Ozone","Redwood City","06-081-1001","AQS","7","48","37","19"
"04/05/2009","61","Ozone","Redwood City","06-081-1001","AQS","6","61","39","33"
"04/06/2009","49","Ozone","Redwood City","06-081-1001","AQS","9","49","46","35"
"04/07/2009","40","PM2.5","Redwood City","06-081-1001","AQS","6","38","40","27"
"04/08/2009","42","Ozone","Redwood City","06-081-1001","AQS","6","42","12","19"
"04/09/2009","41","Ozone","Redwood City","06-081-1001","AQS","5","41","23","9"
"04/10/2009","36","Ozone","Redwood City","06-081-1001","AQS","7","36","22","26"
"04/11/2009","37","Ozone","Redwood City","06-081-1001","AQS","3","37","20","7"
"04/12/2009","31","Ozone","Redwood City","06-081-1001","AQS","6","31","18","11"
"04/13/2009","41","Ozone","Redwood City","06-081-1001","AQS","7","41","27","15"
"04/14/2009","41","Ozone","Redwood City","06-081-1001","AQS","5","41","30","11"
"04/15/2009","37","Ozone","Redwood City","06-081-1001","AQS","5","37","29","15"
"04/16/2009","35","Ozone","Redwood City","06-081-1001","AQS","9","35","32","28"
"04/17/2009","30","Ozone","Redwood City","06-081-1001","AQS","9","30","26","24"
"04/18/2009","48","PM2.5","Redwood City","06-081-1001","AQS","7","31","48","23"
"04/19/2009","77","Ozone","Redwood City","06-081-1001","AQS","8","77","51","40"
"04/20/2009","77","Ozone","Redwood City","06-081-1001","AQS","9","77","52","32"
"04/21/2009","64","Ozone","Redwood City","06-081-1001","AQS","10","64","50","34"
"04/22/2009","58","PM2.5","Redwood City","06-081-1001","AQS","8","28","58","28"
"04/23/2009","45","PM2.5","Redwood City","06-081-1001","AQS","6","38","45","18"
"04/24/2009","46","PM2.5","Redwood City","06-081-1001","AQS","5","38","46","11"
"04/25/2009","52","PM2.5","Redwood City","06-081-1001","AQS","7","41","52","16"
"04/26/2009","48","PM2.5","Redwood City","06-081-1001","AQS","5","40","48","12"
"04/27/2009","56","PM2.5","Redwood City","06-081-1001","AQS","5","41","56","10"
"04/28/2009","40","Ozone","Redwood City","06-081-1001","AQS","6","40","35","16"
"04/29/2009","41","PM2.5","Redwood City","06-081-1001","AQS","7","40","41","32"
"04/30/2009","37","PM2.5","Redwood City","06-081-1001","AQS","8","34","37","30"
"05/01/2009","31","PM2.5","Redwood City","06-081-1001","AQS","7","22","31","25"
"05/02/2009","31","PM2.5","Redwood City","06-081-1001","AQS","6","31","31","13"
"05/03/2009","25","PM2.5","Redwood City","06-081-1001","AQS","6","25","25","14"
"05/04/2009","27","PM2.5","Redwood City","06-081-1001","AQS","6","18","27","14"
"05/05/2009","20","PM2.5","Redwood City","06-081-1001","AQS","6","18","20","11"
"05/06/2009","25","PM2.5","Redwood City","06-081-1001","AQS","7","14","25","13"
"05/07/2009","34","Ozone","Redwood City","06-081-1001","AQS","5","34","32","13"
"05/08/2009","31","Ozone","Redwood City","06-081-1001","AQS","7","31",".","22"
"05/09/2009","58","PM2.5","Redwood City","06-081-1001","AQS","6","30","58","14"
"05/10/2009","57","PM2.5","Redwood City","06-081-1001","AQS","6","32","57","9"
"05/11/2009","40","PM2.5","Redwood City","06-081-1001","AQS","7","34","40","18"
"05/12/2009","40","PM2.5","Redwood City","06-081-1001","AQS","7","35","40","18"
"05/13/2009","32","PM2.5","Redwood City","06-081-1001","AQS","7","31","32","19"
"05/14/2009","24","PM2.5","Redwood City","06-081-1001","AQS","6","17","24","11"
"05/15/2009","36","PM2.5","Redwood City","06-081-1001","AQS","6","16","36","19"
"05/16/2009","67","Ozone","Redwood City","06-081-1001","AQS","7","67","54","25"
"05/17/2009","60","PM2.5","Redwood City","06-081-1001","AQS","8","49","60","23"
"05/18/2009","45","PM2.5","Redwood City","06-081-1001","AQS","6","22","45","18"
"05/19/2009","32","PM2.5","Redwood City","06-081-1001","AQS","5","30","32","15"
"05/20/2009","48","PM2.5","Redwood City","06-081-1001","AQS","7","30","48","22"
"05/21/2009","57","PM2.5","Redwood City","06-081-1001","AQS","7","28","57","17"
"05/22/2009","59","PM2.5","Redwood City","06-081-1001","AQS","5","27","59","12"
"05/23/2009","40","PM2.5","Redwood City","06-081-1001","AQS","3","33","40","6"
"05/24/2009","50","PM2.5","Redwood City","06-081-1001","AQS","5","35","50","7"
"05/25/2009","54","PM2.5","Redwood City","06-081-1001","AQS","5","36","54","8"
"05/26/2009","64","PM2.5","Redwood City","06-081-1001","AQS","7","27","64","21"
"05/27/2009","59","PM2.5","Redwood City","06-081-1001","AQS","6","26","59","20"
"05/28/2009","54","PM2.5","Redwood City","06-081-1001","AQS","3","29","54","15"
"05/29/2009","48","PM2.5","Redwood City","06-081-1001","AQS","3","31","48","11"
"05/30/2009","34","PM2.5","Redwood City","06-081-1001","AQS","2","33","34","8"
"05/31/2009","29","Ozone","Redwood City","06-081-1001","AQS","2","29","25","7"
"06/01/2009","22","PM2.5","Redwood City","06-081-1001","AQS","3","19","22","10"
"06/02/2009","28","PM2.5","Redwood City","06-081-1001","AQS","3","23","28","11"
"06/03/2009","29","PM2.5","Redwood City","06-081-1001","AQS","3","28","29","21"
"06/04/2009","26","Ozone","Redwood City","06-081-1001","AQS","2","26","24","7"
"06/05/2009","23","PM2.5","Redwood City","06-081-1001","AQS","3","23","23","11"
"06/06/2009","24","Ozone","Redwood City","06-081-1001","AQS","3","24","18","10"
"06/07/2009","31","Ozone","Redwood City","06-081-1001","AQS","3","31","25","6"
"06/08/2009","40","PM2.5","Redwood City","06-081-1001","AQS","3","30","40","6"
"06/09/2009","20","Ozone","Redwood City","06-081-1001","AQS","2","20","18","6"
"06/10/2009","25","Ozone","Redwood City","06-081-1001","AQS","2","25",".","6"
"06/11/2009","26","PM2.5","Redwood City","06-081-1001","AQS","2","23","26","6"
"06/12/2009","26","Ozone","Redwood City","06-081-1001","AQS","2","26","25","6"
"06/13/2009","27","Ozone","Redwood City","06-081-1001","AQS","3","27","19","7"
"06/14/2009","31","Ozone","Redwood City","06-081-1001","AQS","2","31","15","8"
"06/15/2009","31","PM2.5","Redwood City","06-081-1001","AQS","5","31","31","16"
"06/16/2009","44","PM2.5","Redwood City","06-081-1001","AQS",".","28","44","6"
"06/17/2009","39","PM2.5","Redwood City","06-081-1001","AQS","3","23","39","8"
"06/18/2009","52","PM2.5","Redwood City","06-081-1001","AQS","3","29","52","15"
"06/19/2009","52","PM2.5","Redwood City","06-081-1001","AQS","5","29","52","12"
"06/20/2009","54","PM2.5","Redwood City","06-081-1001","AQS","2","27","54","7"
"06/21/2009","44","PM2.5","Redwood City","06-081-1001","AQS","2","30","44","9"
"06/22/2009","48","PM2.5","Redwood City","06-081-1001","AQS","6","31","48","16"
"06/23/2009","66","PM2.5","Redwood City","06-081-1001","AQS","5","26","66","18"
"06/24/2009","59","PM2.5","Redwood City","06-081-1001","AQS","3","30","59","15"
"06/25/2009","42","PM2.5","Redwood City","06-081-1001","AQS","3","20","42","12"
"06/26/2009","59","PM2.5","Redwood City","06-081-1001","AQS","3","28","59","15"
"06/27/2009","68","PM2.5","Redwood City","06-081-1001","AQS","5","54","68","25"
"06/28/2009","72","PM2.5","Redwood City","06-081-1001","AQS","6","40","72","23"
"06/29/2009","75","PM2.5","Redwood City","06-081-1001","AQS","3","28","75","21"
"06/30/2009","64","PM2.5","Redwood City","06-081-1001","AQS","3","31","64","13"
"07/01/2009","64","PM2.5","Redwood City","06-081-1001","AQS","3","31","64","10"
"07/02/2009","59","PM2.5","Redwood City","06-081-1001","AQS","2","31","59","10"
"07/03/2009","58","PM2.5","Redwood City","06-081-1001","AQS","2","27","58","9"
"07/04/2009","56","PM2.5","Redwood City","06-081-1001","AQS","2","30","56","7"
"07/05/2009","38","PM2.5","Redwood City","06-081-1001","AQS","2","27","38","5"
"07/06/2009","35","PM2.5","Redwood City","06-081-1001","AQS","2","26","35","9"
"07/07/2009","44","PM2.5","Redwood City","06-081-1001","AQS","5","22","44","12"
"07/08/2009","45","PM2.5","Redwood City","06-081-1001","AQS","3","23","45","16"
"07/09/2009","31","PM2.5","Redwood City","06-081-1001","AQS","5","25","31","13"
"07/10/2009","45","PM2.5","Redwood City","06-081-1001","AQS","3","25","45","15"
"07/11/2009","48","PM2.5","Redwood City","06-081-1001","AQS","2","30","48","10"
"07/12/2009","46","PM2.5","Redwood City","06-081-1001","AQS","2","28","46","11"
"07/13/2009","54","PM2.5","Redwood City","06-081-1001","AQS","5","48","54","25"
"07/14/2009","63","PM2.5","Redwood City","06-081-1001","AQS","6","37","63","26"
"07/15/2009","66","PM2.5","Redwood City","06-081-1001","AQS","3","28","66","22"
"07/16/2009","56","PM2.5","Redwood City","06-081-1001","AQS","3","27","56","15"
"07/17/2009","44","PM2.5","Redwood City","06-081-1001","AQS","3","21","44","22"
"07/18/2009","52","PM2.5","Redwood City","06-081-1001","AQS","3","21","52","20"
"07/19/2009","61","PM2.5","Redwood City","06-081-1001","AQS","2","27","61","14"
"07/20/2009","21","Ozone","Redwood City","06-081-1001","AQS","3","21",".","14"
"07/21/2009","23","PM2.5","Redwood City","06-081-1001","AQS","2","21","23","15"
"07/22/2009","18","Ozone","Redwood City","06-081-1001","AQS","2","18",".","15"
"07/23/2009","15","Ozone","Redwood City","06-081-1001","AQS","2","15",".","14"
"07/24/2009","18","Ozone","Redwood City","06-081-1001","AQS","2","18","10","8"
"07/25/2009","19","Ozone","Redwood City","06-081-1001","AQS","2","19",".","12"
"07/26/2009","21","Ozone","Redwood City","06-081-1001","AQS","2","21",".","10"
"07/27/2009","15","Ozone","Redwood City","06-081-1001","AQS","2","15",".","14"
"07/28/2009","18","Ozone","Redwood City","06-081-1001","AQS","2","18",".","12"
"07/29/2009","19","Ozone","Redwood City","06-081-1001","AQS","2","19",".","13"
"07/30/2009","15","Ozone","Redwood City","06-081-1001","AQS","2","15","12","12"
"07/31/2009","13","Ozone","Redwood City","06-081-1001","AQS","2","13",".","10"
"08/01/2009","15","Ozone","Redwood City","06-081-1001","AQS","2","15",".","8"
"08/02/2009","18","Ozone","Redwood City","06-081-1001","AQS","1","18",".","4"
"08/03/2009","15","Ozone","Redwood City","06-081-1001","AQS","1","15",".","6"
"08/04/2009","16","Ozone","Redwood City","06-081-1001","AQS","1","16",".","8"
"08/05/2009","18","Ozone","Redwood City","06-081-1001","AQS","2","18","12","10"
"08/06/2009","21","Ozone","Redwood City","06-081-1001","AQS","1","21",".","11"
"08/07/2009","29","Ozone","Redwood City","06-081-1001","AQS","3","29",".","14"
"08/08/2009","68","PM2.5","Redwood City","06-081-1001","AQS","5","36","68","15"
"08/09/2009","61","PM2.5","Redwood City","06-081-1001","AQS","5","39","61","16"
"08/10/2009","53","PM2.5","Redwood City","06-081-1001","AQS","6","24","53","25"
"08/11/2009","25","PM2.5","Redwood City","06-081-1001","AQS","3","18","25","14"
"08/12/2009","21","Ozone","Redwood City","06-081-1001","AQS","3","21","17","14"
"08/13/2009","25","Ozone","Redwood City","06-081-1001","AQS","3","25","24","17"
"08/14/2009","38","PM2.5","Redwood City","06-081-1001","AQS","2","25","38","16"
"08/15/2009","59","PM2.5","Redwood City","06-081-1001","AQS","3","34","59","12"
"08/16/2009","65","PM2.5","Redwood City","06-081-1001","AQS","3","30","65","16"
"08/17/2009","55","PM2.5","Redwood City","06-081-1001","AQS","5","21","55","16"
"08/18/2009","55","PM2.5","Redwood City","06-081-1001","AQS","2","27","55","14"
"08/19/2009","54","PM2.5","Redwood City","06-081-1001","AQS","3","27","54","14"
"08/20/2009","50","PM2.5","Redwood City","06-081-1001","AQS","3","30","50","11"
"08/21/2009","44","PM2.5","Redwood City","06-081-1001","AQS","3","24","44","19"
"08/22/2009","49","PM2.5","Redwood City","06-081-1001","AQS","3","21","49","22"
"08/23/2009","50","PM2.5","Redwood City","06-081-1001","AQS","2","28","50","10"
"08/24/2009","57","PM2.5","Redwood City","06-081-1001","AQS","2","24","57","16"
"08/25/2009","52","PM2.5","Redwood City","06-081-1001","AQS","3","24","52","17"
"08/26/2009","28","PM2.5","Redwood City","06-081-1001","AQS","2","25","28","18"
"08/27/2009","31","Ozone","Redwood City","06-081-1001","AQS","3","31","20","31"
"08/28/2009","48","Ozone","Redwood City","06-081-1001","AQS","7","48","29","37"
"08/29/2009","38","PM2.5","Redwood City","06-081-1001","AQS","7","27","38","25"
"08/30/2009","26","Ozone","Redwood City","06-081-1001","AQS","2","26","10","14"
"08/31/2009","22","Ozone","Redwood City","06-081-1001","AQS",".","22","8","9"
"09/01/2009","27","NO2","Redwood City","06-081-1001","AQS","5","23","23","27"
"09/02/2009","28","PM2.5","Redwood City","06-081-1001","AQS","6","23","28","25"
"09/03/2009","18","Ozone","Redwood City","06-081-1001","AQS",".","18","16","."
"09/04/2009","30","PM2.5","Redwood City","06-081-1001","AQS","3","21","30","19"
"09/05/2009","25","Ozone","Redwood City","06-081-1001","AQS","2","25","9","13"
"09/06/2009","29","Ozone","Redwood City","06-081-1001","AQS","1","29","8","6"
"09/07/2009","28","Ozone","Redwood City","06-081-1001","AQS","2","28","22","13"
"09/08/2009","39","PM2.5","Redwood City","06-081-1001","AQS","5","22","39","20"
"09/09/2009","40","PM2.5","Redwood City","06-081-1001","AQS","3","23","40","22"
"09/10/2009","44","PM2.5","Redwood City","06-081-1001","AQS","7","20","44","30"
"09/11/2009","25","NO2","Redwood City","06-081-1001","AQS","7","18","23","25"
"09/12/2009","27","Ozone","Redwood City","06-081-1001","AQS","2","27","10","18"
"09/13/2009","25","Ozone","Redwood City","06-081-1001","AQS","2","25","7","4"
"09/14/2009","27","Ozone","Redwood City","06-081-1001","AQS",".","27","15","20"
"09/15/2009","29","Ozone","Redwood City","06-081-1001","AQS","5","29","18","14"
"09/16/2009","20","NO2","Redwood City","06-081-1001","AQS","5","19","16","20"
"09/17/2009","29","PM2.5","Redwood City","06-081-1001","AQS","5","23","29","25"
"09/18/2009","51","PM2.5","Redwood City","06-081-1001","AQS",".","43","51","24"
"09/19/2009","30","PM2.5","Redwood City","06-081-1001","AQS","3","28","30","19"
"09/20/2009","33","Ozone","Redwood City","06-081-1001","AQS","2","33","30","14"
"09/21/2009","31","PM2.5","Redwood City","06-081-1001","AQS","6","24","31","22"
"09/22/2009","31","PM2.5","Redwood City","06-081-1001","AQS","7","25","31","28"
"09/23/2009","31","PM2.5","Redwood City","06-081-1001","AQS","5","24","31","26"
"09/24/2009","45","PM2.5","Redwood City","06-081-1001","AQS","6","23","45","27"
"09/25/2009","57","PM2.5","Redwood City","06-081-1001","AQS","6","25","57","36"
"09/26/2009","40","Ozone","Redwood City","06-081-1001","AQS","7","40","39","31"
"09/27/2009","59","PM2.5","Redwood City","06-081-1001","AQS","8","44","59","23"
"09/28/2009","44","PM2.5","Redwood City","06-081-1001","AQS","2","30","44","14"
"09/29/2009","31","Ozone","Redwood City","06-081-1001","AQS","1","31","16","9"
"09/30/2009","31","NO2","Redwood City","06-081-1001","AQS","6","30","13","31"
"10/01/2009","33","NO2","Redwood City","06-081-1001","AQS","7","32","23","33"
"10/02/2009","36","Ozone","Redwood City","06-081-1001","AQS","8","36","30","31"
"10/03/2009","31","Ozone","Redwood City","06-081-1001","AQS","5","31","24","10"
"10/04/2009","30","Ozone","Redwood City","06-081-1001","AQS","5","30","25","12"
"10/05/2009","26","Ozone","Redwood City","06-081-1001","AQS","10","26","23","25"
"10/06/2009","29","Ozone","Redwood City","06-081-1001","AQS","9","29","23","27"
"10/07/2009","37","PM2.5","Redwood City","06-081-1001","AQS","13","25","37","34"
"10/08/2009","33","PM2.5","Redwood City","06-081-1001","AQS","6","28","33","24"
"10/09/2009","52","PM2.5","Redwood City","06-081-1001","AQS","6","25","52","24"
"10/10/2009","54","PM2.5","Redwood City","06-081-1001","AQS","6","31","54","20"
"10/11/2009","40","Ozone","Redwood City","06-081-1001","AQS","6","40","36","8"
"10/12/2009","31","Ozone","Redwood City","06-081-1001","AQS","6","31","21","25"
"10/13/2009","27","Ozone","Redwood City","06-081-1001","AQS","6","27","13","11"
"10/14/2009","25","Ozone","Redwood City","06-081-1001","AQS","7","25","15","17"
"10/15/2009","25","PM2.5","Redwood City","06-081-1001","AQS","10","13","25","23"
"10/16/2009","23","NO2","Redwood City","06-081-1001","AQS","10","16","18","23"
"10/17/2009","15","NO2","Redwood City","06-081-1001","AQS","9","12","13","15"
"10/18/2009","31","Ozone","Redwood City","06-081-1001","AQS","7","31","15","9"
"10/19/2009","31","PM2.5","Redwood City","06-081-1001","AQS","7","28","31","23"
"10/20/2009","26","PM2.5","Redwood City","06-081-1001","AQS","9","19","26","20"
"10/21/2009","25","PM2.5","Redwood City","06-081-1001","AQS","7","19","25","18"
"10/22/2009","38","PM2.5","Redwood City","06-081-1001","AQS","7","19","38","22"
"10/23/2009","59","PM2.5","Redwood City","06-081-1001","AQS","14",".","59","28"
"10/24/2009","39","PM2.5","Redwood City","06-081-1001","AQS","11",".","39","25"
"10/25/2009","36","PM2.5","Redwood City","06-081-1001","AQS","9",".","36","29"
"10/26/2009","34","NO2","Redwood City","06-081-1001","AQS","16","31","33","34"
"10/27/2009","30","Ozone","Redwood City","06-081-1001","AQS","6","30","25","25"
"10/28/2009","30","NO2","Redwood City","06-081-1001","AQS","6","29","24","30"
"10/29/2009","36","PM2.5","Redwood City","06-081-1001","AQS","10","22","36","34"
"10/30/2009","38","PM2.5","Redwood City","06-081-1001","AQS","11","16","38","35"
"10/31/2009","66","PM2.5","Redwood City","06-081-1001","AQS","10","14","66","26"
"11/01/2009","55","PM2.5","Redwood City","06-081-1001","AQS","10","29","55","35"
"11/02/2009","53","PM2.5","Redwood City","06-081-1001","AQS","14","14","53","40"
"11/03/2009","63","PM2.5","Redwood City","06-081-1001","AQS","11","17","63","53"
"11/04/2009","56","PM2.5","Redwood City","06-081-1001","AQS","10","28","56","30"
"11/05/2009","32","PM2.5","Redwood City","06-081-1001","AQS","8","27","32","25"
"11/06/2009","27","PM2.5","Redwood City","06-081-1001","AQS","10","26","27","26"
"11/07/2009","41","PM2.5","Redwood City","06-081-1001","AQS","7","25","41","20"
"11/08/2009","40","PM2.5","Redwood City","06-081-1001","AQS","9","25","40","32"
"11/09/2009","49","PM2.5","Redwood City","06-081-1001","AQS","13","13","49","33"
"11/10/2009","53","PM2.5","Redwood City","06-081-1001","AQS","11","11","53","34"
"11/11/2009","42","PM2.5","Redwood City","06-081-1001","AQS","9","19","42","25"
"11/12/2009","31","Ozone","Redwood City","06-081-1001","AQS","7","31","27","23"
"11/13/2009","34","NO2","Redwood City","06-081-1001","AQS","13","30","31","34"
"11/14/2009","48","PM2.5","Redwood City","06-081-1001","AQS","10","25","48","29"
"11/15/2009","43","PM2.5","Redwood City","06-081-1001","AQS","10","21","43","30"
"11/16/2009","58","PM2.5","Redwood City","06-081-1001","AQS","15","13","58","40"
"11/17/2009","33","PM2.5","Redwood City","06-081-1001","AQS","16","31","33","30"
"11/18/2009","39","NO2","Redwood City","06-081-1001","AQS","8","22","24","39"
"11/19/2009","43","PM2.5","Redwood City","06-081-1001","AQS","14","12","43","37"
"11/20/2009","45","PM2.5","Redwood City","06-081-1001","AQS","11","29","45","33"
"11/21/2009","33","PM2.5","Redwood City","06-081-1001","AQS","11","26","33","26"
"11/22/2009","43","PM2.5","Redwood City","06-081-1001","AQS","11","24","43","26"
"11/23/2009","48","PM2.5","Redwood City","06-081-1001","AQS","14","16","48","37"
"11/24/2009","42","PM2.5","Redwood City","06-081-1001","AQS","16","13","42","35"
"11/25/2009","63","PM2.5","Redwood City","06-081-1001","AQS","17","13","63","40"
"11/26/2009","62","PM2.5","Redwood City","06-081-1001","AQS","17","12","62","28"
"11/27/2009","44","PM2.5","Redwood City","06-081-1001","AQS","11","26","44","24"
"11/28/2009","30","Ozone","Redwood City","06-081-1001","AQS","7","30","15","23"
"11/29/2009","31","NO2","Redwood City","06-081-1001","AQS","10","29","28","31"
