"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2009","160","PM2.5","Burbank","06-037-1002","AQS","34","31","16","63","160","78"
"01/02/2009","153","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","40","9","58","153","57"
"01/03/2009","101","PM2.5","Burbank","06-037-1002","AQS","10","32","9","30","101","37"
"01/04/2009","72","PM2.5","Long Beach (North)","06-037-4002","AQS","28","40","7","27","72","41"
"01/05/2009","59","PM2.5","Burbank","06-037-1002","AQS","25","34","9","35","59","49"
"01/06/2009","85","PM2.5","Burbank","06-037-1002","AQS","20","28","6","43","85","48"
"01/07/2009","106","PM2.5","Burbank","06-037-1002","AQS","34","25","7","55","106","66"
"01/08/2009","103","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","30","4","51","103","82"
"01/09/2009","127","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","35","40","11","57","127","63"
"01/10/2009","81","PM2.5","Compton","06-037-1302","AQS","49","38","31","54","81","54"
"01/11/2009","64","PM2.5","Long Beach (South)","06-037-4004","AQS","39","40","11","33","64","49"
"01/12/2009","76","NO2","LAX Hastings","06-037-5005","AQS","42","39","14","52","53","76"
"01/13/2009","78","NO2","Compton","06-037-1302","AQS","19","35","9","65","62","78"
"01/14/2009","69","NO2","LAX Hastings","06-037-5005","AQS","40","33","14","45","53","69"
"01/15/2009","67","NO2","LAX Hastings","06-037-5005","AQS","52","35","9","44","63","67"
"01/16/2009","73","PM2.5","Compton","06-037-1302","AQS","22","36","14","48","73","68"
"01/17/2009","55","PM2.5","Burbank","06-037-1002","AQS","28","35","11","37","55","52"
"01/18/2009","43","PM2.5","Burbank","06-037-1002","AQS","27","39","1","30","43","42"
"01/19/2009","60","NO2","Burbank","06-037-1002","AQS","20","34","11","44","50","60"
"01/20/2009","61","NO2","Long Beach (North)","06-037-4002","AQS","20","33","11","40","54","61"
"01/21/2009","66","PM2.5","Long Beach (South)","06-037-4004","AQS","19","26","17","38","66","65"
"01/22/2009","76","PM2.5","Compton","06-037-1302","AQS","20","22","19","45","76","57"
"01/23/2009","57","PM2.5","Burbank","06-037-1002","AQS","18","22","10","29","57","46"
"01/24/2009","36","PM2.5","Burbank","06-037-1002","AQS","8","28","3","12","36","26"
"01/25/2009","46","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","35","4","23","46","29"
"01/26/2009","36","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","36","4","21","28","35"
"01/27/2009","49","PM2.5","Burbank","06-037-1002","AQS","17","38","4","31","49","46"
"01/28/2009","56","PM2.5","Long Beach (North)","06-037-4002","AQS","17","39","9","37","56","51"
"01/29/2009","68","NO2","Compton","06-037-1302","AQS","42","41","20","40","55","68"
"01/30/2009","62","NO2","Compton","06-037-1302","AQS","31","39","10","61","53","62"
"01/31/2009","54","PM2.5","Burbank","06-037-1002","AQS","32","36","7","37","54","47"
"02/01/2009","80","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","40","7","44","80","52"
"02/02/2009","58","PM2.5","Burbank","06-037-1002","AQS","18","37","6","37","58","51"
"02/03/2009","59","PM2.5","Long Beach (South)","06-037-4004","AQS","26","34","24","38","59","56"
"02/04/2009","67","NO2","Compton","06-037-1302","AQS","39","34","13","39","46","67"
"02/05/2009","44","PM2.5","Santa Clarita","06-037-6012","AQS","11","33","7","28","44","42"
"02/06/2009","36","Ozone","LAX Hastings","06-037-5005","AQS","7","36","4","15","28","32"
"02/07/2009","34","Ozone","Glendora","06-037-0016","AQS","6","34","11","14","25","31"
"02/08/2009","39","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","36","7","19","39","30"
"02/09/2009","46","NO2","Azusa","06-037-0002","AQS","6","29","1","12","21","46"
"02/10/2009","40","NO2","Compton","06-037-1302","AQS","15","31","1","28","33","40"
"02/11/2009","61","PM2.5","Glendora","06-037-0016","AQS","19","35","7","33","61","40"
"02/12/2009","40","Ozone","Lancaster-Division Street","06-037-9033","AQS","17","40","9","23","38","38"
"02/13/2009","49","PM2.5","Burbank","06-037-1002","AQS","14","35","7","19","49","35"
"02/14/2009","58","PM2.5","Burbank","06-037-1002","AQS","13","40","6","27","58","37"
"02/15/2009","74","PM2.5","Burbank","06-037-1002","AQS","18","35","10","28","74","38"
"02/16/2009","40","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","40","7","21","36","35"
"02/17/2009","40","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","40","9","17","34","36"
"02/18/2009","48","PM2.5","Burbank","06-037-1002","AQS","13","39","4","27","48","45"
"02/19/2009","53","PM2.5","Burbank","06-037-1002","AQS","15","41","4","31","53","50"
"02/20/2009","52","NO2","Burbank","06-037-1002","AQS","16","39","11","32","43","52"
