"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"04/22/2009","24","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","24"
"04/25/2009","38","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","38"
"04/28/2009","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"05/01/2009","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"05/04/2009","31","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","31"
"05/07/2009","50","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","50"
"05/10/2009","22","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","22"
"05/13/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
"05/16/2009","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"05/19/2009","46","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","46"
"05/22/2009","22","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","22"
"05/25/2009","42","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","42"
"05/28/2009","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"05/31/2009","46","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","46"
"06/03/2009","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"06/06/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
"06/09/2009","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"06/12/2009","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"06/15/2009","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"06/18/2009","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"06/21/2009","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"06/24/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
"06/27/2009","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"06/30/2009","42","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","42"
"07/03/2009","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"07/06/2009","17","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","17"
"07/09/2009","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"07/12/2009","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"07/18/2009","46","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","46"
"07/21/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
"07/24/2009","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"07/27/2009","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"07/30/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
"08/02/2009","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"08/05/2009","17","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","17"
"08/08/2009","42","PM2.5","Quincy-N Church Street","06-063-1006","AQS","42"
"08/11/2009","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"08/14/2009","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"08/17/2009","44","PM2.5","Quincy-N Church Street","06-063-1006","AQS","44"
"08/20/2009","4","PM2.5","Quincy-N Church Street","06-063-1006","AQS","4"
"08/23/2009","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"08/26/2009","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"08/29/2009","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"09/01/2009","13","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","13"
"09/04/2009","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"09/07/2009","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"09/10/2009","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"09/13/2009","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"09/16/2009","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"09/19/2009","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"09/22/2009","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"09/25/2009","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"09/28/2009","38","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","38"
"10/01/2009","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"10/04/2009","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"10/07/2009","50","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","50"
"10/10/2009","44","PM2.5","Quincy-N Church Street","06-063-1006","AQS","44"
"10/13/2009","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"10/16/2009","43","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","43"
"10/19/2009","35","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","35"
"10/22/2009","55","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","55"
"10/25/2009","44","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","44"
"10/28/2009","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"10/31/2009","66","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","66"
"11/03/2009","57","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","57"
"11/06/2009","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"11/09/2009","70","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","70"
"11/12/2009","47","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","47"
"11/15/2009","140","PM2.5","Quincy-N Church Street","06-063-1006","AQS","140"
"11/18/2009","52","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","52"
"11/21/2009","55","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","55"
"11/24/2009","66","PM2.5","Quincy-N Church Street","06-063-1006","AQS","66"
"11/27/2009","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"11/30/2009","85","PM2.5","Quincy-N Church Street","06-063-1006","AQS","85"
"12/03/2009","56","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","56"
"12/06/2009","63","PM2.5","Quincy-N Church Street","06-063-1006","AQS","63"
"12/09/2009","108","PM2.5","Quincy-N Church Street","06-063-1006","AQS","108"
"12/12/2009","42","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","42"
"12/15/2009","72","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","72"
"12/18/2009","59","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","59"
"12/21/2009","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"12/24/2009","82","PM2.5","Quincy-N Church Street","06-063-1006","AQS","82"
"12/27/2009","81","PM2.5","Quincy-N Church Street","06-063-1006","AQS","81"
