"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/01/2009","109","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","109"
"01/04/2009","80","PM2.5","Quincy-N Church Street","06-063-1006","AQS","80"
"01/07/2009","93","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","93"
"01/10/2009","98","PM2.5","Quincy-N Church Street","06-063-1006","AQS","98"
"01/13/2009","91","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","91"
"01/16/2009","92","PM2.5","Quincy-N Church Street","06-063-1006","AQS","92"
"01/19/2009","100","PM2.5","Quincy-N Church Street","06-063-1006","AQS","100"
"01/25/2009","42","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","42"
"01/28/2009","92","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","92"
"01/31/2009","80","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","80"
"02/03/2009","107","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","107"
"02/06/2009","47","PM2.5","Quincy-N Church Street","06-063-1006","AQS","47"
"02/09/2009","51","PM2.5","Quincy-N Church Street","06-063-1006","AQS","51"
"02/12/2009","55","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","55"
"02/15/2009","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"02/18/2009","59","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","59"
"02/21/2009","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"02/24/2009","38","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","38"
"02/27/2009","56","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","56"
"03/02/2009","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"03/05/2009","57","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","57"
"03/08/2009","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"03/11/2009","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
"03/14/2009","63","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","63"
"03/17/2009","66","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","66"
"03/20/2009","43","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","43"
"03/23/2009","48","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","48"
"03/26/2009","68","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","68"
"03/29/2009","20","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","20"
"04/01/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
"04/04/2009","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"04/07/2009","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"04/10/2009","32","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","32"
"04/13/2009","36","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","36"
"04/16/2009","44","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","44"
"04/19/2009","29","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","29"
