"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2009","52","PM2.5","Salinas 3","06-053-1003","AQS","6","20","17","52","20"
"01/02/2009","29","Ozone","Carmel Valley","06-053-0002","AQS","6","29",".",".","14"
"01/03/2009","26","Ozone","Carmel Valley","06-053-0002","AQS","6","26",".",".","22"
"01/04/2009","27","Ozone","Carmel Valley","06-053-0002","AQS","7","27",".",".","25"
"01/05/2009","18","Ozone","Carmel Valley","06-053-0002","AQS","6","18",".",".","18"
"01/06/2009","20","Ozone","Carmel Valley","06-053-0002","AQS","6","20",".",".","20"
"01/07/2009","38","PM2.5","Salinas 3","06-053-1003","AQS","7","17","16","38","21"
"01/08/2009","23","NO2","Salinas 3","06-053-1003","AQS","7","19",".",".","23"
"01/09/2009","27","Ozone","Carmel Valley","06-053-0002","AQS","7","27",".",".","20"
"01/10/2009","26","Ozone","Carmel Valley","06-053-0002","AQS",".","26",".",".","."
"01/11/2009","31","Ozone","Carmel Valley","06-053-0002","AQS","6","31",".",".","30"
"01/12/2009","30","Ozone","Salinas 3","06-053-1003","AQS","5","30",".",".","26"
"01/13/2009","31","Ozone","Salinas 3","06-053-1003","AQS","6","31","23","15","25"
"01/14/2009","28","Ozone","Salinas 3","06-053-1003","AQS","6","28",".",".","28"
"01/15/2009","30","Ozone","Carmel Valley","06-053-0002","AQS","7","30",".",".","29"
"01/16/2009","38","NO2","Salinas 3","06-053-1003","AQS","7","31",".",".","38"
"01/17/2009","33","Ozone","Carmel Valley","06-053-0002","AQS","7","33",".",".","28"
"01/18/2009","33","Ozone","Carmel Valley","06-053-0002","AQS",".","33",".",".","."
"01/19/2009","34","Ozone","Carmel Valley","06-053-0002","AQS",".","34","29","24","."
"01/20/2009","34","Ozone","Carmel Valley","06-053-0002","AQS",".","34",".",".","25"
"01/21/2009","31","Ozone","Salinas 3","06-053-1003","AQS","7","31",".",".","29"
