"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2009","48","PM2.5","Napa","06-055-0003","AQS","5","6","11","48","11"
"01/02/2009","52","PM2.5","Napa","06-055-0003","AQS","8","21",".","52","24"
"01/03/2009","56","PM2.5","Napa","06-055-0003","AQS","11","31",".","56","28"
"01/04/2009","68","PM2.5","Napa","06-055-0003","AQS","13","19",".","68","27"
"01/05/2009","56","PM2.5","Napa","06-055-0003","AQS","13","13",".","56","19"
"01/06/2009","70","PM2.5","Napa","06-055-0003","AQS","11","12",".","70","22"
"01/07/2009","78","PM2.5","Napa","06-055-0003","AQS","11","11","26","78","25"
"01/08/2009","62","PM2.5","Napa","06-055-0003","AQS","8","7",".","62","16"
"01/09/2009","46","PM2.5","Napa","06-055-0003","AQS","10","21",".","46","30"
"01/10/2009","68","PM2.5","Napa","06-055-0003","AQS","14","16",".","68","28"
"01/11/2009","72","PM2.5","Napa","06-055-0003","AQS","14","32",".","72","29"
"01/12/2009","34","Ozone","Napa","06-055-0003","AQS","13","34",".","10","18"
"01/13/2009","59","PM2.5","Napa","06-055-0003","AQS","11","15",".","59","29"
"01/14/2009","64","PM2.5","Napa","06-055-0003","AQS","13","13",".","64","31"
"01/15/2009","63","PM2.5","Napa","06-055-0003","AQS","14","12","26","63","31"
"01/16/2009","62","PM2.5","Napa","06-055-0003","AQS","14","11",".","62","31"
"01/17/2009","78","PM2.5","Napa","06-055-0003","AQS","15","19",".","78","33"
"01/18/2009","59","PM2.5","Napa","06-055-0003","AQS","15","24",".","59","26"
"01/19/2009","57","PM2.5","Napa","06-055-0003","AQS","16","16","24","57","28"
"01/20/2009","60","PM2.5","Napa","06-055-0003","AQS","16","15",".","60","34"
"01/21/2009","66","PM2.5","Napa","06-055-0003","AQS","15","5",".","66","25"
"01/22/2009","66","PM2.5","Napa","06-055-0003","AQS","10","9",".","66","24"
"01/23/2009","54","PM2.5","Napa","06-055-0003","AQS","10","10",".","54","17"
"01/24/2009","41","PM2.5","Napa","06-055-0003","AQS","6","26",".","41","8"
"01/25/2009","40","PM2.5","Napa","06-055-0003","AQS","8","31","12","40","25"
"01/26/2009","32","Ozone","Napa","06-055-0003","AQS","10","32",".","29","21"
"01/27/2009","43","PM2.5","Napa","06-055-0003","AQS","11","25",".","43","38"
"01/28/2009","68","PM2.5","Napa","06-055-0003","AQS","15","15",".","68","26"
"01/29/2009","59","PM2.5","Napa","06-055-0003","AQS",".",".",".","59","."
"01/30/2009","78","PM2.5","Napa","06-055-0003","AQS","13","19",".","78","32"
"01/31/2009","77","PM2.5","Napa","06-055-0003","AQS","13","21","29","77","31"
"02/01/2009","62","PM2.5","Napa","06-055-0003","AQS","15","25",".","62","30"
"02/02/2009","54","PM2.5","Napa","06-055-0003","AQS","11","31",".","54","33"
"02/03/2009","56","PM2.5","Napa","06-055-0003","AQS","14","30",".","56","32"
"02/04/2009","60","PM2.5","Napa","06-055-0003","AQS","10","19",".","60","31"
"02/05/2009","40","PM2.5","Napa","06-055-0003","AQS","8","25",".","40","26"
"02/06/2009","30","PM2.5","Napa","06-055-0003","AQS","7","28","8","30","20"
"02/07/2009","43","PM2.5","Napa","06-055-0003","AQS","10","22",".","43","25"
"02/08/2009","38","PM2.5","Napa","06-055-0003","AQS","11","33",".","38","13"
"02/09/2009","33","PM2.5","Napa","06-055-0003","AQS","8","29",".","33","26"
"02/10/2009","31","PM2.5","Napa","06-055-0003","AQS","9","29",".","31","21"
"02/11/2009","35","PM2.5","Napa","06-055-0003","AQS","8","24",".","35","28"
"02/12/2009","25","PM2.5","Napa","06-055-0003","AQS","7","24","11","25","20"
"02/13/2009","29","Ozone","Napa","06-055-0003","AQS","6","29",".","21","27"
"02/14/2009","35","PM2.5","Napa","06-055-0003","AQS","9","30",".","35","25"
"02/15/2009","30","Ozone","Napa","06-055-0003","AQS","6","30",".","21","19"
"02/16/2009","33","Ozone","Napa","06-055-0003","AQS","6","33",".","15","11"
"02/17/2009","31","Ozone","Napa","06-055-0003","AQS","10","31",".","30","29"
"02/18/2009","30","PM2.5","Napa","06-055-0003","AQS","10","30","10","30","22"
"02/19/2009","33","Ozone","Napa","06-055-0003","AQS","7","33",".","25","27"
