"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2009","28","PM2.5","Eureka I Street","06-023-1002","AQS","5","27","0","9","28","7"
"01/02/2009","31","Ozone","Jacobs","06-023-1004","AQS","6","31","0",".",".","19"
"01/03/2009","24","Ozone","Jacobs","06-023-1004","AQS",".","24",".",".",".","16"
"01/04/2009","61","PM2.5","Eureka I Street","06-023-1002","AQS",".","26",".","20","61","10"
"01/05/2009","26","Ozone","Jacobs","06-023-1004","AQS","5","26","0",".",".","8"
"01/06/2009","16","Ozone","Jacobs","06-023-1004","AQS","5","16","0",".",".","11"
"01/07/2009","32","PM2.5","Eureka I Street","06-023-1002","AQS","5","21","0","24","32","10"
"01/08/2009","31","Ozone","Jacobs","06-023-1004","AQS","2","31","0",".",".","13"
"01/09/2009","17","NO2","Jacobs","06-023-1004","AQS","6","15","0",".",".","17"
"01/10/2009","71","PM2.5","Jacobs","06-023-1004","AQS","7","12","1","35","71","20"
"01/11/2009","16","Ozone","Jacobs","06-023-1004","AQS",".","16",".",".",".","."
"01/12/2009","14","NO2","Jacobs","06-023-1004","AQS","7","7","1",".",".","14"
"01/13/2009","74","PM2.5","Eureka I Street","06-023-1002","AQS","8","10","1","44","74","24"
"01/14/2009","26","NO2","Jacobs","06-023-1004","AQS","8","9","0",".",".","26"
"01/15/2009","20","NO2","Jacobs","06-023-1004","AQS","8","10","0",".",".","20"
"01/16/2009","76","PM2.5","Jacobs","06-023-1004","AQS","11","8","1","38","76","22"
"01/17/2009","18","NO2","Jacobs","06-023-1004","AQS","13","11","0",".",".","18"
"01/18/2009","15","NO2","Jacobs","06-023-1004","AQS",".","9","0",".",".","15"
"01/19/2009","70","PM2.5","Jacobs","06-023-1004","AQS","8","21","3","37","70","37"
"01/20/2009","26","NO2","Jacobs","06-023-1004","AQS","8","13","1",".",".","26"
"01/21/2009","19","NO2","Jacobs","06-023-1004","AQS","9","7","1",".",".","19"
"01/22/2009","74","PM2.5","Jacobs","06-023-1004","AQS","8","13","0","30","74","19"
"01/23/2009","10","NO2","Jacobs","06-023-1004","AQS","9","9","0",".",".","10"
"01/24/2009","30","Ozone","Jacobs","06-023-1004","AQS","3","30","0",".",".","11"
"01/25/2009","33","Ozone","Jacobs","06-023-1004","AQS",".","33","0","12","16","2"
"01/26/2009","26","Ozone","Jacobs","06-023-1004","AQS","5","26","0",".",".","14"
"01/27/2009","21","NO2","Jacobs","06-023-1004","AQS","7","19","1",".",".","21"
"01/28/2009","61","PM2.5","Jacobs","06-023-1004","AQS","7","30","0","26","61","19"
"01/29/2009","16","NO2","Jacobs","06-023-1004","AQS","9","15","1",".",".","16"
"01/30/2009","21","NO2","Jacobs","06-023-1004","AQS","10","15","0",".",".","21"
"01/31/2009","48","PM2.5","Jacobs","06-023-1004","AQS","6","19","0","23","48","13"
"02/01/2009","19","Ozone","Jacobs","06-023-1004","AQS",".","19",".",".",".","."
"02/02/2009","25","NO2","Jacobs","06-023-1004","AQS","7","13","0",".",".","25"
"02/03/2009","55","PM2.5","Eureka I Street","06-023-1002","AQS","8","28","1","34","55","24"
"02/04/2009","29","Ozone","Jacobs","06-023-1004","AQS","9","29","0",".",".","23"
"02/05/2009","33","Ozone","Jacobs","06-023-1004","AQS","10","33","0",".",".","8"
"02/06/2009","34","Ozone","Jacobs","06-023-1004","AQS","3","34","0","19","19","15"
