"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"01/01/2009","57","PM2.5","Atascadero (original site)","06-079-8001","AQS","32","3","27","57","17"
"01/02/2009","31","Ozone","Red Hills","06-079-8005","AQS","31","1",".",".","24"
"01/03/2009","32","Ozone","Red Hills","06-079-8005","AQS","32","1",".",".","14"
"01/04/2009","28","Ozone","Red Hills","06-079-8005","AQS","28","3",".",".","21"
"01/05/2009","34","Ozone","Carrizo Plains","06-079-8006","AQS","34","3",".",".","25"
"01/06/2009","30","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","30","1",".",".","10"
"01/07/2009","60","PM2.5","Atascadero (original site)","06-079-8001","AQS","31","3","19","60","18"
"01/08/2009","32","Ozone","Red Hills","06-079-8005","AQS","32","3",".",".","15"
"01/09/2009","27","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","27","1",".",".","13"
"01/10/2009","34","Ozone","Morro Bay","06-079-3001","AQS","34","4",".",".","26"
"01/11/2009","41","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","41","1",".",".","31"
"01/12/2009","42","Ozone","Red Hills","06-079-8005","AQS","42","6",".",".","25"
"01/13/2009","52","PM2.5","Atascadero (original site)","06-079-8001","AQS","42","3","23","52","29"
"01/14/2009","43","Ozone","Red Hills","06-079-8005","AQS","43","6",".",".","33"
"01/15/2009","46","Ozone","Red Hills","06-079-8005","AQS","46","4",".",".","38"
"01/16/2009","43","Ozone","Red Hills","06-079-8005","AQS","43","3",".",".","33"
"01/17/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","35"
"01/18/2009","43","Ozone","Red Hills","06-079-8005","AQS","43","3",".",".","28"
"01/19/2009","81","PM2.5","Atascadero (original site)","06-079-8001","AQS","45","7","35","81","34"
"01/20/2009","45","Ozone","Red Hills","06-079-8005","AQS","45","4",".",".","40"
"01/21/2009","39","Ozone","Red Hills","06-079-8005","AQS","39","4",".",".","30"
"01/22/2009","24","Ozone","Morro Bay","06-079-3001","AQS","24","1",".",".","20"
"01/23/2009","23","Ozone","Red Hills","06-079-8005","AQS","23","1",".",".","13"
"01/24/2009","31","Ozone","Morro Bay","06-079-3001","AQS","31","1",".",".","15"
"01/25/2009","37","Ozone","Morro Bay","06-079-3001","AQS","37","1","21","25","14"
"01/26/2009","34","Ozone","Carrizo Plains","06-079-8006","AQS","34","1",".",".","14"
"01/27/2009","32","Ozone","Red Hills","06-079-8005","AQS","32","1",".",".","13"
"01/28/2009","36","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","36","1",".",".","18"
"01/29/2009","39","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","39","1",".",".","18"
"01/30/2009","41","Ozone","Red Hills","06-079-8005","AQS","41","3",".",".","25"
"01/31/2009","82","PM2.5","Atascadero (original site)","06-079-8001","AQS","43","3","33","82","29"
"02/01/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","6",".",".","28"
"02/02/2009","46","Ozone","Red Hills","06-079-8005","AQS","46","3",".",".","40"
"02/03/2009","49","Ozone","Red Hills","06-079-8005","AQS","49","3",".",".","36"
"02/04/2009","46","Ozone","Red Hills","06-079-8005","AQS","46","4",".",".","30"
"02/05/2009","40","Ozone","Red Hills","06-079-8005","AQS","40","1",".",".","18"
"02/06/2009","40","Ozone","Red Hills","06-079-8005","AQS","40","1","6","23","24"
"02/07/2009","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","1",".",".","25"
"02/08/2009","38","Ozone","Morro Bay","06-079-3001","AQS","38","1",".",".","12"
"02/09/2009","38","Ozone","Carrizo Plains","06-079-8006","AQS","38","1",".",".","20"
"02/10/2009","37","Ozone","Red Hills","06-079-8005","AQS","37","1",".",".","22"
"02/11/2009","38","Ozone","Morro Bay","06-079-3001","AQS","38","1",".",".","25"
"02/12/2009","38","Ozone","Red Hills","06-079-8005","AQS","38","1","14","17","17"
"02/13/2009","41","Ozone","Red Hills","06-079-8005","AQS","41","1",".",".","25"
"02/14/2009","39","Ozone","Red Hills","06-079-8005","AQS","39","1",".",".","15"
"02/15/2009","43","Ozone","Red Hills","06-079-8005","AQS","43","1",".",".","3"
"02/16/2009","42","Ozone","Red Hills","06-079-8005","AQS","42","1",".",".","6"
"02/17/2009","42","Ozone","Red Hills","06-079-8005","AQS","42","1",".",".","17"
"02/18/2009","42","Ozone","Red Hills","06-079-8005","AQS","42","1","8","17","23"
"02/19/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","33"
"02/20/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","3",".",".","18"
"02/21/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","24"
"02/22/2009","34","Ozone","Red Hills","06-079-8005","AQS","34","1",".",".","7"
"02/23/2009","35","Ozone","Red Hills","06-079-8005","AQS","35","1",".",".","17"
"02/24/2009","38","Ozone","Red Hills","06-079-8005","AQS","38","1","9","15","16"
"02/25/2009","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","1",".",".","21"
"02/26/2009","39","Ozone","Red Hills","06-079-8005","AQS","39","1",".",".","14"
"02/27/2009","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","1",".",".","11"
"02/28/2009","47","Ozone","Red Hills","06-079-8005","AQS","47","3",".",".","22"
"03/01/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","3",".",".","12"
"03/02/2009","39","Ozone","Red Hills","06-079-8005","AQS","39","1","7","15","9"
"03/03/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","13"
"03/04/2009","47","Ozone","Red Hills","06-079-8005","AQS","47","1",".",".","23"
"03/05/2009","43","Ozone","Red Hills","06-079-8005","AQS","43","1",".",".","20"
"03/06/2009","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","1",".",".","14"
"03/07/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","20"
"03/08/2009","46","Ozone","Red Hills","06-079-8005","AQS","46","1","25","28","11"
"03/09/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","14"
"03/10/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1",".",".","18"
"03/11/2009","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","1",".",".","22"
"03/12/2009","67","Ozone","Red Hills","06-079-8005","AQS","67","1",".",".","29"
"03/13/2009","71","Ozone","Red Hills","06-079-8005","AQS","71","3",".",".","22"
"03/14/2009","47","Ozone","Red Hills","06-079-8005","AQS","47","1","36","28","12"
"03/15/2009","40","Ozone","Red Hills","06-079-8005","AQS","40","1",".",".","8"
"03/16/2009","41","Ozone","Red Hills","06-079-8005","AQS","41","1",".",".","13"
"03/17/2009","37","Ozone","Red Hills","06-079-8005","AQS","37","1",".",".","13"
"03/18/2009","46","Ozone","Red Hills","06-079-8005","AQS","46","3",".",".","17"
"03/19/2009","48","Ozone","Red Hills","06-079-8005","AQS","48","3",".",".","16"
"03/20/2009","54","Ozone","Red Hills","06-079-8005","AQS","54","1","17","24","14"
"03/21/2009","40","Ozone","Atascadero (original site)","06-079-8001","AQS","40","1",".",".","6"
"03/22/2009","47","Ozone","Red Hills","06-079-8005","AQS","47","1",".",".","7"
"03/23/2009","48","Ozone","Red Hills","06-079-8005","AQS","48","1",".",".","13"
"03/24/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1",".",".","20"
"03/25/2009","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","3",".",".","17"
"03/26/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","7","43","33","19"
"03/27/2009","64","Ozone","Red Hills","06-079-8005","AQS","64","6",".",".","22"
"03/28/2009","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","4",".",".","18"
"03/29/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1",".",".","9"
"03/30/2009","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","1",".",".","20"
"03/31/2009","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","1",".",".","18"
"04/01/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1","45","41","25"
"04/02/2009","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","1",".",".","14"
"04/03/2009","60","PM10","Mesa2","06-079-2004","AQS","51","1","60",".","25"
"04/04/2009","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","1",".",".","20"
"04/05/2009","87","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","87","3",".",".","27"
"04/06/2009","77","Ozone","Red Hills","06-079-8005","AQS","77","3",".",".","27"
"04/07/2009","58","Ozone","Red Hills","06-079-8005","AQS","58","1","14","26","23"
"04/08/2009","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","1",".",".","25"
"04/09/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1",".",".","13"
"04/10/2009","48","Ozone","Red Hills","06-079-8005","AQS","48","1",".",".","18"
"04/11/2009","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","1",".",".","9"
"04/12/2009","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","1",".",".","8"
"04/13/2009","56","PM10","Mesa2","06-079-2004","AQS","46","9","56","29","11"
"04/14/2009","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","3",".",".","5"
"04/15/2009","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","24",".",".","21"
"04/16/2009","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","3",".",".","17"
"04/17/2009","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","3",".",".","28"
"04/18/2009","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","3",".",".","16"
"04/19/2009","87","Ozone","Red Hills","06-079-8005","AQS","87","3","25","32","26"
"04/20/2009","90","Ozone","Red Hills","06-079-8005","AQS","90",".",".",".","43"
"04/21/2009","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","3",".",".","22"
"04/22/2009","101","Ozone","Red Hills","06-079-8005","AQS","101","4",".",".","24"
"04/23/2009","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","1",".",".","7"
"04/24/2009","43","Ozone","Red Hills","06-079-8005","AQS","43","1",".",".","9"
"04/25/2009","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","1","52","29","18"
"04/26/2009","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","1",".",".","10"
"04/27/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1",".",".","8"
"04/28/2009","44","Ozone","Red Hills","06-079-8005","AQS","44","1",".",".","11"
"04/29/2009","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","1",".",".","6"
"04/30/2009","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","1",".",".","14"
"05/01/2009","64","Ozone","Red Hills","06-079-8005","AQS","64","1","18","33","10"
"05/02/2009","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","1",".",".","5"
"05/03/2009","31","Ozone","Red Hills","06-079-8005","AQS","31","1",".",".","4"
"05/04/2009","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","1",".",".","3"
"05/05/2009","24","Ozone","Red Hills","06-079-8005","AQS","24","1",".",".","4"
"05/06/2009","47","Ozone","Red Hills","06-079-8005","AQS","47","4",".",".","7"
"05/07/2009","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","4","65","26","6"
"05/08/2009","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","7",".",".","9"
"05/09/2009","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","3",".",".","9"
"05/10/2009","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","1",".",".","5"
"05/11/2009","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","1",".",".","10"
"05/12/2009","90","Ozone","Carrizo Plains","06-079-8006","AQS","90","3",".",".","13"
"05/13/2009","79","PM10","Mesa2","06-079-2004","AQS","71","3","79","46","19"
"05/14/2009","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","4",".",".","17"
"05/15/2009","47","Ozone","Red Hills","06-079-8005","AQS","47","4",".",".","8"
"05/16/2009","101","Ozone","Red Hills","06-079-8005","AQS","101","3",".",".","15"
"05/17/2009","115","Ozone","Red Hills","06-079-8005","AQS","115","3",".",".","15"
"05/18/2009","97","Ozone","Red Hills","06-079-8005","AQS","97","1",".",".","23"
"05/19/2009","51","Ozone","Red Hills","06-079-8005","AQS","51","1","44","19","10"
"05/20/2009","49","Ozone","Red Hills","06-079-8005","AQS","49","1",".",".","16"
"05/21/2009","74","Ozone","Red Hills","06-079-8005","AQS","74","1",".",".","16"
"05/22/2009","77","Ozone","Red Hills","06-079-8005","AQS","77","1",".",".","8"
"05/23/2009","71","Ozone","Red Hills","06-079-8005","AQS","71","1",".",".","4"
"05/24/2009","51","Ozone","Red Hills","06-079-8005","AQS","51","1",".",".","4"
"05/25/2009","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","1","20","36","3"
"05/26/2009","101","Ozone","Carrizo Plains","06-079-8006","AQS","101","1",".",".","12"
"05/27/2009","100","Ozone","Red Hills","06-079-8005","AQS","100","1",".",".","19"
"05/28/2009","87","Ozone","Red Hills","06-079-8005","AQS","87","1",".",".","11"
"05/29/2009","61","Ozone","Red Hills","06-079-8005","AQS","61","1",".",".","5"
"05/30/2009","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","1",".",".","2"
"05/31/2009","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","1","13","23","2"
"06/01/2009","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","1",".","14","4"
"06/02/2009","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","1",".","6","8"
"06/03/2009","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","1",".","13","11"
"06/04/2009","30","Ozone","Morro Bay","06-079-3001","AQS","30","1",".","17","12"
"06/05/2009","32","Ozone","Red Hills","06-079-8005","AQS","32","1",".","8","9"
"06/06/2009","32","Ozone","Red Hills","06-079-8005","AQS","32","1","7","17","8"
"06/07/2009","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","1",".","13","13"
"06/08/2009","40","Ozone","Carrizo Plains","06-079-8006","AQS","40",".",".","27","10"
"06/09/2009","35","Ozone","Red Hills","06-079-8005","AQS","35",".",".","22","4"
"06/10/2009","32","Ozone","Red Hills","06-079-8005","AQS","32",".",".","11","5"
"06/11/2009","34","Ozone","Red Hills","06-079-8005","AQS","34",".",".","18","5"
"06/12/2009","36","Ozone","Red Hills","06-079-8005","AQS","36",".","12","20","7"
"06/13/2009","30","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","30","3","10","17","8"
"06/14/2009","39","Ozone","Red Hills","06-079-8005","AQS","39","3",".","15","6"
"06/15/2009","32","Ozone","Carrizo Plains","06-079-8006","AQS","32","3",".","19","8"
"06/16/2009","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","3",".","30","11"
