"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"03/20/2009","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"03/23/2009","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"03/24/2009","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","."
"03/26/2009","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"03/29/2009","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"03/31/2009","14","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","14","."
"04/01/2009","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"04/02/2009","9","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","9","."
"04/04/2009","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"04/07/2009","31","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","31","25"
"04/10/2009","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"04/13/2009","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"04/15/2009","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","."
"04/16/2009","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"04/19/2009","27","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","27","25"
"04/22/2009","30","PM2.5","Redwood NP","06-015-0002","AQS",".","30"
"04/25/2009","25","PM2.5","Redwood NP","06-015-0002","AQS","19","25"
"04/28/2009","14","PM2.5","Redwood NP","06-015-0002","AQS",".","14"
"05/01/2009","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"05/06/2009","9","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","9","."
"05/09/2009","21","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","21","."
"05/13/2009","13","PM2.5","Redwood NP","06-015-0002","AQS","8","13"
"05/16/2009","20","PM2.5","Redwood NP","06-015-0002","AQS",".","20"
"05/19/2009","11","PM2.5","Redwood NP","06-015-0002","AQS","8","11"
"05/22/2009","28","PM2.5","Redwood NP","06-015-0002","AQS",".","28"
"05/25/2009","30","PM2.5","Redwood NP","06-015-0002","AQS","27","30"
"05/28/2009","32","PM2.5","Redwood NP","06-015-0002","AQS",".","32"
"05/31/2009","4","PM2.5","Redwood NP","06-015-0002","AQS","2","4"
"06/03/2009","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"06/06/2009","7","PM2.5","Redwood NP","06-015-0002","AQS","5","7"
"06/09/2009","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"06/12/2009","16","PM2.5","Redwood NP","06-015-0002","AQS","10","16"
"06/15/2009","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"06/18/2009","8","PM2.5","Redwood NP","06-015-0002","AQS","6","8"
"06/21/2009","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"06/24/2009","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"06/26/2009","37","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","37","."
"06/27/2009","46","PM2.5","Redwood NP","06-015-0002","AQS",".","46"
"06/30/2009","54","PM2.5","Redwood NP","06-015-0002","AQS","45","54"
"07/03/2009","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"07/06/2009","16","PM2.5","Redwood NP","06-015-0002","AQS","15","16"
"07/09/2009","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"07/12/2009","20","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","20","6"
"07/15/2009","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"07/18/2009","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","5"
"07/21/2009","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"07/24/2009","7","PM2.5","Redwood NP","06-015-0002","AQS","6","7"
"07/27/2009","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"07/30/2009","3","PM2.5","Redwood NP","06-015-0002","AQS","2","3"
"08/02/2009","1","PM2.5","Redwood NP","06-015-0002","AQS",".","1"
"08/05/2009","9","PM2.5","Redwood NP","06-015-0002","AQS","6","9"
"08/08/2009","45","PM2.5","Redwood NP","06-015-0002","AQS",".","45"
"08/11/2009","3","PM2.5","Redwood NP","06-015-0002","AQS","2","3"
"08/14/2009","21","PM2.5","Redwood NP","06-015-0002","AQS",".","21"
"08/17/2009","31","PM2.5","Redwood NP","06-015-0002","AQS","14","31"
"08/20/2009","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"08/23/2009","36","PM2.5","Redwood NP","06-015-0002","AQS","23","36"
"08/26/2009","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"08/29/2009","15","PM2.5","Redwood NP","06-015-0002","AQS","10","15"
"09/01/2009","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"09/04/2009","17","PM2.5","Redwood NP","06-015-0002","AQS","6","17"
"09/07/2009","16","PM2.5","Redwood NP","06-015-0002","AQS",".","16"
"09/10/2009","15","PM2.5","Redwood NP","06-015-0002","AQS","4","15"
"09/13/2009","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"09/16/2009","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","."
"09/22/2009","14","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","14","."
"09/25/2009","38","PM2.5","Redwood NP","06-015-0002","AQS",".","38"
"09/28/2009","22","PM2.5","Redwood NP","06-015-0002","AQS","19","22"
"10/04/2009","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","."
"10/10/2009","84","PM2.5","Redwood NP","06-015-0002","AQS","22","84"
"10/13/2009","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"10/16/2009","16","PM2.5","Redwood NP","06-015-0002","AQS","8","16"
"10/19/2009","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"10/22/2009","23","PM2.5","Redwood NP","06-015-0002","AQS","18","23"
"10/25/2009","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"10/28/2009","24","PM2.5","Redwood NP","06-015-0002","AQS","23","24"
"10/31/2009","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"11/03/2009","22","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","22","12"
"11/06/2009","34","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","34","12"
"11/09/2009","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"11/11/2009","11","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","11","."
"11/12/2009","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"11/15/2009","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","9"
"11/18/2009","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"11/21/2009","8","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","8","3"
"11/24/2009","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"11/27/2009","24","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","24","17"
"11/30/2009","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"12/03/2009","33","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","33","19"
"12/06/2009","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"12/09/2009","18","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","18","15"
"12/12/2009","0","PM2.5","Redwood NP","06-015-0002","AQS",".","0"
"12/15/2009","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","1"
"12/18/2009","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"12/21/2009","18","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","18","3"
"12/24/2009","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"12/27/2009","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","4"
"12/30/2009","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
