"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2009","63","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","5","10","14","63","10"
"01/02/2009","64","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","8","29",".","64","15"
"01/03/2009","32","Ozone","Paradise - Airport","06-007-0007","AQS","8","32",".","21","19"
"01/04/2009","33","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","16","31",".","33","26"
"01/05/2009","66","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","10","24",".","66","15"
"01/06/2009","77","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","9","19",".","77","23"
"01/07/2009","84","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","9","13","24","84","14"
"01/08/2009","58","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","37",".","58","15"
"01/09/2009","39","Ozone","Paradise - Airport","06-007-0007","AQS","6","39",".","13","22"
"01/10/2009","79","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","20","39",".","79","28"
"01/11/2009","68","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","27","38",".","68","19"
"01/12/2009","36","Ozone","Paradise - Airport","06-007-0007","AQS","8","36",".","27","23"
"01/13/2009","89","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","14","36",".","89","32"
"01/14/2009","84","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","18","37",".","84","35"
"01/15/2009","60","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","16","37",".","60","28"
"01/16/2009","63","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","17","35",".","63","25"
"01/17/2009","91","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","13","32",".","91","31"
"01/18/2009","72","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","18","32",".","72","27"
"01/19/2009","84","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","14","31","31","84","26"
"01/20/2009","59","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","17","31",".","59","29"
"01/21/2009","73","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","22","24","35","73","24"
"01/22/2009","65","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","7","25",".","65","16"
"01/23/2009","34","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","6","22",".","34","14"
"01/24/2009","34","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","29",".","34","10"
"01/25/2009","42","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","6","27","8","42","20"
"01/26/2009","38","Ozone","Paradise - Airport","06-007-0007","AQS","10","38",".","8","25"
"01/27/2009","38","Ozone","Paradise - Airport","06-007-0007","AQS","10","38",".","10","24"
"01/28/2009","40","Ozone","Paradise - Airport","06-007-0007","AQS","9","40",".","34","21"
"01/29/2009","45","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","7","39",".","45","26"
"01/30/2009","88","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","13","31",".","88","28"
"01/31/2009","87","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","13","33","29","87","21"
"02/01/2009","45","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","16","35",".","45","18"
"02/02/2009","45","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","10","31",".","45","29"
"02/03/2009","72","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","13","33",".","72","29"
"02/04/2009","72","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","11","35",".","72","31"
"02/05/2009","47","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","13","35",".","47","19"
"02/06/2009","36","Ozone","Paradise - Airport","06-007-0007","AQS","5","36","9","31","12"
"02/07/2009","39","Ozone","Paradise - Airport","06-007-0007","AQS","8","39",".","19","25"
"02/08/2009","34","Ozone","Paradise - Airport","06-007-0007","AQS","11","34",".","30","19"
"02/09/2009","33","NO2","Chico-Manzanita Ave.","06-007-0002","AQS","7","31",".","19","33"
"02/10/2009","48","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","11","32",".","48","21"
"02/11/2009","35","Ozone","Paradise - Airport","06-007-0007","AQS","3","35",".","17","9"
"02/12/2009","32","Ozone","Paradise - Airport","06-007-0007","AQS","5","32","6","29","17"
"02/13/2009","37","Ozone","Paradise - Airport","06-007-0007","AQS","3","37",".","16","10"
"02/14/2009","36","Ozone","Paradise - Airport","06-007-0007","AQS","2","36",".","4","6"
"02/15/2009","40","Ozone","Paradise - Airport","06-007-0007","AQS","2","40",".","4","7"
"02/16/2009","39","Ozone","Paradise - Airport","06-007-0007","AQS","5","39",".","8","11"
"02/17/2009","37","Ozone","Paradise - Airport","06-007-0007","AQS","3","37",".","2","7"
"02/18/2009","33","Ozone","Paradise - Airport","06-007-0007","AQS","5","33","7","24","23"
"02/19/2009","34","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","8","34",".","34","22"
"02/20/2009","38","Ozone","Paradise - Airport","06-007-0007","AQS","8","38",".","25","29"
"02/21/2009","56","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","10","36",".","56","19"
"02/22/2009","56","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","5","37",".","56","11"
"02/23/2009","32","Ozone","Paradise - Airport","06-007-0007","AQS","3","32",".","16","6"
"02/24/2009","39","Ozone","Paradise - Airport","06-007-0007","AQS","6","39","11","38","18"
"02/25/2009","38","Ozone","Paradise - Airport","06-007-0007","AQS","6","38",".","25","8"
"02/26/2009","34","Ozone","Paradise - Airport","06-007-0007","AQS","3","34",".","18","11"
"02/27/2009","35","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","6","35",".","35","26"
"02/28/2009","46","PM2.5","TRAFFIC, RURAL PAVED ROAD","06-007-4001","AQS","7","34",".","46","27"
"03/01/2009","37","Ozone","Paradise - Airport","06-007-0007","AQS","7","37",".","26","7"
"03/02/2009","53","PM2.5","Chico-Manzanita Ave.","06-007-0002","AQS","2","38","5","53","7"
"03/03/2009","40","Ozone","Paradise - Airport","06-007-0007","AQS","2","40",".","8","8"
"03/04/2009","37","Ozone","Paradise - Airport","06-007-0007","AQS","3","37",".","11","8"
"03/05/2009","38","Ozone","Paradise - Airport","06-007-0007","AQS","5","38",".","25","19"
"03/06/2009","40","Ozone","Paradise - Airport","06-007-0007","AQS","7","40",".","22","23"
"03/07/2009","42","Ozone","Paradise - Airport","06-007-0007","AQS","5","42",".","24","13"
"03/08/2009","41","Ozone","Chico-Manzanita Ave.","06-007-0002","AQS","5","41","8","35","10"
"03/09/2009","40","Ozone","Paradise - Airport","06-007-0007","AQS","5","40",".","18","25"
"03/10/2009","41","Ozone","Paradise - Airport","06-007-0007","AQS","5","41",".","17","16"
"03/11/2009","45","Ozone","Paradise - Airport","06-007-0007","AQS","6","45",".","31","24"
"03/12/2009","44","Ozone","Paradise - Airport","06-007-0007","AQS","5","44",".","43","17"
"03/13/2009","43","Ozone","Paradise - Airport","06-007-0007","AQS","7","43",".","30","27"
