"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2009","14","Ozone","Jackson-Clinton Road","06-005-0002","AQS","14","."
"01/02/2009","14","Ozone","Jackson-Clinton Road","06-005-0002","AQS","14","."
"01/03/2009","17","Ozone","Jackson-Clinton Road","06-005-0002","AQS","17","."
"01/04/2009","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/05/2009","17","Ozone","Jackson-Clinton Road","06-005-0002","AQS","17","."
"01/06/2009","14","Ozone","Jackson-Clinton Road","06-005-0002","AQS","14","."
"01/07/2009","9","Ozone","Jackson-Clinton Road","06-005-0002","AQS","9","."
"01/08/2009","11","Ozone","Jackson-Clinton Road","06-005-0002","AQS","11","."
"01/09/2009","17","Ozone","Jackson-Clinton Road","06-005-0002","AQS","17","."
"01/10/2009","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/11/2009","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"01/12/2009","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"01/13/2009","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"01/14/2009","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"01/15/2009","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/16/2009","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/17/2009","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/18/2009","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/19/2009","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/20/2009","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/21/2009","18","Ozone","Jackson-Clinton Road","06-005-0002","AQS","18","."
"01/22/2009","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/23/2009","17","Ozone","Jackson-Clinton Road","06-005-0002","AQS","17","."
"01/24/2009","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/25/2009","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"01/26/2009","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/27/2009","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/28/2009","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/30/2009","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/31/2009","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"02/01/2009","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"02/02/2009","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/03/2009","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"02/04/2009","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/05/2009","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"02/06/2009","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"02/07/2009","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/08/2009","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"02/09/2009","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
