"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25","NO2"
"11/19/2009","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","13"
"11/20/2009","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","7"
"11/21/2009","39","PM2.5","Truckee-Fire Station","06-057-1001","AQS","30","39","8"
"11/22/2009","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","5"
"11/23/2009","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","6"
"11/24/2009","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","31","8"
"11/25/2009","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","11"
"11/26/2009","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","4"
"11/27/2009","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","26","5"
"11/28/2009","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","2"
"11/29/2009","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","3"
"11/30/2009","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","13"
"12/01/2009","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","20"
"12/02/2009","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","11"
"12/03/2009","50","PM2.5","Truckee-Fire Station","06-057-1001","AQS","32","50","23"
"12/04/2009","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","18"
"12/05/2009","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","8"
"12/06/2009","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","18","6"
"12/07/2009","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","9"
"12/08/2009","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","12"
"12/09/2009","80","PM2.5","Truckee-Fire Station","06-057-1001","AQS","32","80","11"
"12/10/2009","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","14"
"12/11/2009","27","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","27",".","9"
"12/12/2009","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","4"
"12/13/2009","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","3"
"12/14/2009","27","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","27","16","11"
"12/15/2009","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","20","9"
"12/16/2009","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","9","9"
"12/17/2009","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","10"
"12/18/2009","62","PM2.5","Truckee-Fire Station","06-057-1001","AQS","32","62","4"
"12/19/2009","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","8"
"12/20/2009","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","6"
"12/21/2009","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","15","8"
"12/22/2009","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","3"
"12/23/2009","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","5"
"12/24/2009","60","PM2.5","Truckee-Fire Station","06-057-1001","AQS","42","60","9"
"12/25/2009","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","5"
"12/26/2009","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","8"
"12/27/2009","52","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","52","4"
"12/28/2009","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","10"
"12/29/2009","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","11"
"12/30/2009","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","23","6"
"12/31/2009","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30",".","11"
