"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2009","152","PM2.5","Bakersfield-California","06-029-0014","AQS","5","30","57","152","16"
"01/02/2009","127","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","5","31","55","127","22"
"01/03/2009","78","PM2.5","Bakersfield-California","06-029-0014","AQS","5","32","29","78","21"
"01/04/2009","80","PM2.5","Bakersfield-California","06-029-0014","AQS","5","34","30","80","17"
"01/05/2009","89","PM2.5","Bakersfield-California","06-029-0014","AQS","6","39","39","89","24"
"01/06/2009","113","PM2.5","Bakersfield-California","06-029-0014","AQS","6","31","53","113","26"
"01/07/2009","136","PM2.5","Bakersfield-California","06-029-0014","AQS","5","25","52","136","21"
"01/08/2009","153","PM2.5","Bakersfield-California","06-029-0014","AQS","5","31","50","153","20"
"01/09/2009","74","PM2.5","Bakersfield-California","06-029-0014","AQS","5","32","14","74","20"
"01/10/2009","124","PM2.5","Bakersfield-California","06-029-0014","AQS","15","34","31","124","27"
"01/11/2009","142","PM2.5","Bakersfield-California","06-029-0014","AQS","16","33","30","142","41"
"01/12/2009","151","PM2.5","Bakersfield-California","06-029-0014","AQS","13","32","37","151","43"
"01/13/2009","159","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","14","38","75","159","49"
"01/14/2009","153","PM2.5","Bakersfield-California","06-029-0014","AQS",".","37","47","153","48"
"01/15/2009","154","PM2.5","Bakersfield-California","06-029-0014","AQS","16","40","51","154","48"
"01/16/2009","159","PM2.5","Bakersfield-California","06-029-0014","AQS","15","32","44","159","45"
"01/17/2009","162","PM2.5","Bakersfield-California","06-029-0014","AQS","16","37","44","162","43"
"01/18/2009","142","PM2.5","Bakersfield-California","06-029-0014","AQS","16","36","25","142","35"
"01/19/2009","154","PM2.5","Bakersfield-California","06-029-0014","AQS","14","30","68","154","44"
"01/20/2009","160","PM2.5","Bakersfield-California","06-029-0014","AQS","14","40","55","160","49"
"01/21/2009","153","PM2.5","Bakersfield-California","06-029-0014","AQS","14","32","51","153","41"
"01/22/2009","145","PM2.5","Bakersfield-California","06-029-0014","AQS","8","26","29","145","28"
"01/23/2009","142","PM2.5","Bakersfield-California","06-029-0014","AQS","10","23","30","142","23"
"01/24/2009","99","PM2.5","Bakersfield-California","06-029-0014","AQS","5","31","16","99","19"
"01/25/2009","80","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","3","38","9","80","20"
