"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"02/01/2018","32","NO2","Redwood City","06-081-1001","AQS","10","15",".","32"
"02/02/2018","30","NO2","Redwood City","06-081-1001","AQS","11","16","27","30"
"02/03/2018","30","Ozone","Redwood City","06-081-1001","AQS","7","30","22","27"
"02/04/2018","24","Ozone","Redwood City","06-081-1001","AQS","8","24","17","20"
"02/05/2018","29","NO2","Redwood City","06-081-1001","AQS","10","16","21","29"
"02/06/2018","33","NO2","Redwood City","06-081-1001","AQS","8","28","23","33"
"02/07/2018","31","PM2.5","Redwood City","06-081-1001","AQS","9","26","31","29"
"02/08/2018","58","PM2.5","Redwood City","06-081-1001","AQS","10","25","58","42"
"02/09/2018","55","PM2.5","Redwood City","06-081-1001","AQS","10","16","55","31"
"02/10/2018","37","PM2.5","Redwood City","06-081-1001","AQS","8","30","37","21"
"02/11/2018","32","Ozone","Redwood City","06-081-1001","AQS","3","32","18","18"
"02/12/2018","30","PM2.5","Redwood City","06-081-1001","AQS","5","27","30","25"
"02/13/2018","30","NO2","Redwood City","06-081-1001","AQS","7","27","24","30"
"02/14/2018","42","NO2","Redwood City","06-081-1001","AQS","9","33","40","42"
"02/15/2018","35","PM2.5","Redwood City","06-081-1001","AQS","7","28","35","32"
"02/16/2018","44","PM2.5","Redwood City","06-081-1001","AQS","9","22","44","30"
"02/17/2018","42","PM2.5","Redwood City","06-081-1001","AQS","7","24","42","23"
"02/18/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","20","9"
"02/19/2018","34","Ozone","Redwood City","06-081-1001","AQS","3","34","21","10"
"02/20/2018","32","Ozone","Redwood City","06-081-1001","AQS","8","32","25","28"
"02/21/2018","40","NO2","Redwood City","06-081-1001","AQS","6","32","26","40"
"02/22/2018","37","Ozone","Redwood City","06-081-1001","AQS","5","37","22","19"
"02/23/2018","37","NO2","Redwood City","06-081-1001","AQS","7","29","25","37"
"02/24/2018","37","Ozone","Redwood City","06-081-1001","AQS","6","37","23","29"
"02/25/2018","37","Ozone","Redwood City","06-081-1001","AQS","5","37","31","15"
"02/26/2018","36","Ozone","Redwood City","06-081-1001","AQS","3","36","22","18"
"02/27/2018","33","Ozone","Redwood City","06-081-1001","AQS","5","33","8","29"
"02/28/2018","11","PM2.5","Redwood City","06-081-1001","AQS","7",".","11","."
"03/01/2018","40","Ozone","Redwood City","06-081-1001","AQS","5","40","11","14"
"03/02/2018","37","Ozone","Redwood City","06-081-1001","AQS","5","37","4","18"
"03/03/2018","38","Ozone","Redwood City","06-081-1001","AQS","5","38","4","21"
"03/04/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","14","21"
"03/05/2018","32","NO2","Redwood City","06-081-1001","AQS","8","28","18","32"
"03/06/2018","27","Ozone","Redwood City","06-081-1001","AQS","8","27","22","25"
"03/07/2018","44","Ozone","Redwood City","06-081-1001","AQS","9","44","19","31"
"03/08/2018","26","Ozone","Redwood City","06-081-1001","AQS","5","26","0","26"
"03/09/2018","28","Ozone","Redwood City","06-081-1001","AQS","7","28","11","27"
"03/10/2018","38","PM2.5","Redwood City","06-081-1001","AQS","7","19","38","25"
"03/11/2018","36","Ozone","Redwood City","06-081-1001","AQS","7","36","35","14"
"03/12/2018","23","NO2","Redwood City","06-081-1001","AQS","9","20","17","23"
"03/13/2018","36","Ozone","Redwood City","06-081-1001","AQS","5","36","0","8"
"03/14/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","7","25"
"03/15/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","8","22"
"03/16/2018","37","Ozone","Redwood City","06-081-1001","AQS","5","37","10","18"
"03/17/2018","35","Ozone","Redwood City","06-081-1001","AQS","6","35","18","22"
"03/18/2018","36","Ozone","Redwood City","06-081-1001","AQS","6","36","28","22"
"03/19/2018","31","PM2.5","Redwood City","06-081-1001","AQS","9","31","31","25"
"03/20/2018","28","Ozone","Redwood City","06-081-1001","AQS","8","28","11","25"
"03/21/2018","31","Ozone","Redwood City","06-081-1001","AQS","6","31","0","21"
"03/22/2018","40","Ozone","Redwood City","06-081-1001","AQS","3","40","4","11"
"03/23/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","11","29"
"03/24/2018","43","Ozone","Redwood City","06-081-1001","AQS","3","43","11","12"
"03/25/2018","39","Ozone","Redwood City","06-081-1001","AQS","3","39","5","9"
"03/26/2018","34","Ozone","Redwood City","06-081-1001","AQS","7","34","14","25"
"03/27/2018","43","NO2","Redwood City","06-081-1001","AQS","9","35","24","43"
"03/28/2018","37","Ozone","Redwood City","06-081-1001","AQS","8","37","30","31"
"03/29/2018","39","Ozone","Redwood City","06-081-1001","AQS","7","39","29","39"
"03/30/2018","38","PM2.5","Redwood City","06-081-1001","AQS","8","36","38","35"
"03/31/2018","34","PM2.5","Redwood City","06-081-1001","AQS","7","27","34","19"
"04/01/2018","36","Ozone","Redwood City","06-081-1001","AQS","5","36","28","8"
"04/02/2018","36","Ozone","Redwood City","06-081-1001","AQS","6","36","28","21"
"04/03/2018","43","PM2.5","Redwood City","06-081-1001","AQS","7","34","43","22"
"04/04/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","29","19"
"04/05/2018","34","NO2","Redwood City","06-081-1001","AQS","6","28","25","34"
"04/06/2018","19","Ozone","Redwood City","06-081-1001","AQS","5","19","1","14"
"04/07/2018","38","Ozone","Redwood City","06-081-1001","AQS","5","38","22","5"
"04/08/2018","41","Ozone","Redwood City","06-081-1001","AQS","3","41","35","8"
"04/09/2018","46","PM2.5","Redwood City","06-081-1001","AQS","6","35","46","23"
"04/10/2018","35","Ozone","Redwood City","06-081-1001","AQS","6","35","21","21"
"04/11/2018","44","Ozone","Redwood City","06-081-1001","AQS","6","44","26","20"
"04/12/2018","44","Ozone","Redwood City","06-081-1001","AQS","6","44","26","26"
"04/13/2018","37","Ozone","Redwood City","06-081-1001","AQS","6","37","31","22"
"04/14/2018","47","PM2.5","Redwood City","06-081-1001","AQS","6","44","47","13"
"04/15/2018","42","Ozone","Redwood City","06-081-1001","AQS","5","42","32","8"
"04/16/2018","42","Ozone","Redwood City","06-081-1001","AQS","5","42","13","23"
"04/17/2018","35","Ozone","Redwood City","06-081-1001","AQS","7","35","26","22"
"04/18/2018","37","Ozone","Redwood City","06-081-1001","AQS","6","37","27","24"
"04/19/2018","34","Ozone","Redwood City","06-081-1001","AQS","5","34","31","20"
"04/20/2018","53","PM2.5","Redwood City","06-081-1001","AQS","6","33","53","21"
"04/21/2018","48","PM2.5","Redwood City","06-081-1001","AQS","5","36","48","15"
"04/22/2018","48","PM2.5","Redwood City","06-081-1001","AQS","5","44","48","15"
"04/23/2018","59","PM2.5","Redwood City","06-081-1001","AQS","6","35","59","22"
"04/24/2018","59","PM2.5","Redwood City","06-081-1001","AQS","3","34","59","17"
"04/25/2018","53","PM2.5","Redwood City","06-081-1001","AQS","3","34","53","20"
"04/26/2018","54","PM2.5","Redwood City","06-081-1001","AQS","3","37","54","17"
"04/27/2018","41","Ozone","Redwood City","06-081-1001","AQS","3","41","26","21"
"04/28/2018","45","Ozone","Redwood City","06-081-1001","AQS","5","45","27","10"
"04/29/2018","41","Ozone","Redwood City","06-081-1001","AQS","3","41","15","2"
"04/30/2018","42","Ozone","Redwood City","06-081-1001","AQS","5","42","36","13"
"05/01/2018","46","PM2.5","Redwood City","06-081-1001","AQS","5","35","46","19"
"05/02/2018","41","PM2.5","Redwood City","06-081-1001","AQS","5","30","41","17"
"05/03/2018","31","Ozone","Redwood City","06-081-1001","AQS","5","31","30","11"
"05/04/2018","51","PM2.5","Redwood City","06-081-1001","AQS","5","30","51","20"
"05/05/2018","35","Ozone","Redwood City","06-081-1001","AQS","5","35","32","11"
"05/06/2018","32","Ozone","Redwood City","06-081-1001","AQS","3","32","19","5"
"05/07/2018","35","PM2.5","Redwood City","06-081-1001","AQS","5","31","35","18"
"05/08/2018","25","PM2.5","Redwood City","06-081-1001","AQS","6","23","25","17"
"05/09/2018","36","Ozone","Redwood City","06-081-1001","AQS","5","36","25","8"
"05/10/2018","38","PM2.5","Redwood City","06-081-1001","AQS","5","35","38","14"
"05/11/2018","40","Ozone","Redwood City","06-081-1001","AQS","5","40","30","17"
"05/12/2018","37","Ozone","Redwood City","06-081-1001","AQS","5","37","18","14"
"05/13/2018","37","Ozone","Redwood City","06-081-1001","AQS","5","37","19","2"
"05/14/2018","31","Ozone","Redwood City","06-081-1001","AQS","3","31","8","8"
"05/15/2018","31","Ozone","Redwood City","06-081-1001","AQS","3","31","5","6"
"05/16/2018","31","Ozone","Redwood City","06-081-1001","AQS","5","31","15","11"
"05/17/2018","16","PM2.5","Redwood City","06-081-1001","AQS","5",".","16","."
"05/18/2018","30","Ozone","Redwood City","06-081-1001","AQS","3","30","11","7"
"05/19/2018","38","Ozone","Redwood City","06-081-1001","AQS","2","38","20","2"
"05/20/2018","37","Ozone","Redwood City","06-081-1001","AQS","2","37","24","1"
"05/21/2018","39","PM2.5","Redwood City","06-081-1001","AQS","3","31","39","13"
"05/22/2018","31","Ozone","Redwood City","06-081-1001","AQS","6","31","12","8"
"05/23/2018","30","Ozone","Redwood City","06-081-1001","AQS","6","30",".","."
"05/24/2018","30","Ozone","Redwood City","06-081-1001","AQS","5","30","14","8"
"05/25/2018","29","Ozone","Redwood City","06-081-1001","AQS","3","29","13","6"
"05/26/2018","30","Ozone","Redwood City","06-081-1001","AQS","3","30","27","8"
"05/27/2018","40","PM2.5","Redwood City","06-081-1001","AQS","3","29","40","6"
"05/28/2018","53","PM2.5","Redwood City","06-081-1001","AQS","5","37","53","23"
"05/29/2018","62","PM2.5","Redwood City","06-081-1001","AQS","5","30","62","18"
"05/30/2018","35","PM2.5","Redwood City","06-081-1001","AQS","3","32","35","9"
"05/31/2018","31","Ozone","Redwood City","06-081-1001","AQS","3","31","28","6"
"06/01/2018","36","Ozone","Redwood City","06-081-1001","AQS","5","36","31","14"
"06/02/2018","32","PM2.5","Redwood City","06-081-1001","AQS","5","32","32","13"
"06/03/2018","44","PM2.5","Redwood City","06-081-1001","AQS","5","31","44","21"
"06/04/2018","32","Ozone","Redwood City","06-081-1001","AQS","5","32","30","19"
"06/05/2018","31","Ozone","Redwood City","06-081-1001","AQS","3","31","27","14"
"06/06/2018","33","PM2.5","Redwood City","06-081-1001","AQS","3","33","33","7"
"06/07/2018","38","Ozone","Redwood City","06-081-1001","AQS","3","38","36","6"
"06/08/2018","32","PM2.5","Redwood City","06-081-1001","AQS","5","27","32","15"
"06/09/2018","34","Ozone","Redwood City","06-081-1001","AQS","3","34","28","3"
"06/10/2018","31","Ozone","Redwood City","06-081-1001","AQS","3","31",".","6"
"06/11/2018","24","Ozone","Redwood City","06-081-1001","AQS","3","24",".","15"
"06/12/2018","47","PM2.5","Redwood City","06-081-1001","AQS","5","26","47","16"
"06/13/2018","49","PM2.5","Redwood City","06-081-1001","AQS","5","22","49","17"
"06/14/2018","42","PM2.5","Redwood City","06-081-1001","AQS","3","24","42","13"
"06/15/2018","26","Ozone","Redwood City","06-081-1001","AQS","3","26","25","8"
"06/16/2018","26","Ozone","Redwood City","06-081-1001","AQS","3","26","20","5"
"06/17/2018","30","PM2.5","Redwood City","06-081-1001","AQS","3","29","30","3"
"06/18/2018","40","PM2.5","Redwood City","06-081-1001","AQS","3","31","40","9"
"06/19/2018","43","PM2.5","Redwood City","06-081-1001","AQS","3","24","43","11"
"06/20/2018","38","PM2.5","Redwood City","06-081-1001","AQS","3","22","38","13"
"06/21/2018","40","PM2.5","Redwood City","06-081-1001","AQS","3","21","40","13"
"06/22/2018","56","PM2.5","Redwood City","06-081-1001","AQS","5","23","56","22"
"06/23/2018","56","PM2.5","Redwood City","06-081-1001","AQS","5","28","56","15"
"06/24/2018","34","PM2.5","Redwood City","06-081-1001","AQS","3","33","34","10"
"06/25/2018","26","Ozone","Redwood City","06-081-1001","AQS","3","26","25","12"
"06/26/2018","52","PM2.5","Redwood City","06-081-1001","AQS","5","24","52","17"
"06/27/2018","42","PM2.5","Redwood City","06-081-1001","AQS","3","25","42","21"
"06/28/2018","46","PM2.5","Redwood City","06-081-1001","AQS","5","30","46","11"
"06/29/2018","53","PM2.5","Redwood City","06-081-1001","AQS","5","26","53","19"
"06/30/2018","53","PM2.5","Redwood City","06-081-1001","AQS","5","31","53","15"
"07/01/2018","24","Ozone","Redwood City","06-081-1001","AQS","3","24","23","5"
"07/02/2018","27","PM2.5","Redwood City","06-081-1001","AQS","5","24","27","14"
"07/03/2018","32","PM2.5","Redwood City","06-081-1001","AQS","3","26","32","8"
"07/04/2018","42","PM2.5","Redwood City","06-081-1001","AQS","3","31","42","4"
"07/05/2018","54","PM2.5","Redwood City","06-081-1001","AQS","3","27","54","10"
"07/06/2018","33","PM2.5","Redwood City","06-081-1001","AQS","5","19","33","21"
"07/07/2018","33","PM2.5","Redwood City","06-081-1001","AQS","3","25","33","18"
"07/08/2018","32","PM2.5","Redwood City","06-081-1001","AQS","3","27","32","6"
"07/09/2018","32","PM2.5","Redwood City","06-081-1001","AQS","5","26","32","13"
"07/10/2018","33","PM2.5","Redwood City","06-081-1001","AQS","5","20","33","19"
"07/11/2018","20","Ozone","Redwood City","06-081-1001","AQS","3","20","18","9"
"07/12/2018","22","Ozone","Redwood City","06-081-1001","AQS","5","22","21","11"
"07/13/2018","20","Ozone","Redwood City","06-081-1001","AQS","5","20","14","14"
"07/14/2018","19","Ozone","Redwood City","06-081-1001","AQS","3","19","4","8"
"07/15/2018","23","Ozone","Redwood City","06-081-1001","AQS","3","23","13","9"
"07/16/2018","32","PM2.5","Redwood City","06-081-1001","AQS","3","23","32","12"
"07/17/2018","38","PM2.5","Redwood City","06-081-1001","AQS","3","22","38","13"
"07/18/2018","46","PM2.5","Redwood City","06-081-1001","AQS","5","23","46","14"
"07/19/2018","43","PM2.5","Redwood City","06-081-1001","AQS","5","24","43","14"
"07/20/2018","40","PM2.5","Redwood City","06-081-1001","AQS","5","21","40","11"
"07/21/2018","23","Ozone","Redwood City","06-081-1001","AQS","3","23","15","5"
"07/22/2018","27","PM2.5","Redwood City","06-081-1001","AQS","3","24","27","9"
"07/23/2018","47","PM2.5","Redwood City","06-081-1001","AQS","5","25","47","11"
"07/24/2018","57","PM2.5","Redwood City","06-081-1001","AQS","6","26","57","17"
"07/25/2018","53","PM2.5","Redwood City","06-081-1001","AQS","6","23","53","15"
"07/26/2018","50","PM2.5","Redwood City","06-081-1001","AQS","5","20","50","11"
"07/27/2018","37","PM2.5","Redwood City","06-081-1001","AQS","5","16","37","11"
"07/28/2018","33","PM2.5","Redwood City","06-081-1001","AQS","3","19","33","9"
"07/29/2018","24","PM2.5","Redwood City","06-081-1001","AQS","3","19","24","10"
"07/30/2018","21","PM2.5","Redwood City","06-081-1001","AQS","5","19","21","9"
"07/31/2018","33","PM2.5","Redwood City","06-081-1001","AQS","6","22","33","15"
"08/01/2018","31","PM2.5","Redwood City","06-081-1001","AQS","5","18","31","10"
"08/02/2018","25","PM2.5","Redwood City","06-081-1001","AQS","3","20","25","8"
"08/03/2018","55","PM2.5","Redwood City","06-081-1001","AQS","5","15","55","20"
"08/04/2018","40","PM2.5","Redwood City","06-081-1001","AQS","6","19","40","15"
"08/05/2018","19","Ozone","Redwood City","06-081-1001","AQS","3","19","18","8"
"08/06/2018","30","PM2.5","Redwood City","06-081-1001","AQS","6","19","30","16"
"08/07/2018","35","PM2.5","Redwood City","06-081-1001","AQS","5","17","35","18"
"08/08/2018","50","PM2.5","Redwood City","06-081-1001","AQS","5","22","50","11"
"08/09/2018","44","PM2.5","Redwood City","06-081-1001","AQS","5","25","44","18"
"08/10/2018","35","PM2.5","Redwood City","06-081-1001","AQS","5","19","35","13"
"08/11/2018","30","PM2.5","Redwood City","06-081-1001","AQS","5","19","30","17"
"08/12/2018","40","PM2.5","Redwood City","06-081-1001","AQS","5","19","40","8"
"08/13/2018","48","PM2.5","Redwood City","06-081-1001","AQS","5","21","48","8"
"08/14/2018","25","Ozone","Redwood City","06-081-1001","AQS","5","25","22","8"
"08/15/2018","52","PM2.5","Redwood City","06-081-1001","AQS","5","32","52","5"
"08/16/2018","70","PM2.5","Redwood City","06-081-1001","AQS","5","37","70","12"
"08/17/2018","56","PM2.5","Redwood City","06-081-1001","AQS","5","33","56","17"
"08/18/2018","49","PM2.5","Redwood City","06-081-1001","AQS","5","31","49","15"
"08/19/2018","66","PM2.5","Redwood City","06-081-1001","AQS","5","31","66","21"
"08/20/2018","77","PM2.5","Redwood City","06-081-1001","AQS","5","30","77","11"
"08/21/2018","36","PM2.5","Redwood City","06-081-1001","AQS","6","31","36","8"
"08/22/2018","66","PM2.5","Redwood City","06-081-1001","AQS","6","35","66","8"
"08/23/2018","122","PM2.5","Redwood City","06-081-1001","AQS","8",".","122","."
"08/24/2018","64","PM2.5","Redwood City","06-081-1001","AQS","7","42","64","11"
"08/25/2018","59","PM2.5","Redwood City","06-081-1001","AQS","5","30","59","7"
"08/26/2018","55","PM2.5","Redwood City","06-081-1001","AQS","2","31","55","7"
"08/27/2018","52","PM2.5","Redwood City","06-081-1001","AQS","3","25","52","13"
"08/28/2018","20","PM2.5","Redwood City","06-081-1001","AQS","2","17","20","7"
"08/29/2018","35","Ozone","Redwood City","06-081-1001","AQS","3","35","29","13"
"08/30/2018","36","Ozone","Redwood City","06-081-1001","AQS","3","36","35","8"
"08/31/2018","22","PM2.5","Redwood City","06-081-1001","AQS","3","20","22","16"
"09/01/2018","30","PM2.5","Redwood City","06-081-1001","AQS","2","20","30","11"
"09/02/2018","49","PM2.5","Redwood City","06-081-1001","AQS","2","26","49","8"
"09/03/2018","53","PM2.5","Redwood City","06-081-1001","AQS","2","30","53","8"
"09/04/2018","55","PM2.5","Redwood City","06-081-1001","AQS","3","30","55","12"
"09/05/2018","53","PM2.5","Redwood City","06-081-1001","AQS","3","26","53","9"
"09/06/2018","45","PM2.5","Redwood City","06-081-1001","AQS","3","27","45","16"
"09/07/2018","49","PM2.5","Redwood City","06-081-1001","AQS","5","24","49","18"
"09/08/2018","32","PM2.5","Redwood City","06-081-1001","AQS","3","23","32","10"
"09/09/2018","30","PM2.5","Redwood City","06-081-1001","AQS","2","27","30","9"
"09/10/2018","40","PM2.5","Redwood City","06-081-1001","AQS","3","25","40","16"
"09/11/2018","33","PM2.5","Redwood City","06-081-1001","AQS","3","30","33","18"
"09/12/2018","29","Ozone","Redwood City","06-081-1001","AQS","3","29","17","9"
"09/13/2018","28","Ozone","Redwood City","06-081-1001","AQS","3","28","23","15"
"09/14/2018","25","Ozone","Redwood City","06-081-1001","AQS","5","25","19","18"
"09/15/2018","26","Ozone","Redwood City","06-081-1001","AQS","2","26","15","11"
"09/16/2018","28","Ozone","Redwood City","06-081-1001","AQS","2","28","13","7"
"09/17/2018","30","Ozone","Redwood City","06-081-1001","AQS","5","30","21","17"
"09/18/2018","27","PM2.5","Redwood City","06-081-1001","AQS","5","25","27","18"
"09/19/2018","49","PM2.5","Redwood City","06-081-1001","AQS","5","30","49","21"
"09/20/2018","48","PM2.5","Redwood City","06-081-1001","AQS","7","37","48","30"
"09/21/2018","51","PM2.5","Redwood City","06-081-1001","AQS","8","31","51","39"
"09/22/2018","39","PM2.5","Redwood City","06-081-1001","AQS","3","29","39","14"
"09/23/2018","33","PM2.5","Redwood City","06-081-1001","AQS","3","24","33","16"
"09/24/2018","51","PM2.5","Redwood City","06-081-1001","AQS","6","22","51","20"
"09/25/2018","56","PM2.5","Redwood City","06-081-1001","AQS","3","29","56","17"
"09/26/2018","50","PM2.5","Redwood City","06-081-1001","AQS","5","29","50","23"
"09/27/2018","39","PM2.5","Redwood City","06-081-1001","AQS","3","28","39","19"
"09/28/2018","47","PM2.5","Redwood City","06-081-1001","AQS","3","31","47","12"
"09/29/2018","29","Ozone","Redwood City","06-081-1001","AQS","2","29","13","13"
"09/30/2018","28","Ozone","Redwood City","06-081-1001","AQS","2","28","19","11"
"10/01/2018","24","PM2.5","Redwood City","06-081-1001","AQS","5","23","24","20"
"10/02/2018","32","PM2.5","Redwood City","06-081-1001","AQS","5","27","32","22"
"10/03/2018","17","Ozone","Redwood City","06-081-1001","AQS","5","17","10","15"
"10/04/2018","27","Ozone","Redwood City","06-081-1001","AQS","6","27","1","18"
"10/05/2018","27","Ozone","Redwood City","06-081-1001","AQS","5","27","24","18"
"10/06/2018","28","Ozone","Redwood City","06-081-1001","AQS","3","28","13","13"
"10/07/2018","34","Ozone","Redwood City","06-081-1001","AQS","5","34","13","27"
"10/08/2018","34","Ozone","Redwood City","06-081-1001","AQS","7","34","20","32"
"10/09/2018","29","PM2.5","Redwood City","06-081-1001","AQS","6","24","29","22"
"10/10/2018","26","Ozone","Redwood City","06-081-1001","AQS","5","26","19","17"
"10/11/2018","34","PM2.5","Redwood City","06-081-1001","AQS","5","28","34","21"
"10/12/2018","33","Ozone","Redwood City","06-081-1001","AQS","6","33","27","25"
"10/13/2018","35","PM2.5","Redwood City","06-081-1001","AQS","6","26","35","21"
"10/14/2018","48","PM2.5","Redwood City","06-081-1001","AQS","5","31","48","22"
"10/15/2018","38","Ozone","Redwood City","06-081-1001","AQS","6","38","20","30"
"10/16/2018","33","NO2","Redwood City","06-081-1001","AQS","9","25","31","33"
"10/17/2018","55","PM2.5","Redwood City","06-081-1001","AQS","8","26","55","25"
"10/18/2018","27","Ozone","Redwood City","06-081-1001","AQS","6","27",".","25"
"10/19/2018","33","NO2","Redwood City","06-081-1001","AQS","9","29",".","33"
"10/20/2018","29","Ozone","Redwood City","06-081-1001","AQS","7","29",".","20"
"10/21/2018","31","Ozone","Redwood City","06-081-1001","AQS","6","31",".","18"
"10/22/2018","30","Ozone","Redwood City","06-081-1001","AQS","5","30",".","16"
"10/23/2018","30","PM2.5","Redwood City","06-081-1001","AQS","5","29","30","23"
"10/24/2018","24","PM2.5","Redwood City","06-081-1001","AQS","7","19","24","19"
"10/25/2018","52","PM2.5","Redwood City","06-081-1001","AQS","6","17","52","22"
"10/26/2018","40","PM2.5","Redwood City","06-081-1001","AQS","7","19","40","28"
"10/27/2018","27","PM2.5","Redwood City","06-081-1001","AQS","7","13","27","18"
"10/28/2018","31","Ozone","Redwood City","06-081-1001","AQS","5","31","7","8"
"10/29/2018","28","PM2.5","Redwood City","06-081-1001","AQS","8",".","28","."
"10/30/2018","27","PM2.5","Redwood City","06-081-1001","AQS","8","26","27","25"
"10/31/2018","33","PM2.5","Redwood City","06-081-1001","AQS","9","25","33","31"
"11/01/2018","33","NO2","Redwood City","06-081-1001","AQS","9","26","32","33"
"11/02/2018","48","PM2.5","Redwood City","06-081-1001","AQS","10","16","48","25"
"11/03/2018","30","PM2.5","Redwood City","06-081-1001","AQS","8","26","30","30"
"11/04/2018","40","PM2.5","Redwood City","06-081-1001","AQS","8","30","40","17"
"11/05/2018","31","PM2.5","Redwood City","06-081-1001","AQS","8","23","31","28"
"11/06/2018","39","NO2","Redwood City","06-081-1001","AQS","8","30","31","39"
"11/07/2018","44","PM2.5","Redwood City","06-081-1001","AQS","10","21","44","37"
"11/08/2018","61","PM2.5","Redwood City","06-081-1001","AQS","8","31","61","43"
"11/09/2018","165","PM2.5","Redwood City","06-081-1001","AQS","17","44","165","57"
"11/10/2018","169","PM2.5","Redwood City","06-081-1001","AQS","15","28","169","44"
"11/11/2018","152","PM2.5","Redwood City","06-081-1001","AQS","14","41","152","30"
"11/12/2018","159","PM2.5","Redwood City","06-081-1001","AQS","14","44","159","62"
"11/13/2018","142","PM2.5","Redwood City","06-081-1001","AQS","15","23","142","51"
"11/14/2018","157","PM2.5","Redwood City","06-081-1001","AQS","16","28","157","76"
"11/15/2018","185","PM2.5","Redwood City","06-081-1001","AQS","19","27","185","68"
"11/16/2018","183","PM2.5","Redwood City","06-081-1001","AQS","18","42","183","71"
"11/17/2018","159","PM2.5","Redwood City","06-081-1001","AQS","17","31","159","39"
"11/18/2018","153","PM2.5","Redwood City","06-081-1001","AQS","11","35","153","33"
"11/19/2018","154","PM2.5","Redwood City","06-081-1001","AQS","15","31","154","53"
"11/20/2018","125","PM2.5","Redwood City","06-081-1001","AQS","14","32","125","52"
"11/21/2018","37","PM2.5","Redwood City","06-081-1001","AQS","11","19","37","27"
"11/22/2018","32","Ozone","Redwood City","06-081-1001","AQS","6","32","14","9"
"11/23/2018","28","Ozone","Redwood City","06-081-1001","AQS","3","28","8","8"
"11/24/2018","31","Ozone","Redwood City","06-081-1001","AQS","3","31","13","10"
"11/25/2018","32","PM2.5","Redwood City","06-081-1001","AQS","6","19","32","19"
"11/26/2018","46","PM2.5","Redwood City","06-081-1001","AQS","8","11","46","31"
"11/27/2018","40","PM2.5","Redwood City","06-081-1001","AQS","8",".","40","."
"11/28/2018","32","Ozone","Redwood City","06-081-1001","AQS","5","32","26","20"
"11/29/2018","34","Ozone","Redwood City","06-081-1001","AQS","3","34","13","7"
