"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/01/2018","28","PM10","Mammoth","06-051-0001","AQS","28","."
"01/02/2018","35","PM10","Mammoth","06-051-0001","AQS","35","1"
"01/03/2018","18","PM10","Mammoth","06-051-0001","AQS","18","."
"01/04/2018","6","PM10","Mammoth","06-051-0001","AQS","6","."
"01/05/2018","6","PM10","Mammoth","06-051-0001","AQS","6","1"
"01/06/2018","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"01/07/2018","22","PM10","Mammoth","06-051-0001","AQS","22","."
"01/08/2018","14","PM10","Mammoth","06-051-0001","AQS","14","1"
"01/09/2018","3","PM10","Mammoth","06-051-0001","AQS","3","."
"01/10/2018","16","PM10","Mammoth","06-051-0001","AQS","16","."
"01/11/2018","13","PM10","Mammoth","06-051-0001","AQS","13","3"
"01/12/2018","22","PM10","Mammoth","06-051-0001","AQS","22","."
"01/13/2018","33","PM10","Mammoth","06-051-0001","AQS","33","."
"01/14/2018","31","PM10","Mammoth","06-051-0001","AQS","31","2"
"01/15/2018","13","PM10","Mammoth","06-051-0001","AQS","13","."
"01/16/2018","10","PM10","Mammoth","06-051-0001","AQS","10","."
"01/17/2018","24","PM10","Mammoth","06-051-0001","AQS","24","."
"01/18/2018","17","PM10","Mono Shore","06-051-0011","AQS","17","."
"01/19/2018","11","PM10","Mammoth","06-051-0001","AQS","11","."
"01/20/2018","33","PM10","Mammoth","06-051-0001","AQS","33","."
"01/21/2018","28","PM10","Mammoth","06-051-0001","AQS","28","."
"01/22/2018","23","PM10","Mammoth","06-051-0001","AQS","23","."
"01/23/2018","44","PM10","Mammoth","06-051-0001","AQS","44","."
"01/24/2018","19","PM10","Mammoth","06-051-0001","AQS","19","."
"01/25/2018","4","PM10","Mammoth","06-051-0001","AQS","4","."
"01/26/2018","17","PM10","Mammoth","06-051-0001","AQS","17","."
"01/27/2018","42","PM10","Mammoth","06-051-0001","AQS","42","."
"01/28/2018","40","PM10","Mammoth","06-051-0001","AQS","40","."
"01/29/2018","46","PM10","Mammoth","06-051-0001","AQS","46","."
"01/30/2018","16","PM10","Mammoth","06-051-0001","AQS","16","."
"01/31/2018","24","PM10","Mammoth","06-051-0001","AQS","24","."
"02/01/2018","22","PM10","Mammoth","06-051-0001","AQS","22","."
"02/02/2018","24","PM10","Mammoth","06-051-0001","AQS","24","."
"02/03/2018","21","PM10","Mammoth","06-051-0001","AQS","21","."
"02/04/2018","25","PM10","Mammoth","06-051-0001","AQS","25","."
"02/05/2018","14","PM10","Mammoth","06-051-0001","AQS","14","."
"02/06/2018","14","PM10","Mammoth","06-051-0001","AQS","14","."
"02/07/2018","28","PM10","Mammoth","06-051-0001","AQS","28","5"
"02/08/2018","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/09/2018","12","PM10","Mammoth","06-051-0001","AQS","12","."
"02/10/2018","171","PM10","Mono Shore","06-051-0011","AQS","171","32"
"02/11/2018","169","PM10","Mono Shore","06-051-0011","AQS","169","."
"02/12/2018","8","PM10","Mammoth","06-051-0001","AQS","8","."
"02/13/2018","17","PM10","Mammoth","06-051-0001","AQS","17","."
"02/14/2018","16","PM10","Mammoth","06-051-0001","AQS","16","."
"02/15/2018","14","PM10","Mammoth","06-051-0001","AQS","14","."
"02/16/2018","29","PM10","Mammoth","06-051-0001","AQS","29","3"
"02/17/2018","8","PM10","Mammoth","06-051-0001","AQS","8","."
"02/18/2018","994","PM10","Mono Shore","06-051-0011","AQS","994","."
"02/19/2018","9","PM10","Mammoth","06-051-0001","AQS","9","2"
"02/20/2018","8","PM10","Mammoth","06-051-0001","AQS","8","."
"02/21/2018","14","PM10","Mammoth","06-051-0001","AQS","14","."
"02/22/2018","15","PM10","Lee Vining","06-051-0005","AQS","15","3"
"02/23/2018","16","PM10","Mammoth","06-051-0001","AQS","16","."
"02/24/2018","109","PM10","Mono Shore","06-051-0011","AQS","109","."
"02/25/2018","18","PM10","Mammoth","06-051-0001","AQS","18","4"
"02/26/2018","71","PM10","Mono Shore","06-051-0011","AQS","71","."
"02/27/2018","9","PM10","Mammoth","06-051-0001","AQS","9","."
"02/28/2018","16","PM10","Mammoth","06-051-0001","AQS","16","5"
"03/01/2018","8","PM10","Mammoth","06-051-0001","AQS","8","."
"03/02/2018","54","PM10","Mono Shore","06-051-0011","AQS","54","."
"03/03/2018","6","PM10","Mammoth","06-051-0001","AQS","6","1"
"03/04/2018","31","PM10","Mammoth","06-051-0001","AQS","31","."
"03/05/2018","46","PM10","Mammoth","06-051-0001","AQS","46","."
"03/06/2018","42","PM10","Mammoth","06-051-0001","AQS","42","."
"03/07/2018","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/08/2018","6","PM10","Mammoth","06-051-0001","AQS","6","."
"03/09/2018","6","PM10","Mammoth","06-051-0001","AQS","6","3"
"03/10/2018","14","PM10","Mammoth","06-051-0001","AQS","14","."
"03/11/2018","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/12/2018","15","PM10","Mammoth","06-051-0001","AQS","15","5"
"03/13/2018","62","PM10","Mono Shore","06-051-0011","AQS","62","."
"03/14/2018","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"03/15/2018","7","PM10","Mammoth","06-051-0001","AQS","7","1"
"03/16/2018","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"03/17/2018","6","PM10","Mammoth","06-051-0001","AQS","6","."
"03/18/2018","33","PM10","Mammoth","06-051-0001","AQS","33","2"
"03/19/2018","18","PM10","Mammoth","06-051-0001","AQS","18","."
"03/20/2018","6","PM10","Mammoth","06-051-0001","AQS","6","."
"03/21/2018","4","PM10","Mammoth","06-051-0001","AQS","4","1"
"03/22/2018","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"03/23/2018","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"03/24/2018","61","PM10","Mono Shore","06-051-0011","AQS","61","5"
"03/25/2018","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"03/26/2018","8","PM10","Mammoth","06-051-0001","AQS","8","."
"03/27/2018","19","PM10","Mammoth","06-051-0001","AQS","19","2"
"03/28/2018","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/29/2018","24","PM10","Mammoth","06-051-0001","AQS","24","."
"03/30/2018","95","PM10","Lee Vining","06-051-0005","AQS","95","10"
"03/31/2018","17","PM10","Mammoth","06-051-0001","AQS","17","."
"04/01/2018","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/02/2018","46","PM10","Mono Shore","06-051-0011","AQS","46","10"
