"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2018","42","PM2.5","San Rafael","06-041-0001","AQS","7","17",".","42","24"
"01/02/2018","64","PM2.5","San Rafael","06-041-0001","AQS","7","14","26","64","32"
"01/03/2018","123","PM2.5","San Rafael","06-041-0001","AQS","7","8",".","123","33"
"01/04/2018","89","PM2.5","San Rafael","06-041-0001","AQS","7","24",".","89","24"
"01/05/2018","24","PM2.5","San Rafael","06-041-0001","AQS","5","22",".","24","21"
"01/06/2018","24","PM2.5","San Rafael","06-041-0001","AQS","6","24",".","24","16"
"01/07/2018","43","PM2.5","San Rafael","06-041-0001","AQS","7","8",".","43","15"
"01/08/2018","27","PM2.5","San Rafael","06-041-0001","AQS","7","11","6","27","21"
"01/09/2018","32","PM2.5","San Rafael","06-041-0001","AQS","6","32",".","32","14"
"01/10/2018","31","PM2.5","San Rafael","06-041-0001","AQS","5","29",".","31","19"
"01/11/2018","43","PM2.5","San Rafael","06-041-0001","AQS","6","12",".","43","18"
"01/12/2018","28","PM2.5","San Rafael","06-041-0001","AQS","8","10",".","28","19"
"01/13/2018","64","PM2.5","San Rafael","06-041-0001","AQS","8","18",".","64","16"
"01/14/2018","91","PM2.5","San Rafael","06-041-0001","AQS","6","16","29","91","16"
"01/15/2018","91","PM2.5","San Rafael","06-041-0001","AQS","7","7",".","91","18"
"01/16/2018","66","PM2.5","San Rafael","06-041-0001","AQS","7","6",".","66","14"
"01/17/2018","73","PM2.5","San Rafael","06-041-0001","AQS","6","12",".","73","14"
"01/18/2018","57","PM2.5","San Rafael","06-041-0001","AQS","6","24",".","57","18"
"01/19/2018","31","PM2.5","San Rafael","06-041-0001","AQS","6","28",".","31","23"
"01/20/2018","34","PM2.5","San Rafael","06-041-0001","AQS","6","28","12","34","25"
"01/21/2018","36","Ozone","San Rafael","06-041-0001","AQS","7","36",".","30","16"
"01/22/2018","36","PM2.5","San Rafael","06-041-0001","AQS","6","31",".","36","16"
"01/23/2018","35","PM2.5","San Rafael","06-041-0001","AQS","8","22",".","35","22"
"01/24/2018","38","PM2.5","San Rafael","06-041-0001","AQS","8","31",".","38","24"
"01/25/2018","30","PM2.5","San Rafael","06-041-0001","AQS","8","25",".","30","30"
"01/26/2018","34","PM2.5","San Rafael","06-041-0001","AQS","7","26","12","34","22"
"01/27/2018","31","PM2.5","San Rafael","06-041-0001","AQS","6","27",".","31","21"
"01/28/2018","26","PM2.5","San Rafael","06-041-0001","AQS","6","23",".","26","20"
"01/29/2018","58","PM2.5","San Rafael","06-041-0001","AQS","8","19",".","58","32"
"01/30/2018","41","PM2.5","San Rafael","06-041-0001","AQS","8","15",".","41","21"
"01/31/2018","32","PM2.5","San Rafael","06-041-0001","AQS","8","18",".","32","23"
"02/01/2018","38","PM2.5","San Rafael","06-041-0001","AQS","8","20","16","38","26"
"02/02/2018","34","PM2.5","San Rafael","06-041-0001","AQS","9","23",".","34","27"
"02/03/2018","36","PM2.5","San Rafael","06-041-0001","AQS","8","31",".","36","25"
"02/04/2018","35","PM2.5","San Rafael","06-041-0001","AQS","8","25",".","35","21"
"02/05/2018","41","PM2.5","San Rafael","06-041-0001","AQS","8","19",".","41","28"
"02/06/2018","42","NO2","San Rafael","06-041-0001","AQS","8","34",".","25","42"
"02/07/2018","62","PM2.5","San Rafael","06-041-0001","AQS","7","40","24","62","35"
"02/08/2018","59","PM2.5","San Rafael","06-041-0001","AQS","8","34",".","59","33"
"02/09/2018","45","PM2.5","San Rafael","06-041-0001","AQS","9","26",".","45","36"
"02/10/2018","42","PM2.5","Point Reyes NS Ranger Station","06-041-0002","AQS","3","37",".","42","15"
"02/11/2018","33","Ozone","San Rafael","06-041-0001","AQS","5","33",".","26","25"
"02/12/2018","31","Ozone","San Rafael","06-041-0001","AQS","5","31",".","15","27"
"02/13/2018","38","NO2","San Rafael","06-041-0001","AQS","6","34","8","15","38"
"02/14/2018","42","PM2.5","San Rafael","06-041-0001","AQS","7","32",".","42","30"
"02/15/2018","35","NO2","San Rafael","06-041-0001","AQS","6","34",".","23","35"
"02/16/2018","30","Ozone","San Rafael","06-041-0001","AQS","7","30",".","26","29"
"02/17/2018","36","PM2.5","San Rafael","06-041-0001","AQS","6","31",".","36","22"
"02/18/2018","40","Ozone","San Rafael","06-041-0001","AQS","2","40",".","25","3"
"02/19/2018","35","Ozone","San Rafael","06-041-0001","AQS","2","35","10","21","7"
"02/20/2018","33","NO2","San Rafael","06-041-0001","AQS","6","31",".","18","33"
"02/21/2018","35","Ozone","San Rafael","06-041-0001","AQS","5","35",".","23","25"
"02/22/2018","38","Ozone","San Rafael","06-041-0001","AQS","3","38",".","26","9"
"02/23/2018","35","Ozone","San Rafael","06-041-0001","AQS","5","35",".","23","25"
"02/24/2018","39","Ozone","San Rafael","06-041-0001","AQS","6","39",".","32","25"
"02/25/2018","38","Ozone","San Rafael","06-041-0001","AQS","5","38","9","26","20"
"02/26/2018","35","Ozone","San Rafael","06-041-0001","AQS","3","35",".","19","15"
"02/27/2018","36","Ozone","San Rafael","06-041-0001","AQS","6","36",".","18","26"
"02/28/2018","39","NO2","San Rafael","06-041-0001","AQS","6","34",".","28","39"
"03/01/2018","40","Ozone","San Rafael","06-041-0001","AQS","3","40",".","25","10"
"03/02/2018","35","Ozone","San Rafael","06-041-0001","AQS","5","35",".","21","25"
"03/03/2018","34","Ozone","San Rafael","06-041-0001","AQS","6","34","7","27","21"
"03/04/2018","36","Ozone","San Rafael","06-041-0001","AQS","6","36",".","27","22"
"03/05/2018","34","Ozone","San Rafael","06-041-0001","AQS","6","34",".","18","30"
"03/06/2018","37","Ozone","San Rafael","06-041-0001","AQS","7","37",".","25","35"
"03/07/2018","49","Ozone","San Rafael","06-041-0001","AQS","6","49",".","23","32"
