"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2018","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"01/02/2018","14","Ozone","Jackson-Clinton Road","06-005-0002","AQS","14","."
"01/03/2018","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/04/2018","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/05/2018","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/06/2018","29","Ozone","Jackson-Clinton Road","06-005-0002","AQS","29","."
"01/07/2018","14","Ozone","Jackson-Clinton Road","06-005-0002","AQS","14","."
"01/08/2018","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/09/2018","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/10/2018","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/11/2018","15","Ozone","Jackson-Clinton Road","06-005-0002","AQS","15","."
"01/12/2018","13","Ozone","Jackson-Clinton Road","06-005-0002","AQS","13","."
"01/13/2018","11","Ozone","Jackson-Clinton Road","06-005-0002","AQS","11","."
"01/14/2018","8","Ozone","Jackson-Clinton Road","06-005-0002","AQS","8","."
"01/15/2018","8","Ozone","Jackson-Clinton Road","06-005-0002","AQS","8","."
"01/16/2018","16","Ozone","Jackson-Clinton Road","06-005-0002","AQS","16","."
"01/17/2018","13","Ozone","Jackson-Clinton Road","06-005-0002","AQS","13","."
"01/18/2018","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/19/2018","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"01/20/2018","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/21/2018","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/22/2018","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/23/2018","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/24/2018","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"01/25/2018","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/26/2018","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"01/27/2018","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"01/28/2018","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"01/29/2018","9","Ozone","Jackson-Clinton Road","06-005-0002","AQS","9","."
"01/30/2018","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/31/2018","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"02/01/2018","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/02/2018","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/03/2018","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"02/04/2018","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"02/05/2018","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
