"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","0"
"01/02/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","4"
"01/03/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","0"
"01/04/2018","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","14"
"01/05/2018","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","8"
"01/06/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","8"
"01/07/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","15"
"01/08/2018","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","10"
"01/09/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","0"
"01/10/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","7"
"01/11/2018","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29","26"
"01/12/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","8"
"01/13/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","0"
"01/14/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","30"
"01/15/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","4"
"01/16/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","15"
"01/17/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","33"
"01/18/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","23"
"01/19/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","10"
"01/20/2018","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","21"
"01/21/2018","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","15"
"01/22/2018","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","6"
"01/23/2018","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","39"
"01/24/2018","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","28"
"01/25/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","10"
"01/26/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","20"
"01/27/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","11"
"01/28/2018","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","0"
"01/29/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","2"
"01/30/2018","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","4"
"01/31/2018","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","0"
"02/01/2018","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","28"
"02/02/2018","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","0"
"02/03/2018","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","0"
"02/04/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","23"
"02/05/2018","0","PM2.5","Grass Valley-Litton Building","06-057-0005","AQS",".","0"
"02/06/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","0"
"02/07/2018","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","22"
"02/08/2018","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","0"
"02/09/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","0"
"02/10/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","8"
"02/11/2018","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","20"
"02/12/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","13"
"02/13/2018","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","15"
"02/14/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","12"
"02/15/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","5"
"02/16/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","12"
"02/17/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","22"
"02/18/2018","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","22"
"02/19/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","10"
"02/20/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","9"
"02/21/2018","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","19"
"02/22/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","26"
"02/23/2018","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","4"
"02/24/2018","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","10"
"02/25/2018","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","17"
"02/26/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","17"
"02/27/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","6"
"02/28/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","18"
"03/01/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","8"
"03/02/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","13"
"03/03/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","11"
"03/04/2018","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","8"
"03/05/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","35"
"03/06/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","10"
"03/07/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","2"
"03/08/2018","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29","16"
"03/09/2018","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","13"
"03/10/2018","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","9"
"03/11/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","15"
"03/12/2018","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","5"
"03/13/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","3"
"03/14/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","4"
"03/15/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","9"
"03/16/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","11"
"03/17/2018","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","9"
"03/18/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","4"
"03/19/2018","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","4"
"03/20/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","4"
"03/21/2018","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","15"
"03/22/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","13"
"03/23/2018","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","14"
"03/24/2018","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","10"
"03/25/2018","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","12"
"03/26/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","0"
"03/27/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","4"
"03/28/2018","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","0"
"03/29/2018","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","0"
"03/30/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","29"
"03/31/2018","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","5"
"04/01/2018","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","33"
"04/02/2018","56","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","44","56"
"04/03/2018","54","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","43","54"
"04/04/2018","56","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","47","56"
"04/05/2018","53","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","37","53"
"04/06/2018","54","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","30","54"
"04/07/2018","58","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","33","58"
"04/08/2018","52","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","33","52"
"04/09/2018","51","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","34","51"
"04/10/2018","55","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","37","55"
"04/11/2018","52","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","42","52"
"04/12/2018","44","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","39","44"
"04/13/2018","45","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","35","45"
"04/14/2018","44","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","35","44"
"04/15/2018","57","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","44","57"
"04/16/2018","45","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","35","45"
"04/17/2018","42","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","33","42"
"04/18/2018","51","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","36","51"
"04/19/2018","49","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","36","49"
"04/20/2018","42","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","41","42"
"04/21/2018","48","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","38","48"
"04/22/2018","48","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","44","48"
"04/23/2018","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","43"
"04/24/2018","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","40"
"04/25/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","43"
"04/26/2018","48","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","47","48"
"04/27/2018","57","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","42","57"
"04/28/2018","57","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","42","57"
"04/29/2018","43","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","37","43"
"04/30/2018","40","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","37","40"
"05/01/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","29"
"05/02/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","37"
"05/03/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","32"
"05/04/2018","48","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","43","48"
"05/05/2018","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","27"
"05/06/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","37"
"05/07/2018","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","31"
"05/08/2018","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","30"
"05/09/2018","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","3"
"05/10/2018","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","3"
"05/11/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","13"
"05/12/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"05/13/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"05/14/2018","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","10"
"05/15/2018","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","31"
"05/16/2018","38","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","31","38"
"05/17/2018","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","35"
"05/18/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","31"
"05/19/2018","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","28"
"05/20/2018","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","31"
"05/21/2018","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","19"
"05/22/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","19"
"05/23/2018","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","33"
"05/24/2018","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","33"
"05/25/2018","28","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","25","28"
"05/26/2018","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","28"
"05/27/2018","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","22"
"05/28/2018","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","18"
"05/29/2018","20","PM2.5","Truckee-Fire Station","06-057-1001","AQS",".","20"
"05/30/2018","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","27"
"05/31/2018","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","26"
"06/01/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","27"
"06/02/2018","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","25"
"06/03/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","24"
"06/04/2018","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","20"
"06/05/2018","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74","19"
"06/06/2018","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","33"
"06/07/2018","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","32"
"06/08/2018","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","27"
"06/09/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","32"
"06/10/2018","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","28"
"06/11/2018","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","23"
"06/12/2018","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","24"
"06/13/2018","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77","27"
"06/14/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","27"
"06/15/2018","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","40"
"06/16/2018","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","35"
"06/17/2018","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","31"
"06/18/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","20"
"06/19/2018","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","23"
"06/20/2018","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","23"
"06/21/2018","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","29"
"06/22/2018","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","20"
"06/23/2018","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","22"
"06/24/2018","84","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","84","25"
"06/25/2018","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","33"
"06/26/2018","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105","19"
"06/27/2018","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77","22"
"06/28/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","26"
"06/29/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","23"
"06/30/2018","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","18"
"07/01/2018","79","PM2.5","Truckee-Fire Station","06-057-1001","AirNow","54","79"
"07/02/2018","87","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","87","27"
"07/03/2018","56","PM2.5","Grass Valley-Litton Building","06-057-0005","AQS","51","56"
"07/04/2018","46","PM2.5","Grass Valley-Litton Building","06-057-0005","AQS","46","46"
"07/05/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","25"
"07/06/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","15"
"07/07/2018","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","17"
"07/08/2018","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74","11"
"07/09/2018","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","14"
"07/10/2018","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","17"
"07/11/2018","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","21"
"07/12/2018","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","25"
"07/13/2018","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","36"
"07/14/2018","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","30"
"07/15/2018","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","25"
"07/16/2018","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","25"
"07/17/2018","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","48"
"07/18/2018","45","PM2.5","Truckee-Fire Station","06-057-1001","AirNow",".","45"
"07/19/2018","122","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","122","40"
