"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/02/2018","15","Ozone","Sonora-Barretta Street","06-109-0005","AQS","15","."
"01/03/2018","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/04/2018","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"01/05/2018","21","Ozone","Sonora-Barretta Street","06-109-0005","AQS","21","."
"01/06/2018","20","Ozone","Sonora-Barretta Street","06-109-0005","AQS","20","."
"01/07/2018","23","Ozone","Sonora-Barretta Street","06-109-0005","AQS","23","."
"01/08/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/09/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/10/2018","21","Ozone","Sonora-Barretta Street","06-109-0005","AQS","21","."
"01/11/2018","18","Ozone","Sonora-Barretta Street","06-109-0005","AQS","18","."
"01/12/2018","18","Ozone","Sonora-Barretta Street","06-109-0005","AQS","18","."
"01/13/2018","17","Ozone","Sonora-Barretta Street","06-109-0005","AQS","17","."
"01/14/2018","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"01/15/2018","18","Ozone","Sonora-Barretta Street","06-109-0005","AQS","18","."
"01/16/2018","23","Ozone","Sonora-Barretta Street","06-109-0005","AQS","23","."
"01/17/2018","22","Ozone","Sonora-Barretta Street","06-109-0005","AQS","22","."
"01/18/2018","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/19/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"01/20/2018","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"01/21/2018","27","Ozone","Sonora-Barretta Street","06-109-0005","AQS","27","."
"01/22/2018","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/23/2018","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/24/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"01/25/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"01/26/2018","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/27/2018","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/28/2018","27","Ozone","Sonora-Barretta Street","06-109-0005","AQS","27","."
"01/29/2018","19","Ozone","Sonora-Barretta Street","06-109-0005","AQS","19","."
"01/30/2018","27","Ozone","Sonora-Barretta Street","06-109-0005","AQS","27","."
"01/31/2018","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/01/2018","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/02/2018","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/03/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/04/2018","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"02/05/2018","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/06/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/09/2018","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/10/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/11/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/12/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/13/2018","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/14/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/15/2018","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/16/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/17/2018","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"02/18/2018","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/19/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/20/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/21/2018","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/22/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/23/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/24/2018","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/25/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/26/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/27/2018","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/28/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"03/01/2018","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/02/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/03/2018","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/04/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/05/2018","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/06/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/07/2018","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"03/08/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/09/2018","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"03/10/2018","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"03/11/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"03/12/2018","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/13/2018","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"03/14/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"03/15/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/16/2018","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"03/17/2018","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/18/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"03/19/2018","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"03/21/2018","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"03/22/2018","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"03/23/2018","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/24/2018","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/25/2018","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/26/2018","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/27/2018","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/28/2018","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"03/29/2018","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/30/2018","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
