"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2018","55","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","22","55"
"01/02/2018","45","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","19","45"
"01/03/2018","34","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","17","34"
"01/04/2018","27","Ozone","Santa Cruz","06-087-0007","AQS","27","17"
"01/05/2018","20","Ozone","Santa Cruz","06-087-0007","AQS","20","15"
"01/06/2018","23","Ozone","Santa Cruz","06-087-0007","AQS","23","18"
"01/07/2018","24","PM2.5","Santa Cruz","06-087-0007","AQS","24","24"
"01/08/2018","20","Ozone","Santa Cruz","06-087-0007","AQS","20","19"
"01/09/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","5"
"01/10/2018","27","PM2.5","Santa Cruz","06-087-0007","AQS","26","27"
"01/11/2018","29","PM2.5","Santa Cruz","06-087-0007","AQS","22","29"
"01/12/2018","28","PM2.5","Santa Cruz","06-087-0007","AQS","23","28"
"01/13/2018","25","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","21","25"
"01/14/2018","33","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","26","33"
"01/15/2018","35","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","26","35"
"01/16/2018","45","PM2.5","Santa Cruz","06-087-0007","AQS","18","45"
"01/17/2018","38","PM2.5","Santa Cruz","06-087-0007","AQS","23","38"
"01/18/2018","30","PM2.5","Santa Cruz","06-087-0007","AQS","26","30"
"01/19/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","22"
"01/20/2018","40","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","31","40"
"01/21/2018","39","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","29","39"
"01/22/2018","38","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","26","38"
"01/23/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","28","31"
"01/24/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","28"
"01/25/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","18"
"01/26/2018","30","Ozone","Santa Cruz","06-087-0007","AQS","30","19"
"01/27/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","23"
"01/28/2018","33","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","27","33"
"01/29/2018","24","PM2.5","Santa Cruz","06-087-0007","AQS","10","24"
"01/30/2018","33","PM2.5","Santa Cruz","06-087-0007","AQS","24","33"
"01/31/2018","37","PM2.5","Santa Cruz","06-087-0007","AQS","28","37"
"02/01/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","25"
"02/02/2018","26","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","23","26"
"02/03/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","29"
"02/04/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","28"
"02/05/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","31","31"
"02/06/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","20"
"02/07/2018","36","Ozone","Santa Cruz","06-087-0007","AQS","36","25"
"02/08/2018","36","Ozone","Santa Cruz","06-087-0007","AQS","36","31"
"02/09/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","38"
"02/10/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","35"
"02/11/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","23"
"02/12/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","13"
"02/13/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","26"
"02/14/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","22"
"02/15/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","26"
"02/16/2018","34","PM2.5","Santa Cruz","06-087-0007","AQS","30","34"
"02/17/2018","41","PM2.5","Santa Cruz","06-087-0007","AQS","34","41"
"02/18/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","20"
"02/19/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","19"
"02/20/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","21"
"02/21/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","33"
"02/22/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","27"
"02/23/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","23"
"02/24/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","27"
"02/25/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","34"
"02/26/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","23"
"02/27/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","15"
"02/28/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","19"
"03/01/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","19"
"03/02/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","11"
"03/03/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","9"
"03/04/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","18"
"03/05/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","18"
"03/06/2018","41","Ozone","Santa Cruz","06-087-0007","AirNow","41","23"
"03/07/2018","45","Ozone","Santa Cruz","06-087-0007","AirNow","45","20"
"03/08/2018","31","Ozone","Santa Cruz","06-087-0007","AirNow","31","13"
"03/09/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","13"
"03/10/2018","27","PM2.5","Santa Cruz","06-087-0007","AQS","19","27"
"03/11/2018","31","Ozone","Santa Cruz","06-087-0007","AirNow","31","7"
"03/12/2018","27","Ozone","Santa Cruz","06-087-0007","AQS","27","17"
"03/13/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","8"
"03/14/2018","43","Ozone","Santa Cruz","06-087-0007","AirNow","43","11"
"03/15/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","5"
"03/16/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","13"
"03/17/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","13"
"03/18/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","21"
"03/19/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","19"
"03/20/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","25"
"03/21/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","17"
"03/22/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","16"
"03/23/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","14"
"03/24/2018","44","Ozone","Santa Cruz","06-087-0007","AQS","44","20"
"03/25/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","14"
"03/26/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","17"
"03/27/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","19"
"03/28/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","16"
"03/29/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","27"
"03/30/2018","50","Ozone","Santa Cruz","06-087-0007","AQS","50","36"
"03/31/2018","42","Ozone","Santa Cruz","06-087-0007","AQS","42","39"
"04/01/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","38"
"04/02/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","33"
"04/03/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","38"
"04/04/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","29"
"04/05/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","21"
"04/06/2018","23","Ozone","Santa Cruz","06-087-0007","AQS","23","18"
"04/07/2018","36","Ozone","Santa Cruz","06-087-0007","AQS","36","27"
"04/08/2018","44","Ozone","Santa Cruz","06-087-0007","AQS","44","33"
"04/09/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","34"
"04/10/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","28"
"04/11/2018","45","Ozone","Santa Cruz","06-087-0007","AQS","45","11"
"04/12/2018","47","Ozone","Santa Cruz","06-087-0007","AQS","47","21"
"04/13/2018","44","Ozone","Santa Cruz","06-087-0007","AQS","44","33"
"04/14/2018","45","PM2.5","Santa Cruz","06-087-0007","AQS","39","45"
"04/15/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","27"
"04/16/2018","44","Ozone","Santa Cruz","06-087-0007","AQS","44","17"
"04/17/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","15"
"04/18/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","16"
"04/19/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","20"
"04/20/2018","38","PM2.5","Santa Cruz","06-087-0007","AQS","37","38"
"04/21/2018","42","Ozone","Santa Cruz","06-087-0007","AQS","42","33"
"04/22/2018","44","PM2.5","Santa Cruz","06-087-0007","AQS","42","44"
"04/23/2018","40","PM2.5","Santa Cruz","06-087-0007","AQS","38","40"
"04/24/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","33"
"04/25/2018","43","PM2.5","Santa Cruz","06-087-0007","AQS","41","43"
"04/26/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","31"
"04/27/2018","42","Ozone","Santa Cruz","06-087-0007","AQS","42","29"
"04/28/2018","46","Ozone","Santa Cruz","06-087-0007","AQS","46","21"
"04/29/2018","41","Ozone","Santa Cruz","06-087-0007","AQS","41","13"
"04/30/2018","44","Ozone","Santa Cruz","06-087-0007","AQS","44","27"
"05/01/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","32"
"05/02/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","31"
"05/03/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","20"
"05/04/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","24"
"05/05/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","33"
"05/06/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","18"
"05/07/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","19"
"05/08/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","17"
"05/09/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","13"
"05/10/2018","39","Ozone","Santa Cruz","06-087-0007","AQS","39","32"
"05/11/2018","43","PM2.5","Santa Cruz","06-087-0007","AQS","38","43"
"05/12/2018","42","Ozone","Santa Cruz","06-087-0007","AQS","42","38"
"05/13/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","24"
"05/14/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","15"
"05/15/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","7"
"05/16/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","7"
"05/17/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","10"
"05/18/2018","28","Ozone","Santa Cruz","06-087-0007","AQS","28","14"
"05/19/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","18"
"05/20/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","25"
"05/21/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","27"
"05/22/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","10"
"05/23/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","6"
"05/24/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","4"
"05/25/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","6"
"05/26/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","13"
"05/27/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","28"
"05/28/2018","46","PM2.5","Santa Cruz","06-087-0007","AQS","35","46"
"05/29/2018","43","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","31","43"
"05/30/2018","34","PM2.5","Santa Cruz","06-087-0007","AQS","33","34"
"05/31/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","18"
"06/01/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","28"
"06/02/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","32"
"06/03/2018","43","PM2.5","Santa Cruz","06-087-0007","AQS","33","43"
"06/04/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","33"
"06/05/2018","36","Ozone","Santa Cruz","06-087-0007","AQS","36","31"
"06/06/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","23"
"06/07/2018","40","Ozone","Santa Cruz","06-087-0007","AQS","40","27"
"06/08/2018","38","Ozone","Santa Cruz","06-087-0007","AQS","38","31"
"06/09/2018","36","Ozone","Santa Cruz","06-087-0007","AQS","36","17"
"06/10/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","22"
"06/11/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","25"
"06/12/2018","39","PM2.5","Santa Cruz","06-087-0007","AQS","36","39"
"06/13/2018","40","PM2.5","Santa Cruz","06-087-0007","AQS","29","40"
"06/14/2018","45","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","26","45"
"06/15/2018","35","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","28","35"
"06/16/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","28"
"06/17/2018","35","PM2.5","Santa Cruz","06-087-0007","AQS","31","35"
"06/18/2018","35","Ozone","Santa Cruz","06-087-0007","AQS","35","33"
"06/19/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","28"
"06/20/2018","33","Ozone","Santa Cruz","06-087-0007","AQS","33","29"
"06/21/2018","32","Ozone","Santa Cruz","06-087-0007","AQS","32","30"
"06/22/2018","39","PM2.5","Santa Cruz","06-087-0007","AQS","32","39"
"06/23/2018","52","PM2.5","Santa Cruz","06-087-0007","AQS","36","52"
"06/24/2018","37","Ozone","Santa Cruz","06-087-0007","AQS","37","20"
"06/25/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","17"
"06/26/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","30","31"
"06/27/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","31","31"
"06/28/2018","43","PM2.5","Santa Cruz","06-087-0007","AQS","35","43"
"06/29/2018","43","PM2.5","Santa Cruz","06-087-0007","AQS","31","43"
"06/30/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","29"
"07/01/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","18"
"07/02/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","11"
"07/03/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","30"
"07/04/2018","35","PM2.5","Santa Cruz","06-087-0007","AQS","31","35"
"07/05/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","31","31"
"07/06/2018","36","PM2.5","Santa Cruz","06-087-0007","AQS","30","36"
"07/07/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","31","31"
"07/08/2018","36","PM2.5","Santa Cruz","06-087-0007","AQS","33","36"
"07/09/2018","36","Ozone","Santa Cruz","06-087-0007","AQS","36","35"
"07/10/2018","42","PM2.5","Santa Cruz","06-087-0007","AQS","31","42"
"07/11/2018","23","PM2.5","Santa Cruz","06-087-0007","AQS","23","23"
"07/12/2018","26","Ozone","Santa Cruz","06-087-0007","AQS","26","17"
"07/13/2018","25","Ozone","Santa Cruz","06-087-0007","AQS","25","17"
"07/14/2018","25","Ozone","Santa Cruz","06-087-0007","AQS","25","14"
"07/15/2018","26","Ozone","Santa Cruz","06-087-0007","AQS","26","15"
"07/16/2018","28","Ozone","Santa Cruz","06-087-0007","AQS","28","17"
"07/17/2018","42","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","28","42"
"07/18/2018","27","Ozone","Santa Cruz","06-087-0007","AQS","27","22"
"07/19/2018","25","Ozone","Santa Cruz","06-087-0007","AQS","25","18"
"07/20/2018","27","Ozone","Santa Cruz","06-087-0007","AQS","27","19"
"07/21/2018","23","Ozone","Santa Cruz","06-087-0007","AQS","23","9"
"07/22/2018","24","Ozone","Santa Cruz","06-087-0007","AQS","24","16"
"07/23/2018","30","Ozone","Santa Cruz","06-087-0007","AQS","30","27"
"07/24/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","33"
"07/25/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","33"
"07/26/2018","31","Ozone","Santa Cruz","06-087-0007","AQS","31","26"
"07/27/2018","29","PM2.5","Santa Cruz","06-087-0007","AQS","26","29"
"07/28/2018","27","Ozone","Santa Cruz","06-087-0007","AQS","27","25"
"07/29/2018","28","Ozone","Santa Cruz","06-087-0007","AQS","28","17"
"07/30/2018","30","Ozone","Santa Cruz","06-087-0007","AQS","30","16"
"07/31/2018","34","Ozone","Santa Cruz","06-087-0007","AQS","34","21"
"08/01/2018","30","Ozone","Santa Cruz","06-087-0007","AQS","30","26"
"08/02/2018","28","Ozone","Santa Cruz","06-087-0007","AQS","28","21"
"08/03/2018","23","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","19","23"
"08/04/2018","31","PM2.5","Santa Cruz","06-087-0007","AQS","27","31"
"08/05/2018","29","PM2.5","Santa Cruz","06-087-0007","AQS","24","29"
"08/06/2018","30","Ozone","Santa Cruz","06-087-0007","AQS","30","21"
"08/07/2018","28","Ozone","Santa Cruz","06-087-0007","AQS","28","18"
"08/08/2018","31","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","31","31"
"08/09/2018","59","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","44","59"
"08/10/2018","41","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","27","41"
"08/11/2018","22","PM2.5","Santa Cruz","06-087-0007","AQS","20","22"
"08/12/2018","19","Ozone","Santa Cruz","06-087-0007","AQS","19","18"
"08/13/2018","24","Ozone","Santa Cruz","06-087-0007","AQS","24","19"
"08/14/2018","29","Ozone","Santa Cruz","06-087-0007","AQS","29","17"
"08/15/2018","35","PM2.5","Santa Cruz","06-087-0007","AQS","31","35"
"08/16/2018","59","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","43","59"
"08/17/2018","66","PM2.5","Santa Cruz","06-087-0007","AQS","44","66"
