"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"03/13/2018","30","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","30"
"03/14/2018","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"03/15/2018","12","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","12"
"03/16/2018","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"03/17/2018","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"03/18/2018","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"03/19/2018","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"03/20/2018","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"03/21/2018","17","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","17"
"03/22/2018","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"03/23/2018","23","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","23"
"03/24/2018","11","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","11"
"03/25/2018","16","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","16"
"03/26/2018","12","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","12"
"03/27/2018","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"03/28/2018","33","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","33"
"03/29/2018","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"03/30/2018","46","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","46"
"03/31/2018","33","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","33"
"04/01/2018","22","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","22"
"04/02/2018","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"04/03/2018","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"04/04/2018","23","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","23"
"04/05/2018","15","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","15"
"04/06/2018","14","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","14"
"04/07/2018","55","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","55"
"04/08/2018","55","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","55"
"04/09/2018","34","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","34"
"04/10/2018","28","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","28"
"04/11/2018","24","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","24"
"04/12/2018","29","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","29"
"04/13/2018","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"04/14/2018","46","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","46"
"04/15/2018","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"04/16/2018","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"04/17/2018","12","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","12"
"04/18/2018","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"04/19/2018","25","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","25"
"04/20/2018","30","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","30"
"04/21/2018","38","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","38"
"04/22/2018","49","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","49"
"04/23/2018","29","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","29"
"04/24/2018","43","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","43"
"04/25/2018","25","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","25"
