"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2018","27","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","27",".","."
"01/02/2018","49","PM2.5","Redding - Health Department","06-089-0004","AQS","25","24","49"
"01/03/2018","16","Ozone","Shasta Lake - Lake Blvd","06-089-0009","AQS","16",".","."
"01/04/2018","38","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","38",".","."
"01/05/2018","38","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","38",".","1"
"01/06/2018","30","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","30",".","."
"01/07/2018","33","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","33",".","."
"01/08/2018","31","PM2.5","Redding - Health Department","06-089-0004","AQS","29","11","31"
"01/09/2018","31","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","31",".","."
"01/10/2018","20","Ozone","Anderson - North Street","06-089-0007","AQS","20",".","."
"01/11/2018","32","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","32",".","3"
"01/12/2018","32","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","32",".","."
"01/13/2018","34","Ozone","Shasta Lake - Lake Blvd","06-089-0009","AQS","34",".","."
"01/14/2018","62","PM2.5","Redding - Health Department","06-089-0004","AQS","31","19","62"
"01/15/2018","38","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","38",".","."
"01/16/2018","33","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","33",".","."
"01/17/2018","33","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","33",".","4"
"01/18/2018","39","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","39",".","."
"01/19/2018","39","Ozone","Lassen Volcanic NP - Manzanita Lake Fire Station","06-089-3003","AQS","39",".","."
