"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2018","69","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31","27","69","29"
"01/02/2018","59","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","21","24","59","29"
"01/03/2018","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23","27","61","25"
"01/04/2018","50","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","20","50","26"
"01/05/2018","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29","16","40","14"
"01/06/2018","33","Ozone","Colfax-City Hall","06-061-0004","AQS","33","12","23","21"
"01/07/2018","59","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31","21","59","15"
"01/08/2018","46","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24","13","46","19"
"01/09/2018","40","Ozone","Colfax-City Hall","06-061-0004","AQS","40","5","0","13"
"01/10/2018","31","Ozone","Colfax-City Hall","06-061-0004","AQS","31","10","13","18"
"01/11/2018","33","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","33","13","22","19"
"01/12/2018","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23","17","42","24"
"01/13/2018","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34","21","55","16"
"01/14/2018","57","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30","15","57","13"
"01/15/2018","44","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","16","44","16"
"01/16/2018","45","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31","16","45","24"
"01/17/2018","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29","19","55","12"
"01/18/2018","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37","19","53","11"
"01/19/2018","37","Ozone","Colfax-City Hall","06-061-0004","AQS","37","11","11","28"
"01/20/2018","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","14","38","25"
"01/21/2018","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","13","33","11"
"01/22/2018","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","39","7","21","10"
"01/23/2018","32","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","32","11","14","22"
"01/24/2018","41","PM2.5","Auburn-Atwood","06-061-0003","AQS","40","15","41","18"
"01/25/2018","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","39","8","5","10"
"01/26/2018","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38","16","42","23"
"01/27/2018","36","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","36","12","23","12"
"01/28/2018","31","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","31","14","29","25"
"01/29/2018","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28","21","38","23"
"01/30/2018","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29","19","52","27"
"01/31/2018","44","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","19","44","26"
"02/01/2018","49","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","48","22","49","28"
"02/02/2018","58","Ozone","Auburn - Dewitt - C Avenue","06-061-0002","AirNow","58","22","48","."
"02/03/2018","39","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38","19","39","."
"02/04/2018","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36","20","53","."
"02/05/2018","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33","19","38","."
"02/06/2018","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","16","19","."
"02/07/2018","40","Ozone","Auburn - Dewitt - C Avenue","06-061-0002","AirNow","40","18","35","."
"02/08/2018","38","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","38","15","21","34"
"02/09/2018","32","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","31","16","21","32"
"02/10/2018","43","Ozone","Auburn - Dewitt - C Avenue","06-061-0002","AirNow","43","26","15","17"
"02/11/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","17","16","16"
"02/12/2018","36","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","36","11","10","18"
"02/13/2018","37","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","37","13","27","33"
"02/14/2018","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","11","13","9"
"02/15/2018","39","Ozone","Colfax-City Hall","06-061-0004","AQS","39","16","21","32"
"02/16/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","17","31","34"
"02/17/2018","44","Ozone","Auburn - Dewitt - C Avenue","06-061-0002","AirNow","44","18","34","18"
"02/18/2018","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","11","12","21"
"02/19/2018","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","10","20","28"
"02/20/2018","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","39","10","14","30"
"02/21/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","16","28","29"
"02/22/2018","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","10","23","24"
"02/23/2018","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","14","26","31"
"02/24/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","13","25","14"
"02/25/2018","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","11","24","16"
"02/26/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","8","9","26"
"02/27/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","7","15","27"
"02/28/2018","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","11","20","19"
"03/01/2018","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","9","9","6"
"03/02/2018","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","7","6","16"
"03/03/2018","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","6","14","19"
"03/04/2018","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","9","13","30"
"03/05/2018","50","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","50","12","22","33"
"03/06/2018","43","Ozone","Colfax-City Hall","06-061-0004","AQS","43","10","14","32"
"03/07/2018","48","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","48","15","23","27"
"03/08/2018","48","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","48","8","10","24"
"03/09/2018","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","11","22","30"
"03/10/2018","37","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","16","37","23"
"03/11/2018","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","39","12","33","19"
"03/12/2018","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","39","11","13","7"
"03/13/2018","38","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","38","6","3","8"
