"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"11/27/2018","28","PM2.5","Napa Valley College","06-055-0004","AQS","6","19","28","14"
"11/28/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","3","33","25","11"
"11/29/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","3","38","15","11"
"11/30/2018","28","Ozone","Napa Valley College","06-055-0004","AQS","6","28","25","18"
"12/01/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","7","36","23","12"
"12/02/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","6","30","19","12"
"12/03/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","7","30","18","18"
"12/04/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","2","31","19","13"
"12/05/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","3","31","21","9"
"12/06/2018","29","PM2.5","Napa Valley College","06-055-0004","AQS","6","27","29","16"
"12/07/2018","32","PM2.5","Napa Valley College","06-055-0004","AQS","6","23","32","20"
"12/08/2018","39","PM2.5","Napa Valley College","06-055-0004","AQS","7","29","39","13"
"12/09/2018","58","PM2.5","Napa Valley College","06-055-0004","AQS","6","20","58","13"
"12/10/2018","68","PM2.5","Napa Valley College","06-055-0004","AQS","7","19","68","13"
"12/11/2018","34","PM2.5","Napa Valley College","06-055-0004","AQS","6","14","34","21"
"12/12/2018","33","PM2.5","Napa Valley College","06-055-0004","AQS","7","29","33","20"
"12/13/2018","43","PM2.5","Napa Valley College","06-055-0004","AQS","7","29","43","16"
"12/14/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","6","34","52","23"
"12/15/2018","33","PM2.5","Napa Valley College","06-055-0004","AQS","6","25","33","16"
"12/16/2018","33","PM2.5","Napa Valley College","06-055-0004","AQS","7","33","33","14"
"12/17/2018","28","Ozone","Napa Valley College","06-055-0004","AQS","6","28","21","14"
"12/18/2018","24","PM2.5","Napa Valley College","06-055-0004","AQS","6","24","24","14"
"12/19/2018","21","PM2.5","Napa Valley College","06-055-0004","AQS","6","17","21","8"
"12/20/2018","37","PM2.5","Napa Valley College","06-055-0004","AQS","7","19","37","10"
"12/21/2018","43","PM2.5","Napa Valley College","06-055-0004","AQS","6","13","43","11"
"12/22/2018","27","PM2.5","Napa Valley College","06-055-0004","AQS","7","14","27","14"
"12/23/2018","32","PM2.5","Napa Valley College","06-055-0004","AQS","7","19","32","9"
"12/24/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","6","34","29","8"
"12/25/2018","29","Ozone","Napa Valley College","06-055-0004","AQS","5","29","17","12"
"12/26/2018","20","PM2.5","Napa Valley College","06-055-0004","AQS","7","20","20","14"
"12/27/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","7","34","18","19"
"12/28/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","6","36","12","11"
"12/29/2018","35","PM2.5","Napa Valley College","06-055-0004","AQS","8","26","35","17"
"12/30/2018","41","PM2.5","Napa Valley College","06-055-0004","AQS","9","24","41","11"
"12/31/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","7","35","8","8"
