"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2018","72","PM2.5","Ukiah-Library","06-045-0006","AQS","15","6","72"
"01/02/2018","60","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","9","9","60"
"01/03/2018","58","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","14","5","58"
"01/04/2018","26","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","26",".","13"
"01/05/2018","25","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","25",".","12"
"01/06/2018","45","PM2.5","Ukiah-Library","06-045-0006","AQS","16","6","45"
"01/07/2018","56","PM2.5","Ukiah-Library","06-045-0006","AQS","7","14","56"
"01/08/2018","53","PM2.5","Ukiah-Library","06-045-0006","AQS","5","1","53"
"01/09/2018","31","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","31","13","20"
"01/10/2018","46","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","5","46"
"01/11/2018","33","PM2.5","Ukiah-Library","06-045-0006","AQS",".","4","33"
"01/12/2018","34","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","17","9","34"
"01/13/2018","36","PM2.5","Ukiah-Library","06-045-0006","AQS","10","11","36"
"01/14/2018","59","PM2.5","Ukiah-Library","06-045-0006","AQS","7","17","59"
"01/15/2018","52","PM2.5","Ukiah-Library","06-045-0006","AQS","29","7","52"
"01/16/2018","31","PM2.5","Ukiah-Library","06-045-0006","AQS","12","26","31"
"01/17/2018","26","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","20","7","26"
"01/18/2018","25","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","25","7","10"
"01/19/2018","30","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","26","8","30"
"01/20/2018","42","PM2.5","Ukiah-Library","06-045-0006","AQS","26","9","42"
"01/21/2018","46","PM2.5","Ukiah-Library","06-045-0006","AQS","28","6","46"
"01/22/2018","29","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","29","13","26"
"01/23/2018","39","PM2.5","Ukiah-Library","06-045-0006","AQS","19","6","39"
"01/24/2018","33","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","23","5","33"
"01/25/2018","44","PM2.5","Ukiah-Library","06-045-0006","AQS","23","5","44"
"01/26/2018","39","PM2.5","Ukiah-Library","06-045-0006","AQS","20","6","39"
"01/27/2018","48","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","23","6","48"
"01/28/2018","29","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","13","9","29"
"01/29/2018","40","PM2.5","Ukiah-Library","06-045-0006","AQS","3","11","40"
