"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2018","135","PM2.5","Yuba City","06-101-0003","AQS",".","41","44","135","26"
"01/02/2018","92","PM2.5","Yuba City","06-101-0003","AQS",".","37","32","92","25"
"01/03/2018","112","PM2.5","Yuba City","06-101-0003","AQS",".","44","42","112","25"
"01/04/2018","79","PM2.5","Yuba City","06-101-0003","AQS",".","38","21","79","23"
"01/05/2018","67","PM2.5","Yuba City","06-101-0003","AQS",".","36","14","67","11"
"01/06/2018","53","PM2.5","Yuba City","06-101-0003","AQS",".","36","9","53","19"
"01/07/2018","57","PM2.5","Yuba City","06-101-0003","AQS",".","36","9","57","15"
"01/08/2018","51","PM2.5","Yuba City","06-101-0003","AQS",".","32","5","51","14"
"01/09/2018","39","Ozone","Sutter Buttes (seasonal)","06-101-0004","AirNow",".","39","0","25","8"
"01/10/2018","34","PM2.5","Yuba City","06-101-0003","AQS",".","16","5","34","24"
"01/11/2018","58","PM2.5","Yuba City","06-101-0003","AQS",".","11","11","58","14"
"01/12/2018","61","PM2.5","Yuba City","06-101-0003","AQS",".","16","13","61","21"
"01/13/2018","64","PM2.5","Yuba City","06-101-0003","AQS",".","11","12","64","17"
"01/14/2018","58","PM2.5","Yuba City","06-101-0003","AQS",".","10","7","58","9"
"01/15/2018","60","PM2.5","Yuba City","06-101-0003","AQS",".","10","8","60","10"
"01/16/2018","60","PM2.5","Yuba City","06-101-0003","AQS",".","13","12","60","18"
"01/17/2018","64","PM2.5","Yuba City","06-101-0003","AQS",".","8","11","64","12"
"01/18/2018","81","PM2.5","Yuba City","06-101-0003","AQS",".","28","19","81","11"
"01/19/2018","34","PM2.5","Yuba City","06-101-0003","AQS",".","25","5","34","18"
"01/20/2018","52","PM2.5","Yuba City","06-101-0003","AQS",".","23","7","52","27"
"01/21/2018","60","PM2.5","Yuba City","06-101-0003","AQS",".","20","9","60","17"
"01/22/2018","40","PM2.5","Yuba City","06-101-0003","AQS",".","20","1","40","10"
"01/23/2018","43","PM2.5","Yuba City","06-101-0003","AQS",".","13","6","43","25"
"01/24/2018","59","PM2.5","Yuba City","06-101-0003","AQS",".","25","8","59","14"
"01/25/2018","26","PM2.5","Yuba City","06-101-0003","AQS",".","24","4","26","10"
"01/26/2018","62","PM2.5","Yuba City","06-101-0003","AQS",".","11","14","62","20"
"01/27/2018","54","PM2.5","Yuba City","06-101-0003","AQS",".","25","9","54","18"
"01/28/2018","59","PM2.5","Yuba City","06-101-0003","AQS",".","18","13","59","24"
"01/29/2018","71","PM2.5","Yuba City","06-101-0003","AQS",".","7","22","71","19"
"01/30/2018","69","PM2.5","Yuba City","06-101-0003","AQS",".","10","20","69","25"
"01/31/2018","62","PM2.5","Yuba City","06-101-0003","AQS",".","18","17","62","16"
"02/01/2018","65","PM2.5","Yuba City","06-101-0003","AQS",".","19","22","65","29"
"02/02/2018","68","PM2.5","Yuba City","06-101-0003","AQS",".","22","26","68","33"
"02/03/2018","55","PM2.5","Yuba City","06-101-0003","AQS",".","24","15","55","24"
"02/04/2018","86","PM2.5","Yuba City","06-101-0003","AQS",".","30","33","86","29"
"02/05/2018","72","PM2.5","Yuba City","06-101-0003","AQS",".","21","28","72","26"
"02/06/2018","31","Ozone","Yuba City","06-101-0003","AQS",".","31","9","23","6"
"02/07/2018","52","PM2.5","Yuba City","06-101-0003","AQS",".","29","16","52","36"
"02/08/2018","66","PM2.5","Yuba City","06-101-0003","AQS",".","29","28","66","39"
"02/09/2018","64","PM2.5","Yuba City","06-101-0003","AQS",".","21","25","64","29"
"02/10/2018","49","PM2.5","Yuba City","06-101-0003","AQS",".","31","17","49","17"
"02/11/2018","43","PM2.5","Yuba City","06-101-0003","AQS",".","25","11","43","13"
"02/12/2018","37","PM2.5","Yuba City","06-101-0003","AQS",".","28","9","37","23"
"02/13/2018","40","PM2.5","Yuba City","06-101-0003","AQS",".","29","11","40","34"
"02/14/2018","54","PM2.5","Yuba City","06-101-0003","AQS",".","30","13","54","25"
"02/15/2018","43","PM2.5","Yuba City","06-101-0003","AQS",".","31","9","43","13"
"02/16/2018","70","PM2.5","Yuba City","06-101-0003","AQS",".","31","25","70","39"
"02/17/2018","67","PM2.5","Yuba City","06-101-0003","AQS",".","37","21","67","27"
"02/18/2018","35","PM2.5","Yuba City","06-101-0003","AQS",".","33","8","35","8"
"02/19/2018","38","PM2.5","Yuba City","06-101-0003","AQS",".","32","6","38","21"
"02/20/2018","38","PM2.5","Yuba City","06-101-0003","AQS",".","25","9","38","26"
"02/21/2018","50","PM2.5","Yuba City","06-101-0003","AQS",".","31","11","50","18"
"02/22/2018","55","PM2.5","Yuba City","06-101-0003","AQS",".","25",".","55","31"
"02/23/2018","52","PM2.5","Yuba City","06-101-0003","AQS",".","31",".","52","34"
"02/24/2018","56","PM2.5","Yuba City","06-101-0003","AQS",".","26",".","56","29"
"02/25/2018","35","PM2.5","Yuba City","06-101-0003","AQS",".","34",".","35","15"
"02/26/2018","30","Ozone","Yuba City","06-101-0003","AQS",".","30",".","27","10"
"02/27/2018","32","Ozone","Yuba City","06-101-0003","AQS",".","32",".","23","11"
"02/28/2018","51","PM2.5","Yuba City","06-101-0003","AQS",".","28",".","51","24"
"03/01/2018","33","PM2.5","Yuba City","06-101-0003","AQS",".","31",".","33","4"
"03/02/2018","29","Ozone","Yuba City","06-101-0003","AQS",".","29",".","24","10"
"03/03/2018","30","PM2.5","Yuba City","06-101-0003","AQS",".","29",".","30","11"
"03/04/2018","36","PM2.5","Yuba City","06-101-0003","AQS",".","30",".","36","11"
"03/05/2018","34","PM2.5","Yuba City","06-101-0003","AQS",".","31",".","34","33"
"03/06/2018","54","PM2.5","Yuba City","06-101-0003","AQS",".","29",".","54","35"
"03/07/2018","56","PM2.5","Yuba City","06-101-0003","AQS",".","33",".","56","21"
"03/08/2018","29","Ozone","Yuba City","06-101-0003","AQS",".","29",".","28","25"
"03/09/2018","43","PM2.5","Yuba City","06-101-0003","AQS",".","26",".","43","32"
"03/10/2018","59","PM2.5","Yuba City","06-101-0003","AQS",".","14",".","59","20"
"03/11/2018","58","PM2.5","Yuba City","06-101-0003","AQS",".","27",".","58","25"
