"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"10/30/2018","48","PM10","Mesa2","06-079-2004","AQS","39","0","48","37","12"
"10/31/2018","45","PM10","Mesa2","06-079-2004","AQS","43","0","45","34","16"
"11/01/2018","49","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AirNow","49","1","44","35","26"
"11/02/2018","47","Ozone","Red Hills","06-079-8005","AQS","47","1","41","36","27"
"11/03/2018","44","Ozone","Paso Robles","06-079-0005","AirNow","44","0","40","42","17"
"11/04/2018","49","Ozone","Red Hills","06-079-8005","AQS","49","0","38","43","19"
"11/05/2018","44","Ozone","Red Hills","06-079-8005","AQS","44","0","32","35","18"
"11/06/2018","41","Ozone","Paso Robles","06-079-0005","AirNow","41","1","30","33","29"
"11/07/2018","44","Ozone","Red Hills","06-079-8005","AQS","44","1","30","31","33"
"11/08/2018","47","PM10","Atascadero","06-079-8002","AQS","44","1","47","32","18"
"11/09/2018","50","PM10","Atascadero","06-079-8002","AQS","44","0","50","42","20"
"11/10/2018","58","PM2.5","Mesa2","06-079-2004","AQS","54","1","44","58","29"
"11/11/2018","66","PM2.5","Atascadero","06-079-8002","AQS","51","1","48","66","28"
"11/12/2018","57","PM2.5","Atascadero","06-079-8002","AQS","49","1","43","57","31"
"11/13/2018","42","Ozone","San Luis Obispo","06-079-2006","AirNow","42","0","39","40","24"
"11/14/2018","58","Ozone","Red Hills","06-079-8005","AQS","58","1","42","48","21"
"11/15/2018","64","Ozone","Red Hills","06-079-8005","AQS","64","0","44","53","36"
"11/16/2018","73","PM2.5","Mesa2","06-079-2004","AQS","54","0","55","73","28"
"11/17/2018","93","PM2.5","San Luis Obispo","06-079-2006","AirNow","80","0","48","93","22"
"11/18/2018","97","Ozone","Red Hills","06-079-8005","AQS","97","0","47","92","20"
"11/19/2018","93","Ozone","Red Hills","06-079-8005","AQS","93","0","46","71","30"
"11/20/2018","53","PM2.5","Mesa2","06-079-2004","AQS","45","0","31","53","21"
"11/21/2018","34","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AirNow","34","0","24","33","11"
"11/22/2018","37","Ozone","Morro Bay","06-079-3001","AQS","37","0","12","25","10"
"11/23/2018","33","Ozone","Morro Bay","06-079-3001","AQS","33","0","10","22","9"
"11/24/2018","31","Ozone","Paso Robles","06-079-0005","AirNow","31","0","24","25","5"
"11/25/2018","31","Ozone","Paso Robles","06-079-0005","AirNow","31","0","14","25","8"
"11/26/2018","36","PM2.5","Mesa2","06-079-2004","AQS","34","0","16","36","14"
"11/27/2018","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","0","19","24","12"
"11/28/2018","35","Ozone","Paso Robles","06-079-0005","AirNow","35","0","8","12","9"
"11/29/2018","38","Ozone","San Luis Obispo","06-079-2006","AirNow","38","0","23","34","1"
"11/30/2018","52","PM10","Mesa2","06-079-2004","AQS","33","0","52","41","14"
"12/01/2018","36","Ozone","San Luis Obispo","06-079-2006","AirNow","36","0","12","23","."
"12/02/2018","34","Ozone","San Luis Obispo","06-079-2006","AirNow","34","0","11","18","."
"12/03/2018","33","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AirNow","33","0","13","28","."
"12/04/2018","37","Ozone","San Luis Obispo","06-079-2006","AirNow","37","0","15","24","."
"12/05/2018","34","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AirNow","34","0","8","13","."
"12/06/2018","29","Ozone","Paso Robles","06-079-0005","AirNow","29","0","9","22","."
"12/07/2018","44","PM2.5","Atascadero","06-079-8002","AirNow","32","0","13","44","."
"12/08/2018","54","PM2.5","Atascadero","06-079-8002","AirNow","32","0","12","54","."
"12/09/2018","55","PM2.5","Atascadero","06-079-8002","AirNow","29","0","12","55","."
"12/10/2018","39","PM2.5","Atascadero","06-079-8002","AirNow","30","1","12","39","."
"12/11/2018","51","PM2.5","Atascadero","06-079-8002","AirNow","31","0","12","51","."
"12/12/2018","51","PM2.5","Atascadero","06-079-8002","AirNow","32","0","10","51","."
"12/13/2018","61","PM2.5","Atascadero","06-079-8002","AirNow","35","0","25","61","."
"12/14/2018","44","PM2.5","Mesa2","06-079-2004","AQS","34","0","22","44","."
"12/15/2018","45","PM2.5","Atascadero","06-079-8002","AirNow","34","0","18","45","."
"12/16/2018","33","Ozone","Red Hills","06-079-8005","AirNow","33","0","11","25","."
"12/17/2018","36","Ozone","Paso Robles","06-079-0005","AirNow","36","0","15","21","."
"12/18/2018","35","Ozone","San Luis Obispo","06-079-2006","AirNow","35","0","9","23","."
"12/19/2018","33","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AirNow","33","0","20","32","."
"12/20/2018","41","PM2.5","Atascadero","06-079-8002","AirNow","40","1","17","41","."
"12/21/2018","40","PM2.5","Mesa2","06-079-2004","AQS","32","0","30","40","."
"12/22/2018","35","PM2.5","Mesa2","06-079-2004","AQS","27","0","17","35","."
"12/23/2018","56","PM2.5","Atascadero","06-079-8002","AirNow","30","1","19","56","."
"12/24/2018","48","PM2.5","Atascadero","06-079-8002","AirNow","37","0","24","48","."
"12/25/2018","34","Ozone","Morro Bay","06-079-3001","AirNow","34","0","14","27","."
"12/26/2018","30","Ozone","Red Hills","06-079-8005","AirNow","30","0","13","26","."
"12/27/2018","31","Ozone","Paso Robles","06-079-0005","AirNow","31","0","9","27","."
"12/28/2018","33","Ozone","Paso Robles","06-079-0005","AirNow","33","0","10","25","."
"12/29/2018","55","PM2.5","Atascadero","06-079-8002","AirNow","33","0","21","55","."
"12/30/2018","58","PM2.5","Atascadero","06-079-8002","AirNow","32","0","35","58","."
"12/31/2018","43","PM2.5","Atascadero","06-079-8002","AirNow","32","0","13","43","."
