"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2018","33","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","33","21","31"
"01/02/2018","43","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","31",".","43"
"01/03/2018","50","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","34",".","50"
"01/04/2018","40","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","32",".","40"
"01/05/2018","63","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","30",".","63"
"01/06/2018","54","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","44",".","54"
"01/07/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","30"
"01/08/2018","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35",".","20"
"01/09/2018","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","31"
"01/10/2018","35","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","32",".","35"
"01/11/2018","32","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","32",".","19"
"01/12/2018","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37",".","26"
"01/13/2018","45","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","38",".","45"
"01/14/2018","53","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","34",".","53"
"01/15/2018","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37",".","31"
"01/16/2018","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35",".","."
"01/17/2018","33","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","33",".","2"
"01/18/2018","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","."
"01/19/2018","36","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","36",".","."
"01/20/2018","34","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","34",".","8"
"01/21/2018","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","."
"01/22/2018","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","."
"01/23/2018","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","10"
"01/24/2018","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","."
"01/25/2018","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","."
"01/26/2018","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","4"
"01/27/2018","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","."
"01/28/2018","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","."
"01/29/2018","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","5"
"01/30/2018","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","."
"01/31/2018","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42",".","."
"02/01/2018","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35",".","21"
"02/02/2018","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35",".","21"
"02/03/2018","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","29"
"02/04/2018","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37",".","22"
"02/05/2018","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","20"
"02/06/2018","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","30"
"02/07/2018","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43","18","34"
"02/08/2018","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40","15","27"
"02/09/2018","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35","15","31"
"02/10/2018","44","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","42","16","44"
"02/11/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44","20","31"
"02/12/2018","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37","14","31"
"02/13/2018","40","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","37",".","40"
"02/14/2018","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","38"
"02/15/2018","44","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43",".","44"
"02/16/2018","54","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","54"
"02/17/2018","66","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","44",".","66"
"02/18/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","31"
"02/19/2018","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37",".","25"
"02/20/2018","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","34"
"02/21/2018","47","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43",".","47"
"02/22/2018","60","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","60"
"02/23/2018","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","29"
"02/24/2018","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","41"
"02/25/2018","46","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","44",".","46"
"02/26/2018","53","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","42",".","53"
"02/27/2018","36","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","34",".","36"
"02/28/2018","47","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","39",".","47"
"03/01/2018","51","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","38",".","51"
"03/02/2018","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","24"
"03/03/2018","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","23"
"03/04/2018","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46","4","23"
"03/05/2018","48","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","48","8","32"
"03/06/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44","9","41"
"03/07/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44","9","40"
"03/08/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44","14","32"
"03/09/2018","45","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","41","16","45"
"03/10/2018","67","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","37","23","67"
"03/11/2018","56","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","32","18","56"
"03/12/2018","52","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","41","24","52"
"03/13/2018","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","32"
"03/14/2018","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42",".","21"
"03/15/2018","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","16"
"03/16/2018","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","21"
"03/17/2018","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","23"
"03/18/2018","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","31"
"03/19/2018","47","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","47",".","40"
"03/20/2018","50","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","47",".","50"
"03/21/2018","54","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","34","12","54"
"03/22/2018","58","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","42","10","58"
"03/23/2018","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41","7","36"
"03/24/2018","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42","6","31"
"03/25/2018","48","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","48","4","26"
"03/26/2018","49","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","49","8","31"
