"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"05/29/2018","73","PM2.5","Oakland West","06-001-0011","AQS","7","43","0","73","27"
"05/30/2018","61","PM2.5","Oakland West","06-001-0011","AQS","5","35","1","61","18"
"05/31/2018","52","PM2.5","Oakland West","06-001-0011","AQS","5","33","0","52","22"
"06/01/2018","52","PM2.5","Oakland West","06-001-0011","AQS","6","44","3","52","26"
"06/02/2018","67","Ozone","Livermore","06-001-0007","AQS","8","67","1","63","24"
"06/03/2018","72","PM2.5","Oakland West","06-001-0011","AQS","8","64","0","72","25"
"06/04/2018","55","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","6","38","4","55","29"
"06/05/2018","51","PM2.5","Laney College","06-001-0012","AQS","6","36","0","51","20"
"06/06/2018","43","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","5","32","0","43","20"
"06/07/2018","41","Ozone","Livermore","06-001-0007","AQS","6","41","1","40","22"
"06/08/2018","44","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","43","6","44","25"
"06/09/2018","35","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","35","0","35","15"
"06/10/2018","40","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","6","37","0","40","19"
"06/11/2018","43","Ozone","Livermore","06-001-0007","AQS","6","43","0","41","23"
"06/12/2018","58","PM2.5","Oakland West","06-001-0011","AQS","7","50","4","58","25"
"06/13/2018","58","PM2.5","Laney College","06-001-0012","AQS","7","47","4","58","26"
"06/14/2018","56","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","39","1","56","24"
"06/15/2018","54","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","30","0","54","21"
"06/16/2018","49","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","6","34","0","49","16"
"06/17/2018","47","PM2.5","Oakland West","06-001-0011","AQS","7","38","0","47","11"
"06/18/2018","53","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","44","0","53","24"
"06/19/2018","46","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","37","0","46","25"
"06/20/2018","41","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","33","4","41","20"
"06/21/2018","85","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","8","44","0","85","24"
"06/22/2018","97","Ozone","Livermore","06-001-0007","AQS","8","97","0","57","28"
"06/23/2018","67","Ozone","Livermore","06-001-0007","AQS","7","67","1","63","22"
"06/24/2018","51","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","44","0","51","14"
"06/25/2018","40","PM2.5","Oakland West","06-001-0011","AQS","7","36","0","40","21"
"06/26/2018","58","PM2.5","Laney College","06-001-0012","AQS","6","40","0","58","26"
"06/27/2018","59","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","6","31","1","59","20"
"06/28/2018","59","PM2.5","Oakland West","06-001-0011","AQS","5","36","1","59","19"
"06/29/2018","61","PM2.5","Laney College","06-001-0012","AQS","6","44","3","61","24"
"06/30/2018","62","PM2.5","Oakland West","06-001-0011","AQS","7","49","0","62","22"
"07/01/2018","40","Ozone","Livermore","06-001-0007","AQS","7","40","0","36","11"
"07/02/2018","40","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","8","28","0","40","23"
"07/03/2018","58","PM2.5","Laney College","06-001-0012","AQS","7","36","0","58","22"
"07/04/2018","70","PM2.5","Oakland","06-001-0009","AQS","7","35","0","70","12"
"07/05/2018","50","Ozone","Livermore","06-001-0007","AQS","8","50","0","48","20"
"07/06/2018","53","PM2.5","Laney College","06-001-0012","AQS","8","41","0","53","25"
"07/07/2018","50","PM2.5","Laney College","06-001-0012","AQS","7","44","0","50","20"
"07/08/2018","52","PM2.5","Laney College","06-001-0012","AQS","8","37","0","52","11"
"07/09/2018","53","PM2.5","Laney College","06-001-0012","AQS","7","49","0","53","24"
"07/10/2018","51","PM2.5","Laney College","06-001-0012","AQS","6","36","0","51","24"
"07/11/2018","47","Ozone","Livermore","06-001-0007","AQS","7","47","3","39","24"
"07/12/2018","44","Ozone","Livermore","06-001-0007","AQS","6","44","0","38","25"
"07/13/2018","45","Ozone","Livermore","06-001-0007","AQS","7","45","0","41","24"
"07/14/2018","25","PM2.5","Oakland West","06-001-0011","AQS","7","24","0","25","13"
"07/15/2018","42","PM2.5","Laney College","06-001-0012","AQS","7","36","0","42","14"
"07/16/2018","46","PM2.5","Laney College","06-001-0012","AQS","7","41","6","46","24"
"07/17/2018","51","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","47","9","51","25"
"07/18/2018","74","Ozone","Livermore","06-001-0007","AQS","8","74","10","51","25"
"07/19/2018","64","Ozone","Livermore","06-001-0007","AQS","8","64","1","54","31"
"07/20/2018","54","PM2.5","Oakland West","06-001-0011","AQS","8","47","0","54","27"
"07/21/2018","40","PM2.5","Oakland West","06-001-0011","AQS","9","40","0","40","14"
"07/22/2018","42","PM2.5","Oakland West","06-001-0011","AQS","8","37","0","42","10"
"07/23/2018","51","PM2.5","Laney College","06-001-0012","AQS","8","39","0","51","20"
"07/24/2018","55","PM2.5","Laney College","06-001-0012","AQS","9","45","3","55","22"
"07/25/2018","57","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","10","51","7","57","24"
"07/26/2018","50","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","9","42","1","50","21"
"07/27/2018","48","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","7","34","1","48","17"
"07/28/2018","43","Ozone","Livermore","06-001-0007","AQS","8","43","0","35","15"
"07/29/2018","35","PM2.5","Oakland West","06-001-0011","AQS","7","32","0","35","9"
"07/30/2018","47","PM2.5","Oakland West","06-001-0011","AQS","8","43",".","47","20"
"07/31/2018","52","PM2.5","Livermore","06-001-0007","AQS","8","45","0","52","22"
"08/01/2018","41","PM2.5","Laney College","06-001-0012","AQS","7","31","0","41","19"
"08/02/2018","44","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","8","33","0","44","17"
"08/03/2018","101","Ozone","Livermore","06-001-0007","AQS","9","101","1","74","23"
"08/04/2018","56","PM2.5","Laney College","06-001-0012","AQS","8","35","0","56","19"
"08/05/2018","45","PM2.5","Oakland West","06-001-0011","AQS","8","31","0","45","14"
