"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2018","36","PM2.5","Willows-Colusa Street","06-021-0003","AQS","22","23","36"
"01/02/2018","56","PM2.5","Willows-Colusa Street","06-021-0003","AQS","20","39","56"
"01/03/2018","59","PM2.5","Willows-Colusa Street","06-021-0003","AQS","11","41","59"
"01/04/2018","60","PM2.5","Willows-Colusa Street","06-021-0003","AQS","18","30","60"
"01/05/2018","39","PM2.5","Willows-Colusa Street","06-021-0003","AQS","15","25","39"
"01/06/2018","27","Ozone","Willows-Colusa Street","06-021-0003","AQS","27","16","14"
"01/07/2018","30","PM2.5","Willows-Colusa Street","06-021-0003","AQS","15","18","30"
"01/08/2018","11","PM10","Willows-Colusa Street","06-021-0003","AQS",".","11","."
"01/09/2018","8","PM10","Willows-Colusa Street","06-021-0003","AQS",".","8","."
"01/10/2018","22","Ozone","Willows-Colusa Street","06-021-0003","AQS","22","15","."
"01/11/2018","21","Ozone","Willows-Colusa Street","06-021-0003","AQS","21","18","."
"01/12/2018","26","Ozone","Willows-Colusa Street","06-021-0003","AQS","26","18","."
"01/13/2018","20","PM10","Willows-Colusa Street","06-021-0003","AQS","19","20","."
"01/14/2018","18","PM10","Willows-Colusa Street","06-021-0003","AQS","16","18","."
"01/15/2018","14","PM10","Willows-Colusa Street","06-021-0003","AQS","12","14","."
"01/16/2018","27","PM10","Willows-Colusa Street","06-021-0003","AQS","23","27","."
"01/17/2018","19","Ozone","Willows-Colusa Street","06-021-0003","AQS","19","16","."
"01/18/2018","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","19","."
"01/19/2018","32","Ozone","Willows-Colusa Street","06-021-0003","AQS","32","10","."
"01/20/2018","32","Ozone","Willows-Colusa Street","06-021-0003","AQS","32","10","."
"01/21/2018","26","Ozone","Willows-Colusa Street","06-021-0003","AQS","26","16","."
"01/22/2018","27","Ozone","Willows-Colusa Street","06-021-0003","AQS","27","15","."
"01/23/2018","26","Ozone","Willows-Colusa Street","06-021-0003","AQS","26","14","18"
"01/24/2018","38","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31","17","38"
"01/25/2018","33","Ozone","Willows-Colusa Street","06-021-0003","AQS","33","12","20"
"01/26/2018","30","Ozone","Willows-Colusa Street","06-021-0003","AQS","30","15","24"
