"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","64","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","34","64"
"01/02/2017","40","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","31","40"
"01/03/2017","34","Ozone","Santa Cruz","06-087-0007","AQS","34","7"
"01/04/2017","34","Ozone","Santa Cruz","06-087-0007","AQS","34","2"
"01/05/2017","31","Ozone","Santa Cruz","06-087-0007","AQS","31","15"
"01/06/2017","25","Ozone","Santa Cruz","06-087-0007","AQS","25","14"
"01/07/2017","29","Ozone","Santa Cruz","06-087-0007","AQS","29","16"
"01/08/2017","26","Ozone","Santa Cruz","06-087-0007","AQS","26","7"
"01/09/2017","38","Ozone","Santa Cruz","06-087-0007","AQS","38","6"
"01/10/2017","38","Ozone","Santa Cruz","06-087-0007","AQS","38","8"
"01/11/2017","37","Ozone","Santa Cruz","06-087-0007","AQS","37","11"
"01/12/2017","30","Ozone","Santa Cruz","06-087-0007","AQS","30","10"
"01/13/2017","24","Ozone","Santa Cruz","06-087-0007","AQS","24","15"
"01/14/2017","28","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","22","28"
"01/15/2017","38","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","22","38"
"01/16/2017","47","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","23","47"
"01/17/2017","47","PM2.5","San Lorenzo Valley Middle School","06-087-1005","AQS","22","47"
"01/18/2017","34","Ozone","Santa Cruz","06-087-0007","AQS","34","29"
"01/19/2017","35","Ozone","Santa Cruz","06-087-0007","AQS","35","18"
"01/20/2017","36","Ozone","Santa Cruz","06-087-0007","AQS","36","19"
"01/21/2017","37","Ozone","Santa Cruz","06-087-0007","AQS","37","22"
"01/22/2017","39","Ozone","Santa Cruz","06-087-0007","AQS","39","26"
"01/23/2017","31","Ozone","Santa Cruz","06-087-0007","AQS","31","12"
"01/24/2017","31","Ozone","Santa Cruz","06-087-0007","AQS","31","20"
"01/25/2017","29","Ozone","Santa Cruz","06-087-0007","AQS","29","15"
