"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2017","39","Ozone","VAFB South Base","06-083-4003","AQS","6","39","4","16","28","18"
"01/02/2017","36","Ozone","VAFB South Base","06-083-4003","AQS","6","36","4","19","29","25"
"01/03/2017","71","PM10","VAFB South Base","06-083-4003","AQS","7","37","3","71","25","21"
"01/04/2017","34","Ozone","Nojoqui","06-083-1018","AQS","5","34","3","9","19","11"
"01/05/2017","37","Ozone","VAFB South Base","06-083-4003","AQS","5","37","1","9","10","18"
"01/06/2017","36","Ozone","Lompoc HSP","06-083-1013","AQS","6","36","4","35","30","19"
"01/07/2017","40","Ozone","Nojoqui","06-083-1018","AQS","6","40","3","38","29","17"
"01/08/2017","264","PM10","VAFB South Base","06-083-4003","AQS","5","38","3","264","18","9"
"01/09/2017","35","Ozone","VAFB South Base","06-083-4003","AQS","5","35","3","16","19","19"
"01/10/2017","35","Ozone","Nojoqui","06-083-1018","AQS","5","35","3","13","17","17"
"01/11/2017","38","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","38","3","32","33","14"
"01/12/2017","40","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","40","3","17","14","19"
"01/13/2017","38","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","38","6","10","20","24"
"01/14/2017","37","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","37","4","19","13","18"
"01/15/2017","36","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","36","4","16","25","16"
"01/16/2017","37","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","37","1","22","28","25"
"01/17/2017","38","Ozone","Lompoc HSP","06-083-1013","AQS","7","38","4","20","31","27"
"01/18/2017","37","Ozone","Lompoc H Street","06-083-2004","AQS","7","37","3","17","34","14"
"01/19/2017","40","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","40","1","35","25","24"
"01/20/2017","41","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","41","0","22","18","11"
"01/21/2017","45","PM10","VAFB South Base","06-083-4003","AQS","3","41","0","45","26","23"
"01/22/2017","41","Ozone","VAFB South Base","06-083-4003","AQS","5","41","0","12","11","8"
"01/23/2017","41","Ozone","VAFB South Base","06-083-4003","AQS","3","41","0","28","16","22"
"01/24/2017","39","Ozone","El Capitan","06-083-0008","AQS","5","39","0","19","21","27"
"01/25/2017","41","Ozone","Carpinteria","06-083-1021","AQS","7","41","1","23","26","27"
"01/26/2017","42","Ozone","Carpinteria","06-083-1021","AQS","7","42","1","20","31","27"
"01/27/2017","43","Ozone","Carpinteria","06-083-1021","AQS","7","43","4","19","39","30"
"01/28/2017","43","Ozone","Carpinteria","06-083-1021","AQS","6","43","4","25","28","25"
"01/29/2017","44","Ozone","Carpinteria","06-083-1021","AQS","6","44","3","22","20","29"
"01/30/2017","43","Ozone","Lompoc HSP","06-083-1013","AQS","9","43","3","27","19","35"
"01/31/2017","46","Ozone","Lompoc HSP","06-083-1013","AQS","6","46","3","19","29","36"
"02/01/2017","50","Ozone","Paradise Road","06-083-1014","AQS","7","50","3","22","48","25"
"02/02/2017","127","PM10","VAFB South Base","06-083-4003","AQS","3","39","3","127","34","16"
"02/03/2017","32","Ozone","VAFB South Base","06-083-4003","AQS","3","32","3","6","15","20"
"02/04/2017","36","Ozone","VAFB South Base","06-083-4003","AQS","5","36","3","14","20","12"
"02/05/2017","36","Ozone","VAFB South Base","06-083-4003","AQS","5","36","3","11","23","8"
"02/06/2017","38","Ozone","Carpinteria","06-083-1021","AQS","5","38","3","13","15","11"
"02/07/2017","27","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","27","0","5","13","21"
"02/08/2017","20","Ozone","El Capitan","06-083-0008","AQS","5","20","1","14","15","12"
"02/09/2017","31","Ozone","VAFB South Base","06-083-4003","AQS","5","31","3","11","17","10"
"02/10/2017","40","Ozone","VAFB South Base","06-083-4003","AQS","3","40","3","13","13","16"
"02/11/2017","39","Ozone","VAFB South Base","06-083-4003","AQS","3","39","1","21","18","12"
"02/12/2017","34","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","34","1","19","18","14"
"02/13/2017","33","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","33","1","19","23","18"
"02/14/2017","36","Ozone","Paradise Road","06-083-1014","AQS","5","36","3","21","35","17"
"02/15/2017","43","Ozone","Paradise Road","06-083-1014","AQS","5","43","3","26","39","26"
"02/16/2017","40","Ozone","VAFB South Base","06-083-4003","AQS","5","40","0","12","25","17"
"02/17/2017","47","Ozone","Carpinteria","06-083-1021","AQS","5","47","3","14","20","7"
"02/18/2017","44","Ozone","Carpinteria","06-083-1021","AQS","5","44","3","16","20","9"
"02/19/2017","41","Ozone","VAFB South Base","06-083-4003","AQS","3","41","3","12","16","9"
"02/20/2017","37","Ozone","Los Flores Canyon #1","06-083-1025","AQS","5","37","3","10","5","7"
"02/21/2017","39","Ozone","VAFB South Base","06-083-4003","AQS","5","39","1","16","15","8"
"02/22/2017","40","Ozone","VAFB South Base","06-083-4003","AQS","6","40","3","29","15","10"
"02/23/2017","45","Ozone","Carpinteria","06-083-1021","AQS","5","45","1","23","18","36"
"02/24/2017","44","Ozone","Carpinteria","06-083-1021","AQS","5","44","1","18","23","25"
"02/25/2017","43","Ozone","Carpinteria","06-083-1021","AQS","3","43","1","15","34","17"
