"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2017","60","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","32","0",".","60","30"
"01/02/2017","27","Ozone","San Jose - Jackson","06-085-0005","AQS","6","27","0",".","25","15"
"01/03/2017","27","Ozone","San Jose - Jackson","06-085-0005","AQS","6","27","0",".","14","16"
"01/04/2017","28","NO2","San Jose - Knox Avenue","06-085-0006","AQS","8","23","0","5","21","28"
"01/05/2017","31","NO2","San Jose - Knox Avenue","06-085-0006","AQS","9","29","0",".","26","31"
"01/06/2017","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","16","1",".","43","35"
"01/07/2017","28","Ozone","San Jose - Jackson","06-085-0005","AQS","10","28","0",".","25","27"
"01/08/2017","23","Ozone","San Jose - Jackson","06-085-0005","AQS","6","23","0",".","10","13"
"01/09/2017","31","NO2","San Jose - Knox Avenue","06-085-0006","AQS","8","30","0",".","13","31"
"01/10/2017","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31","0","4","15","22"
"01/11/2017","32","Ozone","San Jose - Jackson","06-085-0005","AQS","7","32","0",".","22","28"
"01/12/2017","28","Ozone","San Jose - Jackson","06-085-0005","AQS","8","28","0",".","21","27"
"01/13/2017","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","20","0","18","44","32"
"01/14/2017","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","16","20","1",".","52","28"
"01/15/2017","62","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","17","0",".","62","27"
"01/16/2017","65","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","18","1",".","65","33"
"01/17/2017","76","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","6","1",".","76","30"
"01/18/2017","40","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","29","0",".","40","23"
