"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2017","35","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","33","14","35"
"01/02/2017","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34","5","22"
"01/03/2017","33","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","33","5","23"
"01/04/2017","32","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","32","3","12"
"01/05/2017","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31","3","12"
"01/06/2017","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29","6","21"
"01/07/2017","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31","3","17"
"01/08/2017","33","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","33","4","10"
"01/09/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","4","16"
"01/10/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","3","14"
"01/11/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","2","17"
"01/12/2017","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29","6","27"
"01/13/2017","33","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","33","5","17"
"01/14/2017","30","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24","8","30"
"01/15/2017","56","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","22","15","56"
"01/16/2017","53","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","20","13","53"
"01/17/2017","61","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19","19","61"
"01/18/2017","68","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","40","19","68"
"01/19/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","6","19"
"01/20/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","4","10"
"01/21/2017","37","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","37","7","13"
"01/22/2017","37","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","37","3","25"
"01/23/2017","36","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","36","4","16"
"01/24/2017","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34","6","28"
"01/25/2017","30","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","23","10","30"
"01/26/2017","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29","6","20"
"01/27/2017","33","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","33","5","17"
"01/28/2017","30","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","30","9","20"
"01/29/2017","28","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","28","10","23"
"01/30/2017","44","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","27","16","44"
"01/31/2017","48","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","22","17","48"
"02/01/2017","47","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","14","16","47"
"02/02/2017","31","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","29","10","31"
"02/03/2017","37","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","37","6","13"
"02/04/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","3","10"
"02/05/2017","32","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","32","8","14"
"02/06/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","5","11"
"02/07/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","4","5"
"02/08/2017","17","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","17","6","12"
"02/09/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","5","8"
"02/10/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","7","2"
"02/11/2017","36","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","36","2","10"
"02/12/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","2","13"
"02/13/2017","44","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","27","17","44"
"02/14/2017","30","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","30","11","25"
"02/15/2017","56","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","56"
"02/16/2017","43","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","43",".","15"
"02/17/2017","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34","6","8"
"02/18/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","4","6"
"02/19/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","6","9"
"02/20/2017","45","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","45","5","15"
"02/21/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","5","18"
"02/22/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","6","13"
"02/23/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","6","18"
"02/24/2017","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34","6","11"
"02/25/2017","40","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","40","8","21"
"02/26/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","5","13"
"02/27/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","6","10"
"02/28/2017","40","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","40","7","7"
"03/01/2017","36","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","36","9","13"
"03/02/2017","41","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","41","10","20"
"03/03/2017","37","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","36","16","37"
"03/04/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","19","12"
"03/05/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","4","13"
"03/06/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","6","13"
"03/07/2017","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34","5","17"
"03/08/2017","37","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","37","6","15"
"03/09/2017","30","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","30","5","10"
"03/10/2017","28","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","28","9","15"
"03/11/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","9","24"
"03/12/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","5","2"
"03/13/2017","36","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","36","12","14"
"03/14/2017","41","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","41","16","28"
"03/15/2017","30","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24","14","30"
"03/16/2017","25","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","25","7","16"
"03/17/2017","35","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","35","12","20"
"03/18/2017","30","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","30","11","25"
"03/19/2017","28","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","28","5","24"
"03/20/2017","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31","8","21"
"03/21/2017","41","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","41","4","15"
"03/22/2017","40","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","40","1","5"
"03/23/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","4","13"
"03/24/2017","37","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","37","5","20"
"03/25/2017","41","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","41","5","25"
"03/26/2017","40","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","40","4","17"
"03/27/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","2","20"
"03/28/2017","47","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","47","10","13"
"03/29/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","7","14"
"03/30/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","12","26"
"03/31/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","9","16"
"04/01/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","7","15"
"04/02/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","10","13"
"04/03/2017","45","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","45","12","11"
"04/04/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","25","25"
"04/05/2017","43","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","43","20","28"
"04/06/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","6","14"
"04/07/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","3","15"
"04/08/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","1","5"
"04/09/2017","41","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","41","3","10"
"04/10/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","4","16"
"04/11/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","6","20"
"04/12/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","3","10"
"04/13/2017","43","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","43","2","4"
"04/14/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","3","5"
"04/15/2017","41","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","41","5","19"
"04/16/2017","40","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","40","6","24"
"04/17/2017","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31","4","18"
"04/18/2017","38","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","38","4","6"
"04/19/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","7","20"
"04/20/2017","43","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","43","6","20"
"04/21/2017","46","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","46","8","16"
"04/22/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","7","17"
"04/23/2017","37","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","37","11","16"
"04/24/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","9","9"
"04/25/2017","42","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","42","9","10"
"04/26/2017","27","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","27","8","0"
"04/27/2017","49","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","49","11","13"
"04/28/2017","47","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","47","19","21"
"04/29/2017","48","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","48","21","18"
"04/30/2017","19","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS",".",".","19"
"05/01/2017","15","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS",".",".","15"
"05/02/2017","13","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS",".",".","13"
"05/03/2017","39","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","39","29","19"
"05/04/2017","44","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","44","30","27"
"05/05/2017","30","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","30","19","11"
"05/06/2017","40","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","40","25","25"
"05/07/2017","52","PM10","Colusa-Sunrise Blvd","06-011-1002","AQS","40","52","22"
"05/08/2017","47","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","47","37","34"
"05/09/2017","47","PM10","Colusa-Sunrise Blvd","06-011-1002","AQS","44","47","38"
"05/10/2017","44","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","38","44","44"
"05/11/2017","32","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","32","15","28"
