"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"04/07/2017","33","PM2.5","Portola","06-063-1010","AQS","33"
"04/08/2017","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"04/09/2017","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"04/10/2017","64","PM2.5","Portola","06-063-1010","AQS","64"
"04/11/2017","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"04/12/2017","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"04/13/2017","26","PM2.5","Portola","06-063-1010","AQS","26"
"04/14/2017","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"04/15/2017","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"04/16/2017","43","PM2.5","Portola","06-063-1010","AQS","43"
"04/17/2017","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"04/18/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"04/19/2017","44","PM2.5","Portola","06-063-1010","AQS","44"
"04/20/2017","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"04/21/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"04/22/2017","47","PM2.5","Portola","06-063-1010","AQS","47"
"04/23/2017","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"04/24/2017","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"04/25/2017","26","PM2.5","Portola","06-063-1010","AQS","26"
"04/26/2017","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"04/27/2017","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"04/28/2017","38","PM2.5","Portola","06-063-1010","AQS","38"
"04/29/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"04/30/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"05/01/2017","20","PM2.5","Portola","06-063-1010","AQS","20"
"05/02/2017","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"05/03/2017","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"05/04/2017","24","PM2.5","Portola","06-063-1010","AQS","24"
"05/05/2017","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"05/06/2017","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"05/07/2017","19","PM2.5","Portola","06-063-1010","AQS","19"
"05/08/2017","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"05/09/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"05/10/2017","33","PM2.5","Portola","06-063-1010","AQS","33"
"05/11/2017","32","PM2.5","Portola","06-063-1010","AQS","32"
"05/13/2017","45","PM2.5","Portola","06-063-1010","AQS","45"
"05/14/2017","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"05/15/2017","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"05/16/2017","25","PM2.5","Portola","06-063-1010","AQS","25"
"05/17/2017","8","PM2.5","Quincy-N Church Street","06-063-1006","AQS","8"
"05/18/2017","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"05/19/2017","20","PM2.5","Portola","06-063-1010","AQS","20"
"05/20/2017","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"05/21/2017","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"05/22/2017","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"05/23/2017","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"05/24/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"05/25/2017","55","PM2.5","Portola","06-063-1010","AQS","55"
"05/26/2017","37","PM2.5","Quincy-N Church Street","06-063-1006","AQS","37"
"05/27/2017","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"05/28/2017","24","PM2.5","Portola","06-063-1010","AQS","24"
"05/29/2017","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"05/30/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"05/31/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"06/01/2017","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"06/02/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"06/03/2017","28","PM2.5","Portola","06-063-1010","AQS","28"
"06/04/2017","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"06/05/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"06/06/2017","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"06/07/2017","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"06/08/2017","8","PM2.5","Quincy-N Church Street","06-063-1006","AQS","8"
"06/09/2017","15","PM2.5","Portola","06-063-1010","AQS","15"
"06/10/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"06/11/2017","4","PM2.5","Quincy-N Church Street","06-063-1006","AQS","4"
"06/12/2017","22","PM2.5","Portola","06-063-1010","AQS","22"
"06/13/2017","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"06/14/2017","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"06/15/2017","14","PM2.5","Portola","06-063-1010","AQS","14"
"06/16/2017","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"06/17/2017","4","PM2.5","Quincy-N Church Street","06-063-1006","AQS","4"
"06/18/2017","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"06/19/2017","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"06/20/2017","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"06/21/2017","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"06/22/2017","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"06/23/2017","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"06/24/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"06/25/2017","36","PM2.5","Quincy-N Church Street","06-063-1006","AQS","36"
"06/26/2017","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"06/27/2017","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"06/28/2017","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"06/29/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"06/30/2017","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"07/01/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"07/02/2017","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"07/03/2017","35","PM2.5","Portola","06-063-1010","AQS","35"
"07/04/2017","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/05/2017","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"07/06/2017","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"07/07/2017","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"07/08/2017","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"07/09/2017","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"07/10/2017","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"07/11/2017","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"07/12/2017","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"07/13/2017","52","PM2.5","Quincy-N Church Street","06-063-1006","AQS","52"
"07/14/2017","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"07/15/2017","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"07/16/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"07/17/2017","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/18/2017","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"07/19/2017","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/20/2017","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/21/2017","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"07/22/2017","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"07/23/2017","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"07/24/2017","45","PM2.5","Quincy-N Church Street","06-063-1006","AQS","45"
"07/25/2017","44","PM2.5","Quincy-N Church Street","06-063-1006","AQS","44"
"07/26/2017","36","PM2.5","Quincy-N Church Street","06-063-1006","AQS","36"
"07/27/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"07/28/2017","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"07/29/2017","75","PM2.5","Quincy-N Church Street","06-063-1006","AQS","75"
"07/30/2017","166","PM2.5","Quincy-N Church Street","06-063-1006","AQS","166"
"07/31/2017","178","PM2.5","Quincy-N Church Street","06-063-1006","AQS","178"
"08/01/2017","179","PM2.5","Quincy-N Church Street","06-063-1006","AQS","179"
"08/02/2017","154","PM2.5","Quincy-N Church Street","06-063-1006","AQS","154"
"08/03/2017","155","PM2.5","Quincy-N Church Street","06-063-1006","AQS","155"
"08/04/2017","104","PM2.5","Quincy-N Church Street","06-063-1006","AQS","104"
"08/05/2017","94","PM2.5","Quincy-N Church Street","06-063-1006","AQS","94"
"08/06/2017","160","PM2.5","Quincy-N Church Street","06-063-1006","AQS","160"
"08/07/2017","129","PM2.5","Quincy-N Church Street","06-063-1006","AQS","129"
"08/08/2017","107","PM2.5","Quincy-N Church Street","06-063-1006","AQS","107"
"08/09/2017","85","PM2.5","Quincy-N Church Street","06-063-1006","AQS","85"
"08/10/2017","75","PM2.5","Quincy-N Church Street","06-063-1006","AQS","75"
"08/11/2017","72","PM2.5","Quincy-N Church Street","06-063-1006","AQS","72"
"08/12/2017","65","PM2.5","Quincy-N Church Street","06-063-1006","AQS","65"
"08/13/2017","62","PM2.5","Quincy-N Church Street","06-063-1006","AQS","62"
"08/14/2017","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"08/15/2017","40","PM2.5","Quincy-N Church Street","06-063-1006","AQS","40"
"08/16/2017","53","PM2.5","Quincy-N Church Street","06-063-1006","AQS","53"
"08/17/2017","35","PM2.5","Portola","06-063-1010","AQS","35"
"08/19/2017","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"08/20/2017","57","PM2.5","Quincy-N Church Street","06-063-1006","AQS","57"
"08/21/2017","73","PM2.5","Quincy-N Church Street","06-063-1006","AQS","73"
"08/22/2017","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"08/23/2017","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"08/25/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"08/26/2017","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"08/27/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"08/28/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"08/29/2017","34","PM2.5","Portola","06-063-1010","AQS","34"
"08/30/2017","76","PM2.5","Quincy-N Church Street","06-063-1006","AQS","76"
"08/31/2017","77","PM2.5","Quincy-N Church Street","06-063-1006","AQS","77"
"09/01/2017","73","PM2.5","Portola","06-063-1010","AQS","73"
"09/02/2017","80","PM2.5","Quincy-N Church Street","06-063-1006","AQS","80"
"09/03/2017","75","PM2.5","Quincy-N Church Street","06-063-1006","AQS","75"
"09/04/2017","71","PM2.5","Portola","06-063-1010","AQS","71"
"09/05/2017","73","PM2.5","Quincy-N Church Street","06-063-1006","AQS","73"
"09/06/2017","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"09/07/2017","48","PM2.5","Portola","06-063-1010","AQS","48"
"09/08/2017","40","PM2.5","Quincy-N Church Street","06-063-1006","AQS","40"
"09/09/2017","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"09/10/2017","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"09/11/2017","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"09/12/2017","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"09/13/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"09/16/2017","59","PM2.5","Portola","06-063-1010","AQS","59"
"09/20/2017","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"09/21/2017","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"09/22/2017","45","PM2.5","Portola","06-063-1010","AQS","45"
"09/23/2017","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"09/24/2017","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"09/25/2017","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"09/26/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"09/27/2017","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"09/28/2017","28","PM2.5","Portola","06-063-1010","AQS","28"
"09/29/2017","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"09/30/2017","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"10/01/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"10/02/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"10/03/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"10/04/2017","45","PM2.5","Portola","06-063-1010","AQS","45"
"10/05/2017","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"10/06/2017","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"10/07/2017","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"10/08/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"10/09/2017","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"10/10/2017","85","PM2.5","Quincy-N Church Street","06-063-1006","AQS","85"
"10/11/2017","151","PM2.5","Quincy-N Church Street","06-063-1006","AQS","151"
"10/12/2017","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"10/13/2017","51","PM2.5","Portola","06-063-1010","AQS","51"
"10/14/2017","47","PM2.5","Quincy-N Church Street","06-063-1006","AQS","47"
"10/15/2017","52","PM2.5","Quincy-N Church Street","06-063-1006","AQS","52"
"10/16/2017","64","PM2.5","Quincy-N Church Street","06-063-1006","AQS","64"
"10/17/2017","67","PM2.5","Quincy-N Church Street","06-063-1006","AQS","67"
"10/18/2017","66","PM2.5","Quincy-N Church Street","06-063-1006","AQS","66"
"10/19/2017","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"10/20/2017","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"10/21/2017","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"10/22/2017","58","PM2.5","Portola","06-063-1010","AQS","58"
"10/23/2017","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"10/24/2017","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"10/25/2017","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"10/26/2017","45","PM2.5","Quincy-N Church Street","06-063-1006","AQS","45"
"10/27/2017","39","PM2.5","Quincy-N Church Street","06-063-1006","AQS","39"
"10/28/2017","47","PM2.5","Quincy-N Church Street","06-063-1006","AQS","47"
"10/29/2017","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"10/30/2017","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"10/31/2017","83","PM2.5","Portola","06-063-1010","AQS","83"
"11/01/2017","97","PM2.5","Quincy-N Church Street","06-063-1006","AQS","97"
"11/02/2017","63","PM2.5","Quincy-N Church Street","06-063-1006","AQS","63"
"11/03/2017","35","PM2.5","Portola","06-063-1010","AQS","35"
"11/04/2017","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"11/05/2017","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"11/06/2017","88","PM2.5","Portola","06-063-1010","AQS","88"
"11/07/2017","144","PM2.5","Quincy-N Church Street","06-063-1006","AQS","144"
"11/08/2017","122","PM2.5","Quincy-N Church Street","06-063-1006","AQS","122"
"11/09/2017","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"11/10/2017","41","PM2.5","Quincy-N Church Street","06-063-1006","AQS","41"
"11/11/2017","45","PM2.5","Quincy-N Church Street","06-063-1006","AQS","45"
"11/12/2017","109","PM2.5","Portola","06-063-1010","AQS","109"
"11/13/2017","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"11/14/2017","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"11/15/2017","63","PM2.5","Portola","06-063-1010","AQS","63"
"11/16/2017","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"11/17/2017","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"11/18/2017","123","PM2.5","Portola","06-063-1010","AQS","123"
"11/19/2017","63","PM2.5","Quincy-N Church Street","06-063-1006","AQS","63"
"11/20/2017","70","PM2.5","Quincy-N Church Street","06-063-1006","AQS","70"
"11/21/2017","106","PM2.5","Portola","06-063-1010","AQS","106"
"11/22/2017","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"11/23/2017","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"11/24/2017","76","PM2.5","Portola","06-063-1010","AQS","76"
"11/25/2017","57","PM2.5","Quincy-N Church Street","06-063-1006","AQS","57"
"11/26/2017","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"11/27/2017","65","PM2.5","Portola","06-063-1010","AQS","65"
"11/28/2017","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"11/29/2017","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"11/30/2017","62","PM2.5","Quincy-N Church Street","06-063-1006","AQS","62"
"12/01/2017","45","PM2.5","Quincy-N Church Street","06-063-1006","AQS","45"
"12/02/2017","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"12/03/2017","68","PM2.5","Portola","06-063-1010","AQS","68"
"12/04/2017","64","PM2.5","Quincy-N Church Street","06-063-1006","AQS","64"
"12/05/2017","88","PM2.5","Quincy-N Church Street","06-063-1006","AQS","88"
"12/06/2017","96","PM2.5","Quincy-N Church Street","06-063-1006","AQS","96"
"12/08/2017","87","PM2.5","Quincy-N Church Street","06-063-1006","AQS","87"
"12/09/2017","88","PM2.5","Quincy-N Church Street","06-063-1006","AQS","88"
"12/10/2017","89","PM2.5","Quincy-N Church Street","06-063-1006","AQS","89"
"12/11/2017","99","PM2.5","Quincy-N Church Street","06-063-1006","AQS","99"
"12/12/2017","113","PM2.5","Quincy-N Church Street","06-063-1006","AQS","113"
"12/13/2017","112","PM2.5","Quincy-N Church Street","06-063-1006","AQS","112"
"12/15/2017","118","PM2.5","Portola","06-063-1010","AQS","118"
"12/16/2017","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"12/17/2017","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"12/18/2017","88","PM2.5","Quincy-N Church Street","06-063-1006","AQS","88"
"12/19/2017","64","PM2.5","Quincy-N Church Street","06-063-1006","AQS","64"
"12/20/2017","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"12/21/2017","75","PM2.5","Portola","06-063-1010","AQS","75"
"12/23/2017","76","PM2.5","Quincy-N Church Street","06-063-1006","AQS","76"
"12/24/2017","79","PM2.5","Quincy-N Church Street","06-063-1006","AQS","79"
"12/25/2017","78","PM2.5","Quincy-N Church Street","06-063-1006","AQS","78"
"12/27/2017","142","PM2.5","Portola","06-063-1010","AQS","142"
"12/28/2017","152","PM2.5","Portola","06-063-1010","AQS","152"
"12/29/2017","92","PM2.5","Quincy-N Church Street","06-063-1006","AQS","92"
"12/30/2017","129","PM2.5","Portola","06-063-1010","AQS","129"
