"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2017","30","PM2.5","Visalia-Church","06-107-2002","AQS","30","8","30","16"
"01/02/2017","40","PM2.5","Visalia-Church","06-107-2002","AQS","29","16","40","23"
"01/03/2017","31","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","31","10","21","23"
"01/04/2017","30","PM2.5","Visalia-Church","06-107-2002","AQS","28","8","30","19"
"01/05/2017","26","Ozone","Visalia-Church","06-107-2002","AQS","26","6","20","11"
"01/06/2017","64","PM2.5","Visalia-Church","06-107-2002","AQS","26","24","64","27"
"01/07/2017","47","PM2.5","Visalia-Church","06-107-2002","AQS","24","12","47","13"
"01/08/2017","25","PM2.5","Visalia-Church","06-107-2002","AQS","24","10","25","16"
"01/09/2017","34","Ozone","Porterville","06-107-2010","AQS","34","7","15","26"
"01/10/2017","33","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","33","10","24","20"
"01/11/2017","38","Ozone","Porterville","06-107-2010","AQS","38","8","15","21"
"01/12/2017","34","Ozone","Porterville","06-107-2010","AQS","34","6","10","20"
"01/13/2017","44","PM2.5","Porterville","06-107-2010","AQS","25","11","44","9"
"01/14/2017","54","PM2.5","Visalia-Church","06-107-2002","AQS","25","14","54","9"
"01/15/2017","62","PM2.5","Visalia-Church","06-107-2002","AQS","25","19","62","8"
"01/16/2017","69","PM2.5","Visalia-Church","06-107-2002","AQS","25","24","69","24"
"01/17/2017","84","PM2.5","Visalia-Church","06-107-2002","AQS","34","38","84","28"
"01/18/2017","61","PM2.5","Visalia-Church","06-107-2002","AQS","31","23","61","26"
"01/19/2017","39","Ozone","Porterville","06-107-2010","AQS","39","6","15","23"
"01/20/2017","35","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","35","6","13","17"
"01/21/2017","36","Ozone","Porterville","06-107-2010","AQS","36","9","21","19"
"01/22/2017","40","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","40","4","10","14"
"01/23/2017","39","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","39","6","8","20"
"01/24/2017","39","Ozone","Porterville","06-107-2010","AQS","39","9","24","20"
"01/25/2017","64","PM2.5","Visalia-Church","06-107-2002","AQS","35","21","64","30"
"01/26/2017","70","PM2.5","Visalia-Church","06-107-2002","AQS","32","28","70","38"
"01/27/2017","86","PM2.5","Visalia-Church","06-107-2002","AQS","34","40","86","37"
"01/28/2017","81","PM2.5","Visalia-Church","06-107-2002","AQS","32","33","81","35"
"01/29/2017","88","PM2.5","Visalia-Church","06-107-2002","AQS","33","33","88","32"
