"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"12/01/2017","44","PM2.5","Redwood City","06-081-1001","AQS","11","15","44","25"
"12/02/2017","61","PM2.5","Redwood City","06-081-1001","AQS","9","27","61","26"
"12/03/2017","32","Ozone","Redwood City","06-081-1001","AQS","8","32","21","21"
"12/04/2017","31","NO2","Redwood City","06-081-1001","AQS","9","27","20","31"
"12/05/2017","34","NO2","Redwood City","06-081-1001","AQS","8","25","24","34"
"12/06/2017","46","PM2.5","Redwood City","06-081-1001","AQS","14","19","46","35"
"12/07/2017","55","PM2.5","Redwood City","06-081-1001","AQS","11","17","55","35"
"12/08/2017","60","PM2.5","Redwood City","06-081-1001","AQS","16","9","60","37"
"12/09/2017","57","PM2.5","Redwood City","06-081-1001","AQS","10","21","57","35"
"12/10/2017","43","PM2.5","Redwood City","06-081-1001","AQS","9","25","43","27"
"12/11/2017","55","PM2.5","Redwood City","06-081-1001","AQS","15","11","55","38"
"12/12/2017","52","PM2.5","Redwood City","06-081-1001","AQS","15","7","52","36"
"12/13/2017","60","PM2.5","Redwood City","06-081-1001","AQS","13","6","60","33"
"12/14/2017","65","PM2.5","Redwood City","06-081-1001","AQS","16","6","65","37"
"12/15/2017","91","PM2.5","Redwood City","06-081-1001","AQS","15","8","91","37"
"12/16/2017","38","PM2.5","Redwood City","06-081-1001","AQS","13","34","38","21"
"12/17/2017","31","Ozone","Redwood City","06-081-1001","AQS","8","31","28","29"
"12/18/2017","52","PM2.5","Redwood City","06-081-1001","AQS","11","14","52","35"
"12/19/2017","54","PM2.5","Redwood City","06-081-1001","AQS","13","28","54","39"
"12/20/2017","30","NO2","Redwood City","06-081-1001","AQS","5","28","23","30"
"12/21/2017","34","NO2","Redwood City","06-081-1001","AQS","11","23","26","34"
"12/22/2017","50","PM2.5","Redwood City","06-081-1001","AQS","10","14","50","43"
"12/23/2017","80","PM2.5","Redwood City","06-081-1001","AQS","9","19","80","32"
"12/24/2017","91","PM2.5","Redwood City","06-081-1001","AQS","13","11","91","30"
"12/25/2017","67","PM2.5","Redwood City","06-081-1001","AQS","14","19","67","28"
"12/26/2017","52","PM2.5","Redwood City","06-081-1001","AQS","11","13","52","27"
"12/27/2017","56","PM2.5","Redwood City","06-081-1001","AQS","11","6","56","28"
"12/28/2017","55","PM2.5","Redwood City","06-081-1001","AQS","11","6","55","29"
"12/29/2017","71","PM2.5","Redwood City","06-081-1001","AQS","11","9","71","28"
"12/30/2017","88","PM2.5","Redwood City","06-081-1001","AQS","11","12","88","30"
"12/31/2017","100","PM2.5","Redwood City","06-081-1001","AQS","11","12","100","30"
