"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2017","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","32","15","40","5"
"01/02/2017","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","15","3"
"01/03/2017","36","PM2.5","Davis-UCD Campus","06-113-0004","AQS","33",".","36","7"
"01/04/2017","30","Ozone","Woodland-Gibson Road","06-113-1003","AQS","30",".","18","9"
"01/05/2017","31","Ozone","Woodland-Gibson Road","06-113-1003","AQS","31",".","16","12"
"01/06/2017","30","Ozone","Woodland-Gibson Road","06-113-1003","AQS","30",".","20","7"
"01/07/2017","28","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28","4","28","5"
"01/08/2017","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32",".","24","2"
"01/09/2017","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32",".","21","5"
"01/10/2017","37","Ozone","Davis-UCD Campus","06-113-0004","AQS","37",".","32","4"
"01/11/2017","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35",".","11","9"
"01/12/2017","29","Ozone","Davis-UCD Campus","06-113-0004","AQS","29",".","8","19"
"01/13/2017","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31","8","15","13"
"01/14/2017","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","15",".","45","12"
"01/15/2017","60","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","60","15"
"01/16/2017","60","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","60","8"
"01/17/2017","72","PM2.5","Davis-UCD Campus","06-113-0004","AQS","16",".","72","10"
"01/18/2017","107","PM2.5","Davis-UCD Campus","06-113-0004","AQS","37",".","107","14"
"01/19/2017","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33","7","26","5"
"01/20/2017","41","PM2.5","Davis-UCD Campus","06-113-0004","AQS","34",".","41","3"
"01/21/2017","36","Ozone","Woodland-Gibson Road","06-113-1003","AQS","36",".","25","3"
"01/22/2017","37","Ozone","Woodland-Gibson Road","06-113-1003","AQS","37",".","34","3"
"01/23/2017","35","Ozone","Woodland-Gibson Road","06-113-1003","AQS","35",".","18","11"
"01/24/2017","34","Ozone","Woodland-Gibson Road","06-113-1003","AQS","34",".","25","7"
"01/25/2017","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23","16","35","15"
"01/26/2017","28","Ozone","Woodland-Gibson Road","06-113-1003","AQS","28",".","20","5"
"01/27/2017","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","21","22"
"01/28/2017","33","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","33","11"
"01/29/2017","27","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","27","12"
"01/30/2017","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","38","22"
"01/31/2017","52","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","22","29","52","17"
"02/01/2017","46","PM2.5","Davis-UCD Campus","06-113-0004","AQS","17",".","46","9"
"02/02/2017","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","32",".","35","9"
"02/03/2017","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","21","4"
