"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"01/02/2017","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"01/03/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"01/04/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/05/2017","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"01/06/2017","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/07/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/08/2017","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"01/09/2017","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"01/10/2017","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"01/11/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"01/12/2017","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/13/2017","14","Ozone","Jackson-Clinton Road","06-005-0002","AQS","14","."
"01/14/2017","15","Ozone","Jackson-Clinton Road","06-005-0002","AQS","15","."
"01/15/2017","13","Ozone","Jackson-Clinton Road","06-005-0002","AQS","13","."
"01/16/2017","13","Ozone","Jackson-Clinton Road","06-005-0002","AQS","13","."
"01/17/2017","16","Ozone","Jackson-Clinton Road","06-005-0002","AQS","16","."
"01/18/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"01/19/2017","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"01/20/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"01/21/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"01/22/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"01/23/2017","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"01/24/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/25/2017","29","Ozone","Jackson-Clinton Road","06-005-0002","AQS","29","."
"01/26/2017","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/27/2017","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/28/2017","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/29/2017","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/30/2017","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/31/2017","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"02/01/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"02/02/2017","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"02/03/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/04/2017","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"02/05/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/06/2017","40","Ozone","Jackson-Clinton Road","06-005-0002","AQS","40","."
"02/07/2017","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"02/08/2017","16","Ozone","Jackson-Clinton Road","06-005-0002","AQS","16","."
"02/09/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/10/2017","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"02/11/2017","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"02/12/2017","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"02/13/2017","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"02/14/2017","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"02/15/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/16/2017","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"02/17/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"02/18/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"02/19/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/20/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"02/21/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"02/22/2017","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"02/23/2017","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"02/24/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"02/25/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"02/26/2017","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"02/27/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"02/28/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"03/01/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"03/02/2017","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"03/03/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"03/04/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"03/05/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"03/06/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"03/07/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"03/08/2017","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"03/09/2017","29","Ozone","Jackson-Clinton Road","06-005-0002","AQS","29","."
"03/10/2017","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"03/11/2017","29","Ozone","Jackson-Clinton Road","06-005-0002","AQS","29","."
"03/12/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"03/13/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"03/14/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"03/15/2017","41","Ozone","Jackson-Clinton Road","06-005-0002","AQS","41","."
"03/16/2017","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"03/17/2017","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"03/18/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"03/19/2017","28","Ozone","Jackson-Clinton Road","06-005-0002","AQS","28","."
"03/20/2017","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"03/21/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"03/22/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"03/23/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"03/24/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"03/25/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"03/26/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"03/27/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"03/28/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"03/29/2017","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"03/30/2017","40","Ozone","Jackson-Clinton Road","06-005-0002","AQS","40","."
"03/31/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"04/01/2017","40","Ozone","Jackson-Clinton Road","06-005-0002","AQS","40","."
"04/02/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"04/03/2017","40","Ozone","Jackson-Clinton Road","06-005-0002","AQS","40","."
"04/04/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"04/05/2017","44","Ozone","Jackson-Clinton Road","06-005-0002","AQS","44","."
"04/06/2017","45","Ozone","Jackson-Clinton Road","06-005-0002","AQS","45","."
"04/07/2017","45","Ozone","Jackson-Clinton Road","06-005-0002","AQS","45","."
"04/08/2017","41","Ozone","Jackson-Clinton Road","06-005-0002","AQS","41","."
"04/09/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"04/10/2017","41","Ozone","Jackson-Clinton Road","06-005-0002","AQS","41","."
"04/11/2017","43","Ozone","Jackson-Clinton Road","06-005-0002","AQS","43","."
"04/12/2017","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"04/13/2017","42","Ozone","Jackson-Clinton Road","06-005-0002","AQS","42","."
"04/14/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"04/15/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"04/16/2017","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"04/17/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"04/18/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"04/19/2017","46","Ozone","Jackson-Clinton Road","06-005-0002","AQS","46","."
"04/20/2017","45","Ozone","Jackson-Clinton Road","06-005-0002","AQS","45","."
"04/21/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"04/22/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"04/23/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"04/24/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"04/25/2017","44","Ozone","Jackson-Clinton Road","06-005-0002","AQS","44","."
"04/26/2017","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"04/27/2017","46","Ozone","Jackson-Clinton Road","06-005-0002","AQS","46","."
"04/28/2017","44","Ozone","Jackson-Clinton Road","06-005-0002","AQS","44","."
"04/29/2017","47","Ozone","Jackson-Clinton Road","06-005-0002","AQS","47","."
"04/30/2017","44","Ozone","Jackson-Clinton Road","06-005-0002","AQS","44","."
"05/01/2017","45","Ozone","Jackson-Clinton Road","06-005-0002","AQS","45","."
"05/02/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"05/03/2017","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"05/04/2017","42","Ozone","Jackson-Clinton Road","06-005-0002","AQS","42","."
"05/05/2017","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"05/06/2017","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"05/07/2017","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"05/08/2017","44","Ozone","Jackson-Clinton Road","06-005-0002","AQS","44","."
"05/09/2017","50","Ozone","Jackson-Clinton Road","06-005-0002","AQS","50","."
"05/10/2017","45","Ozone","Jackson-Clinton Road","06-005-0002","AQS","45","."
"05/11/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"05/12/2017","41","Ozone","Jackson-Clinton Road","06-005-0002","AQS","41","."
"05/13/2017","42","Ozone","Jackson-Clinton Road","06-005-0002","AQS","42","."
"05/14/2017","41","Ozone","Jackson-Clinton Road","06-005-0002","AQS","41","."
"05/15/2017","42","Ozone","Jackson-Clinton Road","06-005-0002","AQS","42","."
"05/16/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"05/17/2017","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
"05/18/2017","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
